tweet_id,user_id,retweet_count,favourite_count,source,created_at
288677805405896704,266869933,0,0,Twitter for Android,2013-01-08 16:05:26
291176113395351554,39604163,0,0,Twitter for Android,2013-01-15 13:32:49
293078706593861632,320069526,0,0,Twitter for Android,2013-01-20 19:33:03
294928606981935104,293771058,0,0,Twitter for iPhone,2013-01-25 22:03:54
295964184783499264,33180244,0,0,iOS,2013-01-28 18:38:55
304719221525471233,563997934,0,0,Twitter for Android,2013-02-21 22:28:18
305111634085564416,186478529,0,0,dlvr.it,2013-02-23 00:27:36
306150045844111360,288565086,0,0,Twitter for Android,2013-02-25 21:13:53
310398853746655233,143601625,0,0,Twitter for BlackBerry®,2013-03-09 14:37:08
311857297813016577,585029783,1,1,Twitter for Android,2013-03-13 15:12:28
313384397783052288,295776552,0,0,Twitter for Android,2013-03-17 20:20:37
313660462518640641,102420396,2,0,Twitter for iPhone,2013-03-18 14:37:36
314644676982476800,229554511,0,0,Twitter for BlackBerry®,2013-03-21 07:48:31
319177832918048769,191125339,0,0,Twitter for Android,2013-04-02 20:01:40
320562362887319552,855174284,0,0,Twitter for Android,2013-04-06 15:43:17
321276987635273728,62238452,0,0,Twitter for Android,2013-04-08 15:02:57
321331939166535680,16872273,0,0,OS X,2013-04-08 18:41:19
323886649702494208,562906441,0,0,Twitter for Android,2013-04-15 19:52:49
327108226254512129,1212281780,0,0,Twitter for Android,2013-04-24 17:14:13
329313562650628096,294048159,0,0,Twitter for iPhone,2013-04-30 19:17:26
331194120615886848,294048159,1,0,Twitter for iPhone,2013-05-05 23:50:06
332423198312374275,1162309748,0,0,Twitter for Android,2013-05-09 09:14:01
334202164316631040,143470736,0,0,Hootsuite,2013-05-14 07:02:59
350812893207470080,1428703766,0,0,Twitter for Android,2013-06-29 03:08:06
355078959488180225,393440445,0,0,Twitter for iPhone,2013-07-10 21:39:55
365393300800278528,114657300,0,0,Hootsuite,2013-08-08 08:45:26
370924400507621377,249247178,1,0,Twitter for Android,2013-08-23 15:04:03
375280976311894016,148286025,1,0,Twitter for iPhone,2013-09-04 15:35:31
378775349246836736,417272286,0,0,Twitter for Android,2013-09-14 07:00:55
378830527538933760,251718832,0,0,Twitter for Android,2013-09-14 10:40:10
378979312256696320,100611628,0,0,Twitter for iPhone,2013-09-14 20:31:23
382749536126771200,382292695,0,0,Twitter for iPhone,2013-09-25 06:12:55
387882892313231360,280577347,0,0,Twitter for iPhone,2013-10-09 10:11:02
392342912794894336,316408651,1,0,Twitter for Android,2013-10-21 17:33:34
394605923965992961,135793103,0,0,Twitter for iPhone,2013-10-27 23:25:58
395561930989273088,45818188,0,0,Twitter for Android,2013-10-30 14:44:48
395572844664717312,45818188,0,0,Twitter for Android,2013-10-30 15:28:10
398221063970361344,401336255,0,0,Twitter for Android,2013-11-06 22:51:14
398370972442828800,383466744,0,0,Twitter for iPad,2013-11-07 08:46:55
399146666907140096,347033632,0,0,Twitter for iPhone,2013-11-09 12:09:15
399829941854167040,365601773,0,0,Twitter for Android,2013-11-11 09:24:21
400321452219850752,1009116900,0,0,Twitter for Android,2013-11-12 17:57:26
400327561239994368,186478529,0,0,dlvr.it,2013-11-12 18:21:42
400344095627182080,416236227,0,0,Twitter for Android,2013-11-12 19:27:25
400388265981018112,1020559236,0,0,Twitter for iPhone,2013-11-12 22:22:56
400496721148788736,257578433,0,0,Twitter for iPhone,2013-11-13 05:33:53
400980710846365696,1300421947,0,0,Twitter for iPad,2013-11-14 13:37:05
400992468466143232,337688907,0,1,Twitter for Android,2013-11-14 14:23:49
401273186928828416,455199431,0,0,Twitter for Android,2013-11-15 08:59:17
401311194289827840,987919560,1,0,Twitter for iPhone,2013-11-15 11:30:19
401999974944473088,187284953,0,0,Twitter for iPhone,2013-11-17 09:07:17
402334608114851840,593727161,0,1,Twitter for Android,2013-11-18 07:17:00
402449739083706368,817869656,0,0,Twitter for Android,2013-11-18 14:54:29
402546595407089664,905915190,0,0,Twitter for Android,2013-11-18 21:19:21
402751744108953600,1242164118,0,0,Twitter for Android,2013-11-19 10:54:33
402861792822820864,839490360,0,0,Twitter for Android,2013-11-19 18:11:50
403079714669338624,512083476,0,0,Twitter for Android,2013-11-20 08:37:47
403081556031705088,611858799,1,0,Twitter for Android,2013-11-20 08:45:06
403112272551489536,526408330,0,0,Twitter for Android,2013-11-20 10:47:09
403422419873837056,520263690,0,0,Twitter for Android,2013-11-21 07:19:34
403547139286265857,1620060326,0,0,Twitter for Android,2013-11-21 15:35:10
403664875547017216,48135797,0,0,Twitter for iPad,2013-11-21 23:23:00
404156820715225088,518017851,0,0,Twitter for iPad,2013-11-23 07:57:49
404238907925352448,503571190,0,0,Twitter for Android,2013-11-23 13:24:00
404890519110950912,298217417,0,0,Twitter for Android,2013-11-25 08:33:16
404944012655988736,996949632,0,0,Twitter for Android,2013-11-25 12:05:50
404949970551582720,419480919,0,0,Twitter for Android,2013-11-25 12:29:31
404964005149966336,1834768836,0,0,Twitter for Android,2013-11-25 13:25:17
404993108225822720,455305254,0,0,Twitter for Android,2013-11-25 15:20:56
405008774890790912,181218060,0,0,Twitter for Android,2013-11-25 16:23:11
405318083952521216,1631071712,0,0,Twitter for Android,2013-11-26 12:52:16
405434997844094976,224338096,0,1,Twitter for iPhone,2013-11-26 20:36:50
405489458851483648,486431538,0,0,Twitter for Android,2013-11-27 00:13:15
405686627965886464,809116928,0,0,Twitter for Android,2013-11-27 13:16:44
405814527742443520,829345897,0,0,Twitter for iPhone,2013-11-27 21:44:57
405952428794998784,584764063,0,0,Twitter for Android,2013-11-28 06:52:55
406020381519413248,333671522,0,0,Twitter for iPhone,2013-11-28 11:22:57
406420073990324224,773628744,0,0,Twitter for Android,2013-11-29 13:51:11
406435874784935936,431729868,0,1,Twitter for Android,2013-11-29 14:53:58
407233013895168003,218432733,0,0,Twitter for iPhone,2013-12-01 19:41:31
407294561103659009,471435286,2,0,Twitter for Android,2013-12-01 23:46:05
407430626934259712,347887648,0,0,Twitter for Android,2013-12-02 08:46:45
407479183460556801,296473376,1,1,Twitter for Android,2013-12-02 11:59:42
407829583627816960,800256516,0,0,Twitter for Android,2013-12-03 11:12:04
408600058750586880,1519364126,0,0,Twitter for Android,2013-12-05 14:13:40
408724200468516865,1128325658,0,0,Twitter for iPhone,2013-12-05 22:26:57
409312688800804864,111724395,0,0,Twitter for iPhone,2013-12-07 13:25:24
409325048236093440,562137743,1,1,Twitter for Android,2013-12-07 14:14:31
409428088683245568,320991472,0,0,Twitter for Android,2013-12-07 21:03:57
409462929218871296,630366927,0,0,Twitter for Android,2013-12-07 23:22:24
409983638517063680,917320555,0,0,Twitter for Android,2013-12-09 09:51:31
409998955301584896,280577347,0,0,Twitter for iPhone,2013-12-09 10:52:23
410167963791400960,184909162,0,0,Twitter for Android,2013-12-09 22:03:57
410356161138163712,137844148,0,0,Twitter for Android,2013-12-10 10:31:47
410550607121248256,757521878,2,2,Twitter for Android,2013-12-10 23:24:27
410728515395678208,471775924,0,0,Twitter for Android,2013-12-11 11:11:23
410739916445077504,1242164118,0,0,Twitter for Android,2013-12-11 11:56:41
410784932941033472,1606017025,0,0,Twitter for Android,2013-12-11 14:55:34
410803463116029952,523334610,0,0,Twitter for Android,2013-12-11 16:09:12
410806000652795904,186478529,0,0,dlvr.it,2013-12-11 16:19:17
410872021925781504,421369323,0,0,Twitter for Android,2013-12-11 20:41:38
411128055990870016,181218060,0,0,Twitter for Android,2013-12-12 13:39:01
411151298999107584,1438240316,0,0,Twitter for Android,2013-12-12 15:11:23
411154617779888128,307500420,0,0,Twitter for iPhone,2013-12-12 15:24:34
411520215445676032,259848178,0,0,Twitter for Android,2013-12-13 15:37:19
412237256163065856,711196684,0,0,Twitter for Android,2013-12-15 15:06:35
412479661122535424,625749368,0,0,Twitter for Android,2013-12-16 07:09:49
412481124427116544,978661536,1,0,Twitter for Android,2013-12-16 07:15:38
412669046782713856,1656487266,0,0,Twitter for Android,2013-12-16 19:42:22
412842474055696384,1151931745,0,0,Twitter for Android,2013-12-17 07:11:30
412842974364844032,1527877579,0,0,Twitter for Android,2013-12-17 07:13:30
412923970053505024,710801125,0,1,Twitter for Android,2013-12-17 12:35:20
413007273100050432,370703073,0,0,Instagram,2013-12-17 18:06:21
413050224006144000,352609426,0,0,Twitter for Android,2013-12-17 20:57:02
413190289105616896,789082771,0,0,Twitter for Android,2013-12-18 06:13:36
413316794481668096,550043578,0,0,Twitter for Android,2013-12-18 14:36:17
413326580866637824,896014158,0,0,Twitter for Android,2013-12-18 15:15:10
413336818768416768,607263100,0,0,Twitter for Android,2013-12-18 15:55:51
413348107737645056,607263100,0,0,Twitter for Android,2013-12-18 16:40:43
413401544638623747,896014158,0,0,Twitter for Android,2013-12-18 20:13:03
413567757880655873,352609426,0,0,Twitter for Android,2013-12-19 07:13:31
413588608680202240,570895985,0,0,Twitter for Android,2013-12-19 08:36:23
413615322886049792,583084524,2,1,Twitter for Android,2013-12-19 10:22:32
413674742303170560,2149155871,0,0,Twitter for iPhone,2013-12-19 14:18:38
413702054486765568,352609426,0,0,Twitter for Android,2013-12-19 16:07:10
413985569057017856,976968104,0,0,Twitter for Android,2013-12-20 10:53:45
414012690118762496,217135519,0,0,Twitter for Android,2013-12-20 12:41:31
415035612639821824,738964484,0,0,Twitter for iPhone,2013-12-23 08:26:15
415058645102383104,1701413168,1,0,Twitter for iPhone,2013-12-23 09:57:47
416022520199147520,1201683126,0,1,Twitter for iPhone,2013-12-26 01:47:52
416114500832866304,467551209,0,0,Twitter for Android,2013-12-26 07:53:22
416128716503527424,1352119562,0,0,Twitter for iPhone,2013-12-26 08:49:51
416144603725983744,416278090,0,0,Twitter for Android,2013-12-26 09:52:59
416206137848242176,1707651812,0,0,Twitter for Android,2013-12-26 13:57:30
416716768540106752,470311651,0,0,Twitter for iPhone,2013-12-27 23:46:34
417721272773386240,385315901,0,0,Twitter for Android,2013-12-30 18:18:06
418175017437102080,555887448,0,1,Twitter for Android,2014-01-01 00:21:08
418784872854224896,545330907,0,0,Twitter for Android,2014-01-02 16:44:29
418792188374712320,1535881693,0,0,Twitter for BlackBerry®,2014-01-02 17:13:33
419047331171160065,1007026639,0,0,Twitter for BlackBerry®,2014-01-03 10:07:23
419167980975820800,1103555528,0,1,Twitter for iPhone,2014-01-03 18:06:49
419242238640947200,229554511,0,0,Twitter for iPad,2014-01-03 23:01:53
419243164885876736,229554511,0,0,Twitter for iPad,2014-01-03 23:05:34
420486725224660992,865412436,0,0,Twitter for Android,2014-01-07 09:27:02
420558000102064128,1546370617,1,0,Twitter for Android,2014-01-07 14:10:15
420571136091766784,425404135,0,0,Twitter for Android,2014-01-07 15:02:27
420583198092165120,803403330,0,0,Twitter for Android,2014-01-07 15:50:23
420612119294648320,464683841,0,0,Twitter for Android,2014-01-07 17:45:18
421339786994270210,424266714,0,0,Twitter for Android,2014-01-09 17:56:48
421357955066638336,627788523,1,0,Twitter for iPhone,2014-01-09 19:08:59
421732905824841728,1409664654,0,0,Twitter for Android,2014-01-10 19:58:54
422456296567476224,46366986,0,0,Twitter for Android,2014-01-12 19:53:24
422631248331554816,625749368,0,0,Twitter for Android,2014-01-13 07:28:36
422828531237007360,1606765267,0,0,Twitter for Android,2014-01-13 20:32:32
423102807982747648,1140122838,0,0,Twitter for  Android,2014-01-14 14:42:24
423145158826536960,423667871,0,0,Twitter for Android,2014-01-14 17:30:42
423158526878711808,423667871,0,0,Twitter for Android,2014-01-14 18:23:49
423370857097232384,55273629,0,0,Twitter for iPhone,2014-01-15 08:27:32
423465385720283136,472157806,0,0,Twitter for  Android,2014-01-15 14:43:10
423497713268031488,538090070,0,1,Twitter for Android,2014-01-15 16:51:37
423498334889074688,1024980008,1,0,Twitter for Android,2014-01-15 16:54:05
423501258247643136,514294276,0,0,Twitter for iPhone,2014-01-15 17:05:42
423562325975920640,908280829,0,0,Twitter for Android,2014-01-15 21:08:22
423576342618464256,908280829,1,0,Twitter for Android,2014-01-15 22:04:04
423736781570588673,1606765267,1,0,Twitter for Android,2014-01-16 08:41:36
423753367874441216,1011614880,0,0,Twitter for Android,2014-01-16 09:47:30
423794992323493888,369119239,1,0,Twitter for iPhone,2014-01-16 12:32:54
423821102419554305,416654500,0,0,Twitter for Android,2014-01-16 14:16:39
423827042690670592,908280829,0,0,Twitter for Android,2014-01-16 14:40:15
424110758155530240,381842671,0,0,Twitter for  Android,2014-01-17 09:27:39
424132436411568128,87894083,0,0,Twitter for Android,2014-01-17 10:53:47
424137461628162048,481379732,0,0,Twitter for Android,2014-01-17 11:13:45
424730340226519040,76080332,0,0,Twitter for iPhone,2014-01-19 02:29:38
424730557248192512,76080332,0,0,Twitter for iPhone,2014-01-19 02:30:30
424733441561993216,76080332,0,0,Twitter for iPhone,2014-01-19 02:41:58
424881553198841856,19113547,0,1,Twitter for iPad,2014-01-19 12:30:30
425005585520918529,76080332,0,0,Twitter for iPhone,2014-01-19 20:43:22
425157942846173184,2154472079,0,0,Twitter for Android,2014-01-20 06:48:47
425247056274665472,1061485039,0,0,Twitter for Android,2014-01-20 12:42:53
425288180968194048,549342409,0,1,Twitter for Android,2014-01-20 15:26:18
425386366693019649,332329799,0,0,Twitter for Android,2014-01-20 21:56:27
425395268297969664,317963051,3,0,Twitter for iPhone,2014-01-20 22:31:50
425581944244826112,554243239,0,0,Twitter for Android,2014-01-21 10:53:37
425594127750037504,1490661829,0,0,Twitter for Android,2014-01-21 11:42:01
425644368226418688,701199517,0,0,Twitter for iPhone,2014-01-21 15:01:40
425655536697479168,2263146054,2,1,iOS,2014-01-21 15:46:02
425656380121694208,1496368206,0,0,Twitter for Android,2014-01-21 15:49:24
425910656328826880,2241810495,0,0,Twitter for iPhone,2014-01-22 08:39:48
425911469440794625,409349238,0,0,Twitter for Android,2014-01-22 08:43:02
425925198559608832,325547923,0,0,Twitter for Android,2014-01-22 09:37:35
425925548909789184,751322413,0,0,Twitter for Android,2014-01-22 09:38:58
425947882639077376,208997341,0,1,Twitter for  Android,2014-01-22 11:07:43
425995672962473984,595551653,1,1,Twitter for Android,2014-01-22 14:17:37
426012408575180800,18447733,3,0,Twitter for iPhone,2014-01-22 15:24:07
426014970422497280,404989913,1,0,Twitter for iPhone,2014-01-22 15:34:18
426047397987631104,288840938,0,0,Twitter for Android,2014-01-22 17:43:09
426328937393029120,201846520,1,2,Twitter for iPhone,2014-01-23 12:21:54
426639160221646848,515830365,0,0,Twitter for Android,2014-01-24 08:54:37
426675239280734208,366137621,0,0,Twitter for Android,2014-01-24 11:17:58
426688211919077376,515830365,0,0,Twitter for Android,2014-01-24 12:09:31
426710101903564800,1864914674,0,0,Twitter for Android,2014-01-24 13:36:30
426859577712590848,374117949,1,0,Twitter for Android,2014-01-24 23:30:28
427714707685117952,1534674193,1,0,Twitter for Android,2014-01-27 08:08:27
427739793100111872,1564027536,0,0,Twitter for iPhone,2014-01-27 09:48:08
427782388488617984,818058961,0,0,Twitter for Android,2014-01-27 12:37:23
427796853330305024,491482525,0,0,Twitter for iPhone,2014-01-27 13:34:52
427856539287035905,1119926028,0,0,Twitter for Android,2014-01-27 17:32:02
427862855304884224,2263146054,4,2,iOS,2014-01-27 17:57:08
428264772292067328,595318250,3,1,Twitter for iPhone,2014-01-28 20:34:13
428822517613359104,166217631,0,0,Twitter for Android,2014-01-30 09:30:29
428902909091532800,552887621,0,0,Twitter for  Android,2014-01-30 14:49:56
429299245263253505,439917968,0,0,Twitter for  Android,2014-01-31 17:04:50
429621406461353984,321332405,0,0,Twitter for Android,2014-02-01 14:24:59
429708423203405824,370716799,0,0,Twitter for Android,2014-02-01 20:10:46
430302074723917824,941193151,0,0,Twitter for Android,2014-02-03 11:29:43
430380227609784321,2263146054,0,0,iOS,2014-02-03 16:40:17
430490981318656000,186478529,0,0,dlvr.it,2014-02-04 00:00:22
430640012670304256,1061719765,0,0,Twitter for Android,2014-02-04 09:52:34
430682803316224000,428178800,0,0,Twitter for Android,2014-02-04 12:42:36
430755366243430400,991033926,0,0,Twitter for Android,2014-02-04 17:30:57
430782364093276162,473327009,0,1,Twitter for Android,2014-02-04 19:18:13
430796197167910912,404352921,0,0,Twitter for Android,2014-02-04 20:13:11
430800439236243456,186478529,0,0,dlvr.it,2014-02-04 20:30:03
431039810074341376,1172865618,0,0,Twitter for Android,2014-02-05 12:21:13
431066989956960257,2263146054,0,0,iOS,2014-02-05 14:09:13
431678876323155969,846301771,0,0,Twitter for Android,2014-02-07 06:40:38
431723971999178752,846301771,0,0,Twitter for Android,2014-02-07 09:39:50
431854673234911232,185789961,0,0,dlvr.it,2014-02-07 18:19:12
431854678234505216,186478529,0,0,dlvr.it,2014-02-07 18:19:13
432086600680767488,248200972,0,0,Twitter for  Android,2014-02-08 09:40:48
433182573259657216,238104061,0,0,Twitter for Android,2014-02-11 10:15:48
433253020147937280,863125111,0,0,Twitter for Android,2014-02-11 14:55:44
433361534576631808,1183693609,0,0,Twitter for iPhone,2014-02-11 22:06:55
433497610864037888,457778717,0,0,Twitter for iPhone,2014-02-12 07:07:39
433609988427481088,376398001,0,1,Twitter for Android,2014-02-12 14:34:11
433617234746150912,1011864553,0,0,Twitter for Android,2014-02-12 15:02:59
433990101384052737,1852133064,0,0,Twitter for Android,2014-02-13 15:44:37
434372388009304065,2172925964,0,0,Twitter for  Android,2014-02-14 17:03:42
434721431088553984,376398001,0,0,Twitter for Android,2014-02-15 16:10:40
435083188386291712,186478529,0,0,dlvr.it,2014-02-16 16:08:10
435083191318093824,185789961,0,0,dlvr.it,2014-02-16 16:08:10
435450179026968577,917329405,0,0,Twitter for Android,2014-02-17 16:26:27
435760365692260353,875241254,0,1,Twitter for Android,2014-02-18 12:59:01
435793400038563840,186478529,0,0,dlvr.it,2014-02-18 15:10:17
435793431021879296,185789961,0,0,dlvr.it,2014-02-18 15:10:25
436130881926094848,270228894,0,0,Twitter for iPhone,2014-02-19 13:31:19
436160889109348352,612604070,0,0,Twitter for Android,2014-02-19 15:30:34
436602670762430464,995358710,0,1,Twitter for Android,2014-02-20 20:46:03
436831092470185984,148286025,1,0,Twitter for iPhone,2014-02-21 11:53:43
436859945108389888,863178198,0,0,Twitter for  Android,2014-02-21 13:48:22
437539970669371393,81831996,0,0,Twitter for iPad,2014-02-23 10:50:32
437901836235046912,105922645,2,0,Twitter for iPhone,2014-02-24 10:48:28
437925486250164224,307500420,0,0,Twitter for iPhone,2014-02-24 12:22:26
438078960455659520,995358710,0,0,Twitter for Android,2014-02-24 22:32:17
438259666301489152,539205424,0,0,Twitter for iPhone,2014-02-25 10:30:21
438700413932814337,1524814164,0,0,Twitter for Android,2014-02-26 15:41:44
438755133636481025,252484774,1,0,Twitter for Android,2014-02-26 19:19:10
438756418825781248,1002266713,2,1,iOS,2014-02-26 19:24:16
438975015871324161,213020479,0,0,Twitter for iPhone,2014-02-27 09:52:54
439013020438888448,54036470,0,0,Foursquare,2014-02-27 12:23:55
439039238219526144,1145395669,0,0,Twitter for iPhone,2014-02-27 14:08:06
439052315702865920,1145395669,0,0,Twitter for iPhone,2014-02-27 15:00:03
439067152046641152,373854031,0,0,Twitter for Android,2014-02-27 15:59:01
439128843597918208,823332823,0,0,Twitter for Android,2014-02-27 20:04:09
439162334834339840,413822334,0,0,Twitter for iPhone,2014-02-27 22:17:14
439335618095906816,373854031,0,0,Twitter for Android,2014-02-28 09:45:48
440421685268078592,368240936,0,0,Twitter for iPhone,2014-03-03 09:41:27
440550659482738688,1334534659,0,0,Twitter for Android,2014-03-03 18:13:56
440911330409996290,621869197,0,0,Twitter for iPhone,2014-03-04 18:07:07
440920672735625217,635611864,0,0,Twitter for iPhone,2014-03-04 18:44:14
441130396399714304,566577822,0,0,Twitter for Android,2014-03-05 08:37:36
441288308602445824,1394210544,0,0,Twitter for Android,2014-03-05 19:05:06
441609026686955520,1110352074,0,0,iOS,2014-03-06 16:19:31
441614783008493569,260471164,0,0,Twitter for iPhone,2014-03-06 16:42:23
441615741453094912,804951360,0,0,Twitter for Android,2014-03-06 16:46:12
441626106249375744,549192198,0,0,Twitter for Android,2014-03-06 17:27:23
441816460558860288,1270201057,0,0,Twitter for Android,2014-03-07 06:03:47
441832216088555520,1270201057,0,0,Twitter for Android,2014-03-07 07:06:23
442972923994058753,288217750,0,0,Twitter for Android,2014-03-10 10:39:09
443113511812857856,440266288,0,0,Twitter for iPhone,2014-03-10 19:57:48
443121353760440320,440266288,0,0,Twitter for iPhone,2014-03-10 20:28:58
443354191780933632,296972280,0,0,Twitter for iPhone,2014-03-11 11:54:11
443356748888682496,436143863,0,0,Twitter for iPhone,2014-03-11 12:04:20
443390863889412096,1002266713,1,1,iOS,2014-03-11 14:19:54
443856459764604928,190155538,4,1,Twitter for iPhone,2014-03-12 21:10:01
443860907278761985,190155538,0,0,Twitter for iPhone,2014-03-12 21:27:41
444090341445349376,1723565570,0,0,Twitter for iPhone,2014-03-13 12:39:22
444129301487964160,1110352074,1,0,iOS,2014-03-13 15:14:11
444155929349849088,242522290,0,0,Twitter for iPhone,2014-03-13 17:00:00
444495550151688192,1278130646,0,0,Twitter for Android,2014-03-14 15:29:32
444503612560244736,1153260566,0,0,Twitter for  Android,2014-03-14 16:01:34
444605658550513664,486596335,0,0,Twitter for Android,2014-03-14 22:47:04
445957339229999104,576326938,0,0,Twitter for iPhone,2014-03-18 16:18:09
445978243158790145,564946470,0,0,Twitter for Android,2014-03-18 17:41:13
446013931656859650,1680580092,0,1,Twitter for  Android,2014-03-18 20:03:02
446052430930006016,388143537,0,0,Twitter for  Android,2014-03-18 22:36:01
446225003143786496,246739853,0,0,Twitter for Android,2014-03-19 10:01:45
446273037403701248,391381031,2,1,Twitter for iPhone,2014-03-19 13:12:38
446322120399011840,396461846,0,0,Twitter for iPhone,2014-03-19 16:27:40
446322644133363712,396461846,0,0,Twitter for iPhone,2014-03-19 16:29:45
446360273193287680,635517540,0,1,Twitter for Android,2014-03-19 18:59:16
446565772337643520,16864693,0,0,Twitter for iPhone,2014-03-20 08:35:51
446576715654234112,17363730,0,0,Twitter for Android,2014-03-20 09:19:20
446577401641070592,17363730,0,0,Twitter for Android,2014-03-20 09:22:04
446636076900581376,280577347,0,0,Twitter for iPhone,2014-03-20 13:15:13
446654719474552832,1601801340,0,0,Twitter for Android,2014-03-20 14:29:18
446728996894814208,204037006,0,0,Twitter for Android,2014-03-20 19:24:27
446914220521975808,521550536,0,0,Twitter for  Android,2014-03-21 07:40:28
446930410342461440,236918656,0,0,Twitter for Android,2014-03-21 08:44:48
447008051573559296,569313276,0,0,Twitter for Android,2014-03-21 13:53:19
447357124533043200,370198165,0,0,Twitter for Android,2014-03-22 13:00:24
447728171405025280,441805035,0,0,Twitter for  Android,2014-03-23 13:34:49
448035855006171136,464578148,0,0,Twitter for Android,2014-03-24 09:57:26
448067844627243008,2225006623,0,0,Twitter for  Android,2014-03-24 12:04:33
448086029908844544,30427641,0,0,Twitter for Android,2014-03-24 13:16:49
448348116593680384,595551653,0,0,Twitter for Android,2014-03-25 06:38:15
448453521994940416,595551653,0,0,Twitter for Android,2014-03-25 13:37:06
448509834473013248,595551653,0,0,Twitter for Android,2014-03-25 17:20:52
