Source,Target,Weight
79124132,79124132,1
79599004,1055125529744101381,2
79757363,2168281285,1
80661150,472031699,1
80852589,472031699,1
81208395,1206267637761744901,1
81208395,1331021249682808840,1
81813444,399523983,1
81940998,2297962925,1
82672358,2435227451,2
82957949,1159538480,1
83467126,264979205,1
83987888,63765675,1
84303239,1883499115,1
85118480,241265297,1
85537940,1248513751210512384,1
86321587,4272969521,1
86790986,2435227451,1
86915739,498778613,1
87534708,1100144216309665793,1
88191860,1248513751210512384,1
88825814,105922645,1
88885562,968825124903358464,1
88954535,90435593,1
89003863,263906729,1
89184148,38900042,1
89584864,472031699,1
89673357,48023856,1
90016006,472031699,1
90459111,1083044271014465537,1
90860555,16883794,1
91084793,63765675,1
91686558,343933160,1
91774821,2173986524,1
92044340,206832152,1
92232255,205749364,1
92852260,64721604,1
93027341,79124132,2
93046962,1083044271014465537,1
93078629,4272969521,1
93702342,289844440,1
93743405,472031699,2
93753447,263906729,1
93888193,79124132,1
93888193,130383923,1
93912988,79124132,1
94050446,414676277,1
94370194,476733057,1
94424228,117029929,1
94424228,2173986524,2
94632952,79124132,1
94657620,968825124903358464,1
95177547,262850062,1
96103453,472031699,1
97082275,316408651,1
98693729,1100144216309665793,1
98962853,1055125529744101381,1
99121120,79124132,1
101778938,245126167,1
102194422,1055125529744101381,1
102210468,79124132,1
102258127,79124132,1
102429174,1206267637761744901,1
103697980,261225455,1
104188548,1248513751210512384,1
105617822,1159538480,1
106334373,343933160,1
106561040,133936058,2
106715568,472031699,1
106794498,224741510,1
106809449,79124132,2
106961663,472031699,1
107141951,187981835,1
107707764,130383923,1
107707764,472031699,1
107707764,2435227451,1
107707764,1055125529744101381,3
108044865,252484774,1
109102416,263906729,1
109152055,1055125529744101381,1
109302186,148286025,1
109319419,241265297,1
109354270,472031699,1
109370804,1083044271014465537,1
109604190,132666884,1
109604190,901414373050241024,1
109964368,298217417,1
110124653,2435227451,1
110158780,472031699,1
110190134,79124132,1
110506561,1100144216309665793,1
110564270,472031699,1
110824696,287903719,1
110865244,343933160,1
111378382,169682122,1
111378382,472031699,1
111378382,1215412435378634754,1
111378382,1331021249682808840,3
112445865,1060498864271228933,1
112945326,130383923,1
113174459,1055125529744101381,1
113889188,901414373050241024,1
114481377,2435227451,1
114693627,968825124903358464,1
114834301,317963051,1
114863093,130383923,1
115406424,1060498864271228933,1
115416310,298217417,1
115735838,289844440,1
115922356,261225455,2
116692094,135642125,1
117092544,472031699,1
117139906,79124132,2
118385157,1206267637761744901,1
118388020,100515720,1
118892840,1188275324229947393,1
119594809,119194942,1
119636026,1083044271014465537,1
121195460,263906729,2
121252196,237839609,1
121404164,241265297,1
122720153,1206267637761744901,1
122947639,2155543177,1
123125023,1083044271014465537,1
123280834,3386151345,1
123441404,79124132,1
123512810,38900042,1
123512810,121544131,1
124161120,130383923,2
124161120,2297962925,1
124161120,2435227451,2
124489244,1060498864271228933,1
124538414,1159538480,1
124543743,79124132,2
124545762,901414373050241024,1
124971525,79124132,1
125146757,2435227451,1
125367047,938805471347204103,1
125539198,472031699,2
125616993,343933160,1
126610522,2435227451,1
127018012,931575979,1
127669465,472031699,1
127669465,2297962925,1
127669465,968825124903358464,1
127669465,1083044271014465537,1
127730844,79124132,2
127734423,79124132,1
127854429,2297962925,1
127854429,2922065008,3
127854429,1083044271014465537,1
127854429,1252243937080815620,1
127918856,263906729,1
127922599,2435227451,1
127957645,1253387334470565888,1
128002564,263906729,1
128253632,900341914817490948,1
128331803,130383923,1
128724284,196124212,1
129144210,2435227451,2
129173194,552735606,1
129173194,2435227451,2
129173194,968825124903358464,1
129510550,298217417,1
129547986,278505896,1
129975508,263906729,1
129993481,79124132,1
130110994,1510843676,1
130383923,423404340,1
130383923,1948528128,4
130383923,1100144216309665793,1
130383923,1188275324229947393,1
130383923,1253387334470565888,5
130501251,263906729,1
130956048,206832152,1
131353178,298217417,1
132103404,54200609,1
132133938,854999327915356160,1
132809889,266659349,1
133131927,472031699,1
133765661,287903719,1
133798192,2435227451,1
133936058,472031699,1
134643136,472031699,2
134643136,2297962925,1
134643136,2435227451,3
134643136,1252243937080815620,1
135219551,2155543177,1
135412477,246369119,1
135431733,240805460,1
135539331,130383923,2
135569575,1159538480,1
137160957,1510843676,1
137419649,241265297,1
137715875,472031699,1
137715875,2435227451,4
138797119,1100144216309665793,1
139084167,278620151,1
139162986,472031699,1
139433144,213426867,1
139780764,79124132,1
139862651,2168281285,1
139867200,237839609,2
140032400,2435227451,1
140176025,472031699,1
140176025,2435227451,1
140471872,968825124903358464,1
140485752,472031699,2
140485752,2435227451,1
140485752,1055125529744101381,1
140485752,1060498864271228933,3
140485752,1323339757007572994,1
140489297,282814299,1
140795123,130383923,1
140795123,472031699,2
140795123,2297962925,1
140795123,2435227451,7
140795123,2922065008,8
140795123,968825124903358464,3
140795123,1060498864271228933,7
140795123,1252243937080815620,10
141213753,237839609,1
141594768,257578433,1
141636095,190155538,1
141819823,1206267637761744901,1
141866518,2435227451,1
141866518,1229106862412517376,1
141995403,21361705,1
142310223,472031699,1
142336120,522589709,1
142372698,263906729,1
142375824,2155543177,1
142438424,2435227451,1
142916851,472031699,1
143007832,2929271,1
143589821,248213654,1
143841693,865006489,1
143927183,90435593,1
143953378,79124132,1
144308719,248213654,1
144587799,2922065008,1
145877411,472031699,1
146708684,1331021249682808840,1
146881933,2435227451,1
147632242,2155543177,1
148286025,2173986524,1
148760333,472031699,1
149055195,64721604,1
149536000,169682122,1
149666772,498778613,1
149670492,901414373050241024,1
150354155,423404340,1
150754134,472031699,1
150882345,130383923,1
150882345,1252243937080815620,1
151030799,266486016,1
151301701,472031699,1
152380874,938805471347204103,1
152395147,248213654,1
152641868,2155543177,1
152696935,241265297,1
153197695,195065263,1
153329327,196124212,1
155519945,196124212,1
156200399,298217417,1
156368121,1206267637761744901,1
156476638,1331021249682808840,1
156796316,1323339757007572994,3
157465303,472031699,2
157575941,627788523,1
157748152,1206267637761744901,1
157757267,1083044271014465537,1
157757267,1284437933920067584,1
157950310,472031699,1
158548413,1229106862412517376,1
158792947,1248513751210512384,1
159035500,1055125529744101381,1
159259979,130383923,1
159285606,1055125529744101381,2
159285606,1253387334470565888,1
159471904,241265297,1
161021621,295100531,1
161685142,1055125529744101381,1
161808301,1252243937080815620,2
162667169,901414373050241024,1
162756988,130383923,1
162853403,1055125529744101381,1
163218313,263906729,1
164065064,79124132,1
164810866,472031699,1
165173554,1100144216309665793,1
165218022,842406020374790144,1
165848878,249303934,1
166092912,901414373050241024,1
166162583,636858312,1
166371103,1323339757007572994,1
166599008,16883794,1
166651810,472031699,1
166651810,1206267637761744901,1
169288703,829411700,1
169682122,1206267637761744901,1
170034055,40629476,1
171844842,449653196,1
171862820,130383923,1
171862820,2435227451,1
171862820,1331021249682808840,1
172513987,472031699,1
172759624,1252243937080815620,3
173283523,1206267637761744901,1
173848994,246369119,1
173983806,2435227451,1
174344630,968825124903358464,1
174512046,1253387334470565888,1
174859719,1206267637761744901,1
176857160,130383923,1
176947185,102420396,1
177176270,963135228,1
179083219,63765675,1
179246922,1206267637761744901,1
179703307,298175262,1
180576297,237839609,1
181124657,263906729,1
181292002,1948528128,1
182064348,22950900,1
182064348,38900042,1
182064348,266659349,1
182064348,282814299,1
182064348,298217417,2
182064348,391512389,2
182064348,3426970438,1
182064348,842406020374790144,1
182309741,4272969521,1
182829704,1206267637761744901,1
182999465,1060498864271228933,1
183007723,263906729,1
184050976,1055125529744101381,1
184050976,1083044271014465537,1
184329167,161021621,1
184591686,472031699,1
184984645,263906729,1
186166510,2435227451,1
186574525,1206267637761744901,1
186949577,2435227451,1
186949577,1331021249682808840,1
186985081,1055125529744101381,1
186985081,1060498864271228933,1
187175616,472031699,1
187175616,1100144216309665793,1
187441295,2168281285,1
187607542,968825124903358464,1
188106828,2435227451,1
188367161,64721604,1
188526972,581195003,1
189343833,248213654,1
189455682,105922645,1
189506604,1159538480,1
189658656,79124132,1
190323850,206832152,1
190662476,148286025,1
191017020,298217417,1
191202198,476733057,1
191485582,79124132,2
191674513,241265297,1
192339534,206832152,1
192756876,2435227451,1
192765471,263906729,1
193266289,2843585524,1
193555815,1331021249682808840,1
193775675,524589700,1
194230405,2922065008,1
194230405,1083044271014465537,1
194324298,472031699,1
194638914,1118521720019746817,1
194715814,1510843676,1
194932598,182783134,1
195065263,205749364,1
195456337,472031699,1
195480375,848255026220892160,1
195749512,1948528128,1
195863601,206832152,1
196164097,843035015747395584,1
196231396,1252243937080815620,1
196568710,538422848,1
197608462,248213654,1
198526689,263906729,2
198659032,196124212,1
198965117,1334155293337530368,1
199032937,1055125529744101381,1
199147654,79124132,1
199359779,1055125529744101381,1
199359779,1083044271014465537,1
199359779,1252243937080815620,2
199434910,79124132,6
199434910,2315098607,1
199625560,287651437,1
199625560,373836761,1
199663866,434402784,1
199758500,472031699,1
199758500,1253387334470565888,1
200128937,759432463,1
200429759,246369119,1
200435513,1252243937080815620,1
201084987,1948528128,1
201486450,59724813,1
201743785,81571983,1
201743785,1253387334470565888,1
202142291,1083044271014465537,1
202793945,298175262,1
203611607,263906729,1
203726732,79124132,2
204198030,248213654,1
204285756,263906729,1
204425415,263906729,1
204434260,476733057,1
204472938,2435227451,1
205214062,978300138,1
205490509,472031699,1
206387234,263906729,1
206748390,90435593,1
207067358,1055125529744101381,1
207074020,930473056732106752,1
207241700,1331021249682808840,1
207433368,434402784,1
207642809,472031699,1
208165108,87485942,1
208202291,472031699,1
208208980,2168281285,1
208626653,312314782,1
209315366,79124132,2
210186279,248213654,1
210458083,248213654,1
210771113,35212055,1
211297188,414676277,1
211745244,79124132,1
211808465,195065263,1
212577712,263906729,2
212577712,295100531,1
212577712,1118521720019746817,1
213446060,195065263,1
213446060,205749364,1
213856032,79124132,1
214727534,130383923,1
214727534,1055125529744101381,1
215374028,1248513751210512384,1
215439172,196124212,1
215457887,63765675,1
215851441,130383923,1
215851441,2435227451,1
215851441,1253387334470565888,1
217576765,263906729,1
217729485,2435227451,2
217729485,2922065008,5
217770949,1253387334470565888,2
218543541,204434260,1
218582919,195065263,1
219001499,2435227451,1
219021832,842406020374790144,1
219047281,3011155065,1
219411262,159072956,1
219418781,90435593,1
219662322,263906729,1
219724608,21361705,1
219724608,294048159,1
220381602,198205905,1
220680797,196124212,1
220762952,22950900,1
220762952,38900042,1
220762952,298217417,1
220762952,4127527641,2
221163706,1948528128,1
221475537,1206267637761744901,1
222145207,90435593,1
222607347,2929271,1
222672015,2435227451,1
222693539,130383923,1
222810236,261225455,1
222841803,18483956,1
222933199,1055125529744101381,1
223070097,220477794,1
223264024,250800885,1
223707428,130383923,1
223804627,16883794,1
224323581,1060498864271228933,1
224323581,1248513751210512384,1
224819133,1252243937080815620,1
225253897,1206267637761744901,1
225327359,2168281285,1
225390315,1055125529744101381,1
225703211,1055125529744101381,1
226201829,241265297,1
226563815,35212055,1
226680631,938805471347204103,1
227011923,63765675,1
227118233,248213654,1
227246543,472031699,1
227543384,263906729,1
227614082,472031699,1
228148317,4272969521,1
228790813,132666884,1
229001251,126939997,1
229639905,1083044271014465537,1
229639905,1331021249682808840,2
229795072,842406020374790144,1
231015224,130383923,1
231852828,263906729,1
231907795,968825124903358464,1
231926000,237839609,1
231957502,168822988,1
232301033,64794485,1
232374209,472031699,1
232777745,472031699,1
232777745,2435227451,1
232814749,161021621,1
233240412,282814299,1
233240412,292620974,1
233928703,295100531,1
234394536,1331021249682808840,3
234529505,196124212,1
234690778,2929271,1
234897363,4127527641,1
235632391,196124212,1
235663051,1083044271014465537,1
235743076,198205905,1
236035177,79124132,1
236369315,472031699,1
236447421,263906729,1
236963950,1252243937080815620,1
237839609,132012068,1
237839609,292620974,1
237856883,79124132,1
238219294,263906729,1
238774335,1055125529744101381,1
239202165,1252243937080815620,1
240021639,472031699,1
240021639,2435227451,1
240021639,968825124903358464,1
240021639,1284437933920067584,1
240021639,1331021249682808840,2
240093483,79124132,1
240489414,968825124903358464,1
240805460,188483256,1
241077931,263906729,1
241208779,59724813,1
241343443,1055125529744101381,1
242113570,2435227451,1
242113570,1252243937080815620,1
242124424,343933160,1
242503030,269860000,1
242841540,924655107043745792,1
243132276,54200609,1
243527267,79124132,1
243710167,21361705,1
244674939,2435227451,1
244674939,1055125529744101381,1
244818840,79124132,1
244929225,94387415,1
245120063,2435227451,2
245623240,1206267637761744901,1
245741737,253150708,1
245848101,79124132,1
246085663,79124132,1
246450669,289785441,1
246512348,161021621,1
246867643,16883794,1
246998548,2929271,1
247000062,2297962925,1
247000062,2922065008,1
247000062,1055125529744101381,1
247000062,1060498864271228933,1
247000062,1083044271014465537,1
247000062,1252243937080815620,1
247023535,968825124903358464,1
247322617,2168281285,1
247340099,79124132,2
247862742,1229106862412517376,1
248161387,63765675,1
248176709,117029929,1
248310140,1083044271014465537,1
248709205,237839609,1
248793978,2297962925,2
248793978,1252243937080815620,1
249038922,229772420,1
249368757,21361705,1
249368757,223499304,1
249674763,279964815,1
249897936,79124132,3
250202599,3002154433,1
250325349,196124212,2
250351281,196124212,1
250763790,289844440,1
251017441,498778613,1
251591595,263906729,1
251815423,426914950,1
252016342,1883499115,1
252305860,472031699,1
252372772,472031699,2
252731110,2435227451,1
252734231,1055125529744101381,1
253150708,83427283,1
253407012,924936006230568960,1
253486067,472031699,1
253655590,2297962925,1
253655590,2922065008,1
253655590,1248513751210512384,1
253958256,63765675,1
254232219,1252243937080815620,1
254245841,2435227451,1
254245841,1229106862412517376,1
254245841,1252243937080815620,1
254245841,1280657332725321728,1
254331584,79124132,1
254348712,1206267637761744901,1
254501379,257705859,1
254701753,1060498864271228933,1
254782059,21361705,1
255213885,2173986524,1
255224171,2155543177,1
255231587,1083044271014465537,1
256024378,913849901230034944,1
256609098,962017492871782400,1
257190812,2168281285,1
257402866,968825124903358464,1
257744326,179695486,1
257952584,132666884,1
257959191,2168281285,1
257993878,294048159,3
257993878,1510843676,1
258477852,295100531,1
258797593,237839609,1
258978873,206832152,1
259810290,968825124903358464,1
260427584,1055125529744101381,1
260848475,472031699,1
260938242,472031699,1
261121099,267822866,1
261162773,2173986524,1
261225455,922798422725480449,1
261800306,196124212,1
262020384,79124132,1
262107555,2297962925,1
262107555,1060498864271228933,1
262170430,267822866,1
262601108,2155543177,1
262916486,472031699,1
262916486,1252243937080815620,1
262916486,1331021249682808840,1
263166506,2435227451,1
263211497,847169983,1
263219377,278505896,1
263859476,2297962925,2
263891253,931575979,1
263891253,959495214313418752,1
263906729,414676277,1
264077475,930473056732106752,1
264135194,1253387334470565888,1
264168536,1883499115,1
264210805,472031699,1
264316407,929541596,1
264375197,1100144216309665793,5
264529969,237839609,1
264529969,263906729,1
264529969,282814299,1
264529969,3331260777,1
265379330,1948528128,1
265380085,282168528,1
265563078,291928027,1
265571021,132666884,1
265598342,35212055,1
265877956,472031699,1
266093321,1206267637761744901,1
266336575,79124132,5
266509985,86504484,1
266531005,2435227451,3
266751983,206832152,1
266773064,1248513751210512384,1
266876397,273905774,1
267138791,212551202,1
267257949,2435227451,1
267338976,263906729,1
267505636,263906729,1
267618115,206832152,1
267822966,2435227451,1
267822966,1055125529744101381,1
267903502,1331021249682808840,1
268836410,287903719,1
268864966,263906729,1
269019611,79124132,1
269304383,130383923,1
269634051,472031699,1
269790166,220477794,1
269860000,2435227451,1
269986820,63765675,1
270058545,2622233883,1
270070384,294048159,1
270163271,73341746,1
270163271,1206267637761744901,1
270309536,1229106862412517376,1
270309536,1284437933920067584,1
270311135,79124132,1
270669905,263906729,1
270745062,291928027,1
271008247,1248513751210512384,1
271971781,79124132,1
272131308,196124212,1
272919720,206832152,1
273096503,1206267637761744901,1
273597161,210571585,1
273643371,196124212,1
273644722,309834506,1
273663940,130383923,1
273663940,472031699,1
274145155,369119239,1
274516907,79124132,1
274517867,161021621,1
274618362,4272969521,1
274900368,901414373050241024,1
275490067,3386151345,1
275717016,224741510,1
276192868,263906729,1
276192868,294048159,1
276244329,1206267637761744901,1
276270490,871939380675530752,1
276522313,581195003,1
276556196,2435227451,1
276745794,774127928,1
276758846,79124132,1
276774652,79124132,1
276843693,241265297,1
277064161,248213654,1
277299306,1100144216309665793,1
277935088,1288674685,1
278063839,237839609,1
278205448,15115726,1
278222223,161021621,1
278451944,2435227451,2
278625747,79124132,2
278724094,1206267637761744901,1
279304802,842406020374790144,1
280057670,38900042,1
280241998,21361705,1
280541636,730218542,1
280633304,1697360292,1
280635231,130383923,1
280698146,102420396,1
281211462,2435227451,2
281211462,1055125529744101381,1
281211462,1060498864271228933,1
281211462,1253387334470565888,1
281211462,1331021249682808840,1
281579718,2435227451,1
281579718,1252243937080815620,1
282058620,2435227451,1
282290276,21361705,1
282557087,4272969521,1
282716499,1055125529744101381,1
282754351,931575979,1
282974653,968825124903358464,1
282974653,1055125529744101381,6
282974653,1252243937080815620,1
284136520,79124132,1
284916999,472031699,1
285108093,237839609,1
285199236,2435227451,1
285199236,1055125529744101381,1
285770568,263906729,1
285849211,282814299,1
285849211,3426970438,1
286837804,373450689,1
287373148,2435227451,1
287389286,79124132,1
287714000,517857229,1
287803283,1948528128,1
288178555,636858312,1
288546364,4272969521,1
288807323,4272969521,1
289037453,930473056732106752,1
289305138,132666884,1
289334766,206832152,1
289869290,2435227451,1
290509634,102015242,1
290646413,2435227451,4
290646413,968825124903358464,1
290646413,1055125529744101381,1
290646413,1060498864271228933,2
290646413,1252243937080815620,1
290646413,1331021249682808840,1
290956578,132666884,1
291030542,472031699,1
291030542,1248513751210512384,1
291370134,564025760,1
291392956,263906729,1
291514105,76593802,1
291654488,263906729,1
291930570,417046876,1
291932364,968825124903358464,1
291947187,248213654,1
292504608,246369119,1
292539295,2168281285,1
292551294,4127527641,1
292689823,1253387334470565888,1
293008705,472031699,1
293069196,2929271,1
293126360,315397749,1
293168589,498778613,1
293432915,1060498864271228933,1
293432915,1252243937080815620,1
293558970,263906729,1
293630074,1060498864271228933,1
293740137,472031699,1
293740137,968825124903358464,1
293740137,1253387334470565888,1
293740137,1331021249682808840,1
293764797,1229106862412517376,1
293814789,472031699,1
293814789,2435227451,1
293814789,968825124903358464,1
293814789,1060498864271228933,2
293814789,1252243937080815620,1
293814789,1284437933920067584,1
294306065,720553719855714305,1
294710871,79124132,3
294788727,472031699,1
294788727,1060498864271228933,1
294873552,2435227451,2
295225562,161021621,1
295567425,1697360292,1
295625047,472031699,1
295670089,1060498864271228933,1
295919812,929541596,1
296301423,2168281285,1
296727711,266486016,1
297055339,241265297,1
297088441,1083044271014465537,1
297281906,472031699,1
298021335,1215412435378634754,1
298217417,291928027,1
298783550,79124132,1
299238908,267822866,1
299315931,2843585524,1
299458978,2435227451,1
299512363,282168528,1
299730228,968825124903358464,1
300386160,79124132,1
300401831,968825124903358464,1
300401831,1055125529744101381,1
300401831,1083044271014465537,1
300486929,73341746,1
300587236,1159538480,1
300717220,2435227451,1
300717220,968825124903358464,1
300717220,1060498864271228933,1
300717220,1229106862412517376,2
300838534,66647957,1
300955633,1253387334470565888,1
301138970,130383923,1
301138970,472031699,2
301138970,1060498864271228933,1
301138970,1253387334470565888,1
301191306,263906729,1
301198281,968825124903358464,1
301413468,343933160,1
301763451,263906729,1
301896232,1083044271014465537,1
302055116,63765675,1
302213057,206832152,1
302223299,309834506,1
302429852,1159538480,1
302536641,248213654,1
302640144,960892699,1
302762563,498778613,1
302814919,237839609,1
303151711,938805471347204103,1
303299146,294048159,1
303299146,759432463,1
303392200,4272969521,1
303415931,241265297,1
303480247,263906729,1
303863439,298175262,1
304079659,263906729,1
304568816,63765675,1
304576865,63765675,1
304709990,472031699,1
304709990,1948528128,1
304709990,1206267637761744901,1
305082200,472031699,1
305469073,374117949,1
305553550,1055125529744101381,1
305658974,237839609,1
306377367,63765675,1
306396115,79124132,1
306424241,498778613,1
306454292,472031699,1
306454292,2435227451,1
306454292,968825124903358464,1
306705544,842406020374790144,1
306823212,2435227451,3
307275263,2922065008,1
307587707,476733057,1
307594331,564025760,1
307807668,21361705,1
307925103,498778613,1
307981521,79124132,2
308280561,79124132,1
309223740,196124212,1
309633006,634204848,1
309868731,79124132,1
309936070,373836761,1
309936070,963135228,1
309936070,1118521720019746817,1
310217371,206832152,1
310555654,79124132,1
310602518,1331021249682808840,1
310817009,196124212,1
310837898,206832152,1
311065281,552073701,1
311566747,1083044271014465537,1
311596731,498778613,1
311986044,1055125529744101381,1
312002055,196124212,1
312276324,343933160,1
312619775,472031699,1
312619775,1253387334470565888,4
312723138,374117949,1
312977196,865006489,1
312977196,843035015747395584,1
313019294,2155543177,1
313691226,196124212,1
313901456,298175262,1
314247513,205749364,1
314567349,2435227451,1
315129424,472031699,1
315329396,1055125529744101381,1
315980600,2922065008,1
316062210,282814299,1
316877997,79124132,1
316985876,1159538480,1
317145997,263906729,1
317267963,35212055,1
317625497,968825124903358464,1
317804372,1206267637761744901,1
318082202,472031699,1
318577930,285739107,1
318656359,309834506,1
318668401,35212055,1
319130744,79124132,1
319535566,237839609,1
319893680,319893680,1
320299035,843035015747395584,1
320798129,79124132,1
323660455,204434260,1
323670413,240805460,1
325056793,206832152,1
325147426,2435227451,1
325147426,1055125529744101381,1
325163877,312314782,2
325533913,237839609,1
325608365,291928027,1
326238504,73341746,1
327380760,16883794,1
328435950,21361705,1
329780314,2173986524,1
329844935,1253387334470565888,1
329911564,59724813,1
331018468,130383923,1
331877263,79124132,1
332417692,1055125529744101381,1
332790625,73341746,1
333339861,21361705,1
333686509,901414373050241024,1
334055515,1055125529744101381,1
334055515,1252243937080815620,2
334235775,196124212,1
334270772,266486016,1
334692254,472031699,1
335637752,79124132,1
335676728,263906729,1
335908670,4272969521,1
336722471,49954027,1
337036168,968825124903358464,1
337084726,241265297,1
337234445,79124132,1
337920678,130383923,1
338527178,168822988,1
338571759,241265297,1
338597361,472031699,1
339050003,4272969521,1
339469210,472031699,1
339951727,2435227451,3
339951727,1083044271014465537,1
340221294,472031699,2
340527282,21361705,1
340736522,2155543177,1
341149834,930100881860767744,1
342203552,1323339757007572994,1
342274834,1194302059711008768,1
342612068,1510843676,1
342637127,261121099,1
342897643,21361705,1
342955311,2435227451,1
343455827,248213654,1
343658848,130383923,2
343658848,423404340,1
343658848,2435227451,1
344902480,599601986,1
345707110,1253387334470565888,1
345954431,248213654,1
346086619,79124132,1
346120910,2929271,1
346696197,49954027,1
347702261,634437625,1
347795202,248213654,1
347796969,237839609,1
347860212,1697360292,1
347941263,931575979,1
348523696,263906729,1
348628171,248213654,1
348990625,263906729,1
349140981,1083044271014465537,1
349359555,1252243937080815620,2
349381253,373836761,1
349733695,854999327915356160,1
349798941,472031699,1
350205538,289844440,1
350546110,1100144216309665793,1
350696205,79124132,2
351094489,21361705,1
351670253,2435227451,1
352637376,263906729,1
352861527,119194942,1
352978170,16883794,1
353186863,860048545453395968,1
353186863,898229731748978689,1
353788001,1253387334470565888,2
355193537,79124132,1
355529324,196124212,1
356243591,273905774,1
356489466,1100144216309665793,1
356940889,1253387334470565888,1
357049153,1055125529744101381,1
357049153,1323339757007572994,1
357655227,263906729,1
357742193,498778613,1
358449853,1206267637761744901,1
358795998,472031699,1
358795998,2435227451,1
358908306,241265297,1
358929555,1331021249682808840,1
359553799,79124132,3
359909399,930100881860767744,2
359937925,2622233883,1
360560730,274180153,1
361355340,843035015747395584,1
361436920,2922065008,1
361436920,1323339757007572994,1
361485194,79124132,2
361542542,1206267637761744901,1
361793972,1948528128,1
