"user_id","screen_name","user_bio"
"967757354170232834","elautoclave","Quismondano provenzal. Ahora en tareas de Salubrista 👨‍🔬. Profesor de Anatomía🎓 Madridista⚽️ Trompetista aficionado🎺 Lleva #Prevenlista. Cuenta personal"
"993783109","AgustinBotines","Paseando por la Historia de la Villa Cacerense, ¡ no se confunde  el que  pregunta, si no el que  contesta ¡ antes enyesaba paredes, techos también"
"712779981","nati_cv00","me llamo natalia pero dejo que tú me llames pa tomar unas cervezas🍻"
"2156908158","Anjeragarushia","destruction is a form of creation."
"295813014","isaeam_","Rock. Gatitos🐈
28 ❤ 
There's a lady who's sure all that glitters is gold."
"221333461","paulaarias95","Médico residente de obstetricia y ginecología  👩🏻‍⚕️"
"711196684","maaria2210","nuestra canción!
morir, 60 veces por minuto.
poesía. ☭⏳ 
ᖆōᑥƘ
Épater le bourgeois!
☘
💥
qué baje el precio del dinero,
q pongan más bajos los techos del cielo.."
"1009664899","LadyFujoshi","MEMENTO MORI || I'M A BANANA || KASSIM ♡"
"299819199","Kata_Espinosa","El destino me asignó un sitio para nacer, yo busque otro para ser feliz y aquí estoy, en Málaga! y como dice Oli, más malagueña que un espeto! #Farera"
"700098226846883840","fvillenf","REPUBLICANO ❤️💛💜 🔴ROJO Y MARICON 🏳️‍🌈"
"1236979356","sergircvlc","We'll back"
"100611628","mayyoral","Disfrutando d las grandes cosas q me ofrece la madre naturaleza.Llenando mi alma d energía.Observando el océano! Feminista-Animalista-Ecologista y d Izquierdas."
"191563232","LuciaGamezArcas","No vivas por nadie que no esté dispuesto a vivir por ti."
"491482525","lauramartinavar","La Bullanga ❤❤❤"
"435258204","laligonzalezv","Unos luchan por lo que fue, otros por lo que será."
"14860046","carloscancho","No es un VIRUS. Es ingeniería social. DESPIERTA."
"24679320","rodrican","Pediatra, trabajo en el hospital de Laredo, Cantabria"
"241062482","ftorres_es","Profesional del desarrollo #web20, #SEO y #Opensource en @10Cero. Enamorado de la #Astronomía, el #Arte, el #AntiguoEgipto y de MªJosé (@mjvallemart)"
"882308770096979969","fnaranjo46","Director Fundación #AbogadosAtocha, sindicalista de CCOO y como dice Luis Pastor...un marinero sin mar, un extremeño en Madrid..."
"333671522","Vilellaman","Estoy tan bueno que podrías comerme con cuchillo y tenedor. Sígueme y te aseguro que... Su saldo no es suficiente para enviar mensajes o realizar llamadas.."
"3024736745","MMar_pg","Enfermera Especialista en Enfermería Familiar y Comunitaria."
"279208284","mariluz221","Licenciada en  Derecho y en Geografia e Historia. Militante PSOE y de UGT."
"218165129","pnavia","Médico. NeuroRX Intervencionista.              De mayor quiero ser músico."
"75518014","lauraluciogonz","Obstetra y Ginecóloga en el HCSO y madre . Enóloga y gastrónoma frustrada me gustaría pensar q cambiar el mundo empieza por uno mismo, me gusta divertirme..."
"275802423","Mar_Montoro","Ⓟⓡⓔⓢⓔⓝⓣⓐⓓⓞⓡⓐ 📺📻@desdequeamanece4g @radio4goficial @movistarplus @bomcinetv 🎙Voz corporativa de @comedycentrales y @plutotv🎥Actriz de doblaje🎞"
"854343018","martiitazt","Atrévete te te"
"574832871","MayteMoyano1","Enfermera.Especialista en salud mental y pediatría. Supervisora Medicina Interna. Responsable paliativos Hospital Regional Málaga💜"
"559732488","CuteBlackRose_","See you in hell 🔥"
"261121099","JBassetsMelilla","🌹 Igualdad de oportunidades - Justicia Social - Libertad ❤️Farmacéutico de #Melilla - Comprometido con Cambio Climático ♻️ - Adoro mi familia 👨‍👩‍👧‍👧"
"254687883","eldesansivar","Salvadoreño del propio corazón de San Salvador #Soyapango #Madrid #TCAE #Geriatria #Enfermeria"
"366504273","jspalencia","Cuenta oficial de Juventudes Socialistas de Palencia. ✊🏻🌹"
"700512633","saez_esteban","Gastroenterologist👨‍⚕️ #IBD @HospitalLaFe @IISLaFe MSc Medical Research @universidadMH 🧪🩺🧬 MSc @SEEDendoscopia @UCV_svm  AE junior @gastrohepato 📚"
"1564027536","merilvara4","https://t.co/wMU6EXSlje"
"353157643","mispives","Busco la Verdad nada más que la verdad."
"278620151","lauravm89","Publicista 💻                                                               Sevillista, Carnavalera, Ferianta, Cofrade y Viajera.
Componente de @ComparsaGirls🎭"
"1151931745","zaidasm_","Scout."
"250902224","GonzaloCatOcc","Agente Exclusivo y Asesor Financiero de SEGUROS CATALANA OCCIDENTE. Cuido tu futuro y el de tu familia, protejo todo lo que importa. ¿Hablamos? ☕️| ☎️💻📲"
"195065263","joancmarch","Profesor @EASPsalud comunicación equipos líder @escpacientes @lavozdelsures @portusaludcsr @Saludediciones @granadadigital @ib3 Investigo @ibsGRANADA @CIBER_ESP"
"391381031","churches_md","Per aspera ad astra. Yo jugué un Mundial de fútbol."
"1543185306","Ale99leal","nothing"
"148385313","FaFaFaniia","Con poner cara de gilipollas no lo arreglas. Intento de artista o algo así."
"60573195","aramaese","Secretaria de Organización del @psoecadiz"
"916040289021816832","Juan_PeiroM","#MFyC en Andratx, Mallorca. Vocal @SEMERGENIB."
"7737582","davidgmiguez","...sus labores"
"595318250","GineEGOM","Información escrita por médicos sobre salud de la mujer. Servicios de #Ginecología y #Obstetricia en #HMHospitales. Visita nuestro blog https://t.co/wjljmDi6F0"
"111724395","IsiL_MK","(ESP/ENG) Illustrator, Character artist, Concept artist, Fantasy artist / OCs / D&D player /Drawing on Twitch / Leveling since '88"
"265561364","sea_reef","Mediterránea que ama las pequeñas cosas de la vida."
"557733045","JosecarlosPrez","Opositor a la Policía Nacional 🇪🇸
A por la promoción XXXVII"
"449776192","Ireneeedm_","Intento de periodista 🎙✍🏼@IreneDominguezM"
"2830256525","carmenamadorpe1",""
"204434260","Dromarenriquez","Doctor de niños, promotor de la lactancia materna, pro microbiota, Infectólogo Tuitiatra 🇲🇽. Vocero de @yosoymedico17 en twitter porque nos quitaron FB"
"481379732","LastMediaConsul","Imagen | Eventos. Islas Canarias. España"
"379884569","JariEsteffanoff","I'm flipping totaly!!! Búlgaro viviendo en Zaragoza. Apasionado en tecnología y telecomunicaciones"
"442932348","PilarMestreOr","Periodista especializada en Sanidad, con especial interés en Salud Pública y Atención Primaria, y en el saber, que no ocupa lugar

  #siempreconmascarilla"
"200177084","EsterLeppard","Me encanta el arte, el cine y la música. Mi estilo preferido es el rock y mi grupo favorito es ♥Def Leppard!♥ ♫♪Stand Up, Kick Love Into Motion♪♫"
"1061485039","laura_beltrn","~10714~ /@nhoapereez /@louis_tomlinson/@onedirection/ ^LFB^"
"978661536","arcosfernandezz","Vengo a tw a quejarme xq en casa no me dejan. 

4 años presenciando el duelo entre Medicina y mi estabilidad mental✌🏽

Ext- Sev🏠

 inst: @arcosfernandez"
"306366620","perez_angeles","Libertad, Igualtat i Solidaritat son la meua pàtria I inspiren la meua vida❗💜👏🙋"
"236807336","Juanal_47","Treballa en el que t'agrada i no hauràs de treballar mai.

Barceloní, català, basc d`adopció, nacionalista, republicà. Culé, cinema clàssic. Independentista!"
"243646592","MarcosGinel","Ingeniero y mago."
"1015849614329679872","Adri38949431","LA TORAH lo explica todo. LA VERDAD LOS HARÁ LIBRES.."
"247659262","cronicasbrbaras","Viví bajo el franquismo, el comunismo y en distintas democracias.  Ex PSOE.  Monárquico empírico. Sanchismo y podemismo merecen presunción de indecencia."
"817675694","_missislove","VR46. Escribo sobre motociclismo, toco la guitarra, hago música y toco los huevos cuando me aburro. Aleix Espargaró por encima de todo. Larga vida al RocknRoll."
"424266714","ragnarretozado","Somos los caballeros que dicen:
¡NI!"
"330245793","davidcoronilla","Cervecería la Florida"
"291928027","LeticiaKanpezu","👩🏻‍🔬👩🏻‍⚕️Farmacéutica especialista en Farmacia Hospitalaria 🏥 Hospital Universitario San Agustín  🗣 Vocal de Hospitales en @Farmasturias 📚 Aprendiendo"
"90435593","Cristina_Jaen","Bióloga Molecular e Investigadora Clínica. Ecléctica y amante del arte. Artista multidisciplinar. Extremeña y ciudadana del mundo."
"3386151345","LuisAnsa85","Pamplona. Enfermero. Médico especialista en oftalmología. CHN. Master en Medicina Estética. A mis 34 años me queda mucho por aprender."
"1631071712","Naroa_05","Criaturita Marvada y Batracia Guapisima. :D"
"921041496","CarmenMerino12",""
"997545717085491200","BaracoaI",""
"48298430","rebezgz","Vlc - Zgz.
Disculpas de antemano por las críticas o las quejas... sin lucha no hay mejora."
"4851338417","surribasconcha","Pediatra de Atención Primaria del Servicio Extremeño de Salud y de Quironsalud Extremadura. 
https://t.co/NtBMcZLnCf…"
"287305318","keyceci",""
"312065253","ClaudiaOchoa6","Farmacéutica y Cofundadora de @GalenikaC #cosmética #ecológica #bio #cosmeticanatural para deportistas #mkfarma #farmacia #industriafarma"
"426049184","UGC_Sabinillas","Red social del Centro de Salud de Sabinillas. DS Costa del Sol  Bienvenid@s"
"801743263724171264","CarlosJDiazLara","MD, Gastroesophageal and Bariatric Surgeron. Hosp.Univ.Elche.                        Bariatric Surgeron GrupoHLAVistahermosa. https://t.co/6QsmpGxBRr"
"2330309927","SrColidro",""
"412269442","VeneciaSinAgua","Economista. Asesora Fiscal y fiscalista internacional. ¿Quién se conforma con tocar el cielo cuando han llegado a la Luna?"
"449172826","PabloLariosLo","Trabajando por conseguir un país sin discriminación a personas con diversidad funcional.
EIR de Salud Mental con discapacidad auditiva."
"18483956","DaHammerstein","European Advocate for Civil Society. Spanish Green Member European Parliament 2004-2009. Tweets represent personal opinions"
"743712050","rociomh_","Dale tiempo al tiempo 🦋 | 💉👩🏻‍⚕️"
"1428703766","arbronca","Zoólogo y escritor, nacido en Zaragoza, educado en Montevideo"
"2818815209","David_SanRoA","Hago #PeriodismoConPasión. Redactor de @rtvecyl en Soria. Tuve un romance con la música. Ahora somos muy buenos amigos y lo doy todo en el karaoke.🌍"
"426929508","ariadnaromero_",""
"928376779","TeodoroVinueza","médico de Urgencias. Comunidad Valenciana, URGENCIOLOGIA."
"242461762","juanfcofdez","Dios me libre del ataque de los cómicos"
"1330770397827133443","Harry19637140","Mil millones de millares de mil tweets!"
"417046876","erCHIKO","#enfermero Jefe Servicio Atención al Paciente @SanidadGu #antropólogo #profesorasociado @UAHes #máster @CuidadoUAH"
"442847392","Rosadelarubia15","En la vida hay que plantar un hijo, leer un árbol y criar a un libro. Magisterio no como opción, sino como vocación"
"424319171","DiegoJurBru","Bio: degradable"
"841389714","luuciiaaluciia",""
"564025760","DazHerrero","Médico Emergencias #SUMMA112. Doctora Medicina. Especialista MFyC. Master en Medicina Emergencias. Miembro #ERICAM. Docente. Pepinera. Anubis #EspecialidadMue"
"26031280","JSMadrid","Una región por la que luchar, una generación con la que vencer y convencer ✊. Federación en la Comunidad de Madrid de las @JSE_org 🌹."
"142805368","Caramelito_82","Adoro el jazmín"
"517857229","Salutinens","PEDIATRA
Blog: https://t.co/cgpplK2UzX

Detrás de cada profesional hay una persona 👉🏼 @peregenaro"
"287651437","Schaeffer30","Family doctor. Epicurean. Foodie. Animal lover. Jardinera en Barcelona ♥."
"780217201","ana19696","Pertenezco a Aelem  como socia y administro un grupo de apoyó en Fundación ciem  , no es incompatible , estamos tod@s en el mismo barco."
"51084344","saratab","Dirijo @PerformaEP Col.62.850. Hablo #salud y #ciencia en #SERSALUDABLE de @La_SER Investigo #ejercicio y #TCA. MsC. Fisiología.Libro “Entrena bien, vive mejor”"
"136394031","vankatalaan","En Europa desde 2015, socialmente progresista y fiscalmente liberal. D66 stan account."
"457778717","SoniaZamora_7","perfection is boring"
"202712254","EDiazAroca","Biólogo Molecular en mi vida anterior | PhD | Consultora y Profesora. #EstrategiaDigital | #MarcaPersonal | #LinkedIn | #SocialSelling | Conferenciante"
"2457569157","saralamc2",""
"1314544765","itzzzsheeran","☁️ the girl with kaleidoscope eyes ☁"
"2241810495","Pneumokal","Médico especialista neumología"
"416278090","MartaBluBlu","que triste seria ser como quieren que seas. mi debilidad la escalada"
"479921239","jdgf81","Mi vida no esta diseñada para twitter.
Los Lego molan y Metallica es la luz. 
Sic semper tyrannis."
"854999327915356160","felipe_canadas",""
"86431879","lorenadfdz","Gallega en Madrid y mala Pécora. una mezcla entre Beata y Ramera #musica #arteyensayo #modernitadepueblo 🔻no pasarán! 🔻 desde Villaverde para el mundo"
"1319872104","orlan_rs","Enfermero.
 Ciudadano del montón. Observador...y  curioso sin descanso. 
#enfermería #fotografía


Instagram: @orlan_rs  y @ors.spotter"
"377071993","AntoniaBlanch","Mi realidad supera la ficción. Me gusta defender mis ideales y luchar en contra de lo intolerable. Y sobretodo viajera de pensamiento. Humanidades."
"549342409","Saritagomez99",""
"257578433","gemmarevill","Tengo nombre de piedra preciosa, pero soy un diamante en bruto💎  Directora de #Formación 🎓 Docente por vocación👩🏻‍🏫 #marketing 👩🏻‍💻 #comunicación 📲"
"540155639","DarkWings55","Y floreció con todo el corazón de una guerra fría 🥀    
                       Rock & Roll | Gothic metal🦋🕸"
"977002692","MariangelesB261",""
"1560944155","_SandraHerrero","💜"
"1927326156","bornixa_rocio","Desde un 13 de noviembre en este mundo,llega el un 5 de agosto del 2014 y rompe todos mis esquemas..el niño de mis ojos,mi debilidad Bornos,Cadiz.#5"
"3358760710","Cecilia_PrietoB","Social Worker, MSc Health Inequalities and Public Policy, PostGrad Population Health Sciences Presidenta UoE ChileanSociety @ChSo_UoE Consejera @redeschilenas"
"863125111","lauracalventesa","lauleta no existe"
"552073701","acorderofort","Cardiologo. Hemodinamista. Hospital Universitario de San Juan Alicante"
"564946470","andreeeiis_23","ATM E BASTA // FA82 
Todo caos tiene una dulce introducción 💫✨"
"730038321494282241","lanavarro_ped","Padre³, Enfermera especialista en Pediatria. Aprendo cada dia. Gestión y Asistencia en #EquipPediatriaRioDeJaneiro de @apicsbcn,TIC, RRSS, e-salud, lideraje..."
"325547923","BNatalia1998","Estudiant 2on Batx-CCSS."
"853168675","JMangado1959","Simplemente me interesa lo que pasa,es mi presente y cambiará para bien o para mal mi futuro y el de los que quiero!"
"964882602","MartaLuque8","XV. “Pórtate mal, niégalo todo y pásalo bien.” Hasta la mujer más fria se derrite en las manos correctas.  Sergio Ramos❤"
"701199517","BeliindaLoopez","cierra los ojos, mírate por dentro y olvida el resto ♀| Álvaro Briones 🐣💙"
"4188236656","miguelmpastor","Currently Erasmus at @UniLeipzig | Studying Law at @ULL and Int. Relations at @UniversidadVIU |🗣🇬🇧🇫🇷🇩🇪🇮🇹| @EU_Careers Ambassador | President @juveucan"
"387172258","Lidiaa99","21.Española, Andaluza, Algecireña y con orgullo! ❤😉
instagram:lidiaescanez99"
"233634604","maiiaalen","Harro Euskalduna izateaz, errealzalea betirako, DANI MARTIN,KEN 7, Gora betiko alardea. Independentzia. tomorrowland♥"
"3195039203","jbromero24","H U E L V A☄️  ⚓💙⚖️"
"634204848","ayekromp","Urgencióloga convencida. Hospital Sant Joan d´Alacant. @urgenciologoscv #EspecialidadMUE #UrgSOS"
"391512389","ichinacio","Pediatra enamorado de la atención primaria, la infectología y las nuevas tecnologías 🤓"
"997423056","femape40",""
"2688374084","daner1996","Toda mierda sabe a poco. Aqui andamos,vivir para morir."
"919813957","LauraRubiaaa","90.Scorpio. Administrativa Comercial. Adicta al chocolate,el cine y las compras,fanática de los animales. Por las buenas la mejor, por las malas, no me conozcas"
"44395206","indagandoTV","Consultora de divulgación científica y canal de televisión multiplataforma especializado en ciencia,salud,medicina humanitaria e innovación. info@indagando.tv"
"1076555946548178944","Cami68932713",""
"381514524","javiergarciarol","Trompeta primera de CC.TT. Jesús despojado de sus vestiduras (Granada) Amante de la nieve, surfero  YEAHH.."
"2504581204","judnavarros",""
"199774627","ffffaaanni","Music gives a soul to the universe, wings to the mind, flight to the imagination and life to everything."
"939907569669242880","curiositravel","Blog de viajes y curiosidades.  Observa el mundo desde otra perspectiva.  #turismocinematográfico. Viajar con niños. Socia @CastillaYLeonTB"
"108374861","maravillosaEdna","I'm in IT but I'm also a lawyer. I'm a concerned citizen but what defines who I'm is my belief in Jesus as my savior."
"87894083","KekoJones__",""
"436143863","paulaacoconut","solo me quejo :) 🩺🐶"
"383946136","JuanCorpas1","Farmaceutico Rural; pero muuuuuy rural (Ahora de corazón)Ldo Farmacia Universidad de Navarra 2000. Y Semanasantero todo el año."
"1645009134","Juanalfaro61","amante del boxeo y las buenas personas"
"114657300","IngenieroDavid","Data Architect for Fortune 500 companies."
"569313276","NataliaBarea29","🎓 Publicidad y RRPP | UPV-EHU"
"289919032","AngelaEgea","Residente de Reumatología en el Hospital Virgen de la Arrixaca 🏥🤍 // En mis ratos libres colecciono hobbies"
"474157024","lutorrecillas","wanderlust instagram: lucia_torrecillas"
"273619782","ia_castillo","Papá genial. Periodista de @opiniondemalaga. Nazareno de la Trinidad [@cautivotrinidad]. El futuro es de quien cree en la belleza de los sueños. ¡Viva el papel!"
"143891486","lidigoka",""
"1134617952","Juancar1957","Periodista.
Comunicación. Relaciones Externas.
Experto en alguna cosa. Aprendiz de muchas.
Lector empedernido. Cine. Música. Viajar, la aventura..."
"910899566","fdezdelaoliva","Sehnsucht nach Freiburg Br.
Adicta a Jávea.
Amante de los animales. #nocompresadopta.
Políticamente incorrecta🇪🇦
Alérgica a progres
#Medioambiente #AytoRozas"
"223499304","Soco_Lopez","Periodista estudiando Ciencias Políticas en la Uned. Vicepta. y vocal de Igualdad en Asociación Prensa Cadiz. Gaditana con sangre extremeña."
"1086506976","_Marina2t","16. Hay cosas que nunca cambian, y deberían."
"2561476710","JessicaAntolinM",""
"1180379792","kssnxz","👼🏼27,,"
"440266288","belusaku","Kis Ryta! Cosplayer~ ★ Tradus y tl de Enstars ★ FineP /AlkaloidP~ Buster Bros!! PasuPare, Iori!oshi y Pomefiore~ Tw de tradus @QueenOfFinale y @WonderhoiBelu"
"482105697","Lidia_Ruiz12","{Todos ven lo que aparentas, pero pocos ven lo que realmente eres.} ||Azulgrana|| ⇨Instagram: lidia_ruiz12⇦"
"227464142","sakura_stamba","Enfermera por vocación, un poco loca, Stamba de @Seiyajapon, Mami de Cunin y Cunina...y cuando me rio pongo esta cara: 🤣 Friends,Castle & Bones addict❤️"
"1201683126","ClaudiaJorda","soy un desastre bastante ordenado"
"53353990","laertelima","I used to make 🚗 in🇧🇷and 🇪🇸  now I make ✈️ in 🇫🇷. AIRBUS supply chain expet​. Crazy for my family, football, basketball & Gin. World's Citizen."
"66988913","letimisini","En contra de lo que pueda parecer, agusto con la puta mierda de vida que llevo. Enfermera, de las que cuidan de verdad."
"189483812","vmr21","Enfermero y Salubrista"
"389127416","Isa_CasasG","#PedGI based in BCN. Tweeting about pediatric #GImotility, #microbiome and #SocialMedia. Minimalist."
"4735261000","yolanda_vr74","Enfermera Máster Ciencias de la Enfermería-Profesora Asociada URV.Interesada en Investigación.Principiante en redes, TIC's."
"514235450","janirevarela21","belonefóbica🤷🏽‍♀


CAV,,,,,,"
"323099028","Sandrarnr","El presente es infinito nunca me abandonará. Rock&Roll."
"3238744313","herrero_dr","Pain physician. MD, FIPP, CIPS, EDPM"
"1564597272","Howldead","Otaku de vocación,fan de death note, ao no exorcist...
soy como soy y a quien no le guste 🖕"
"229772420","OscardelasHeras","Sanitario y formador de formadores. Activista por los #DDHH y #lLGTBI Maricón republicano y rojo. Transfeminista. Quieres saber más? 🏳️‍🌈 En IG oskar_1975"
"1326990180","sariisvina",""
"63690054","Luciaa19","Comunicación, sonreir y viajar. Muero por el hiphop y Eminem. Un poco sibarita y adicta al sushi. The world waits for me. Emirates ambassador."
"100539810","ruizjuanc","Nefrólogo en H. Valdecilla, responsable del servicio y especialmente dedicado al trasplante renal. Aficionado a la fotografía y padre feliz"
"804478111","TancredoFogarty","Sueño con un mundo en que los negros y los blancos compartan colores y olores y los idiomas se aprendan por ósmosis y los chinos no hagan tantas fotos."
"172388258","lpedrazac68","Farmacéutico de Hospital. Cuéntame ungüento."
"863178198","mariipazmontoro","🖤"
"606387731","RubenBarberLife","Soñador: Licenciado en la carrera de sobrevivir."
"169970454","ReneAGuz","“carpe diem quam minimum credula postero” (aprovecha cada día, no te fíes del mañana) Horacio poeta latino"
"162860259","jomalayo","Observador crítico,profesional inquieto, viajero apasionado.....


 todos nacemos llorando,pero mi objetivo es morir riendo......

http://t.co/4LvPRaSeWR"
"1047513810","Palft17","en constante cambio"
"946426898","miriammedina88",""
"337310185","iiRMeTii",""
"213783894","RubenGC96","Periodista andaluz. Comunicación Institucional y Política. 📩rubengcaa96@gmail.com"
"142353793","SantiagoTxiki","100% hijo de mi madre..."
"550043578","EgeaAlba","Borrón y sonrisa nueva, de eso se trata."
"116190831","LeireAzcarate","MD PhD Consultant of Thoracic Surgery. General University Gregorio Marañon Hospital.                     University Lecturer in Complutense University of Madrid"
"384988741","GuzmanAhumada_","Coordinador Provincial de @IUMalaga y portavoz adjunto del Grupo Parlamentario de @AdelanteAND"
"1042775382","aA_RoSsSsS","Dónde dice: A rio revuelto ganancia de 'pescadores' , tú sustituye por 'hijos de la gran puta' y tendrás más idea de lo que hay 😊 ! 

Consells COVID 👇"
"774127928","DavidNonell","Day trader profesional. Analista-Chartista independiente de bolsa. Análisis de chicharros y valores calientes en tiempo real. @BolsaChart"
"178320847","RIHERSA",""
"238698933","baldasano","Murcianica. Profe jubilada. ""La realidad política de este país está pensada para que siempre miremos al lado equivocado""."
"927576840","arthuerta1","MDI-Neumólogo. International PhD por la @UniBarcelona.Apasionado de la EPOC. Investigador @idibaps. Director de Urgencias, Neumología y UCI en @clinica_sagrada."
"939996960","aniitaaciiudaad","🎨 24👑"
"606425018","raulmad","Madrileño en Alicante, alguna tarde libre hago dibujos como el de la cabecera o retratos, culé, libra, Jedi, nintendero... INSTA: https://t.co/1PhkXM3eWS"
"373854031","PatriEveryWhere","Torturados por la inquisición propia. 📍👩🏽‍🎓Doble Grado Derecho y Criminología (ESERP)"
"1816285836","jesusmglopez","Celador S.A.S I Blogger https://t.co/z0GnKzgY21 I Aficionado a la fotografía @lafotodelrunner l Mr. Capo @BichosRunners l @ZapasSolidarias l
@RunnersBeerMal"
"424553407","LilyRodGo","Con ganas de comerse el mundo......pero va a estar complicado.
Trabajando con poca vocación 😇"
"539205424","ConsueloMCocera","Doctora en Medicina. Prof. UCM Jubilada. Bibliofila, amante de la Historia, la Pintura y el Conocimiento. Me gusta reir, charlar y ser politicamente incorrecta."
"53140494","bleiss_","Lávense la boca para hablar de Eurovisión.          

🏡 Madrid // ♥ Jaén"
"805683133","srttamelanie16","Quieren verme mal , pero les tengo información : me va mejor que nunca 😌😈"
"190155538","olicabeza","Renaciendo"
"426807906","NinoGamer",""
"309674795","MireyaCervello","BE STRONG"
"166217631","Chusa1","Bimadre de dos dragones.
La felicidad llega en el momento menos esperado."
"961976897818148865","rolandoug","Investigador🇨🇷, Coordinador @rekamlatina y Comité Investigación @SLIPE2020, Enf. Kawasaki, MIS-C, pedsID, vacunas, infeccs. invasoras, global health, networks"
"878824075","jenvilla68","Las ruedas mueven mi vida. El trabajo es mi pasión. Apasionado por la vida y por aquellos que me rodean. Mi patria , mi bandera. Viva ESPAÑA !!!"
"827120244","akoig","🎶 #Eurovision y lo que surja. #ACNH🧔🏻🐈🐕‍🦺🍫"
"759432463","MPediatra","Si cumplo fielmente este juramento, que me sea otorgado gozar felizmente de la vida y de mi arte y ser honrado siempre entre los hombres."
"636278979","Paula_99","Ingeniería Mecánica UMH 👩🏼‍💻👩🏼‍🔧  Elche🌴"
"294809848","25TeresaG","“Nada como volver a un lugar que no ha cambiado para darte cuenta de cuánto has cambiado tú.”"
"635611864","MariaCG14","Navacepedilla De Corneja.  24🖤"
"242511903","Carol_Raval","Búscame en Callejeros"
"421527393","bielduran",""
"249814330","AL_trombon","En un mundo podrío y sin ética, a las personas sensibles solo nos queda la estética - MAKINAVAJA. Le daba a la rosca, fui amigo del almirante y de Marcela"
"291621164","foravina","Médico, trabajando en gestión sanitaria. A cada día le basta su desgracia. Mañana será otro día."
"581195003","uxuebr","📚 🌻 𝙱𝚎𝚑𝚎𝚝𝚒𝚔 𝚎𝚝𝚊 𝚎𝚣𝚔𝚎𝚛𝚛𝚎𝚝𝚒𝚔."
"252186564","verogex","Producción TV-Cine. Blogger / Podcaster / Photographer. Geek/Gamer y a mucha honra. Miro la vida desde una gran distancia focal para comprimir mi perspectiva."
"738574230","Antia_6","Me pierdo cuando me miras a los ojos ♀️‍"
"44640535","estherjul","Farmacéutica especialista Hospital #HTVC. BCOP. 
Prof.Fármaco en la URV #leading un gran FarmaTeam #enjoying ballet&capoeira #loving my3boys😍"
"1528288849","BelenHaberkon",""
"392519677","RosalbaPerini","NO FACEBOOK ARRESTATE: ZINGARETTI STORACE MARRAZZO POLVERINI VELTRONI RUTELLI FINI ALEMANNO MARINO PRODI D'ALEMA AMATO NAPOLITANO TREMONTI DRAGHI"
"135591166","FatimaDelOlmo","Además de historiadora (niños en la incivil posguerra) y profesora de español en Suiza, este país de contradicciones, ahora aprendiz de librera en @Ibercultura"
"768796535899512833","MedulaParaJAVI","Papá y Mamá volcados en Javi, trasplantado de médula por ADA SCID (Inmunodeficiencia Combinada Severa por Déficit de ADA)
Donación de médula ósea"
"497396408","PaloCan","Los que no me conocen creen que soy callada, los que sí desearian que lo fuera.
Baile, queso y chistes malos a todas horas.
Enfermera💉"
