"user_id","screen_name","user_bio"
"334518662","ttipi_ttapa","Herrietako berriak eta eskualdeko informazioa (Baztanaldea, Bertizarana, Bortziriak, Leitzaldea, Malerreka, Urumealdea eta Saraldea)."
"776153844","LandaTxema","Ezkertiar, independentista, #EuskalErrepublika zale, heterodoxo eta kalezale amorratua"
"398640727","josebamondarain","Ikasmina, ekintzailetasuna eta lurrealdearekiko konpromezua uztartzen Administrazioan eta gizartean. Eta bai……teknotraketsa, zinemazalea eta aintzintzikilaria."
"1479031","luistxo","This charming man. Geek dad, atheist, Basque. Mitochondrial haplogroup X2c. // Telco availability: Jitsi, Zoom, Hangouts."
"479435798","garigaxi","osasuna ta askatasuna!"
"2160727538","Zabalik_DV","Zabaliken eguneroko azken berriak euskaraz topatuko dituzu, ez galdu berri guztiak euskaraz Zabalikekin"
"1112679917509066752","oi_tsr","bat inon loturik deino, ez gara libre izango.
BERRIA-ko kazetaria"
"2871534908","TxusNaizNi",""
"121700021","inakizabaleta",""
"145272503","BATbasqueteam","Deporte Vasco de Alto Nivel/Goi Mailako Euskal Kirola//Basque Sports Team https://t.co/hWZCHwMFUg 94 403 28 70"
"47294804","parlamentoNA","Cuenta Oficial del Parlamento de Navarra
Nafarroako Parlamentuaren kontu ofiziala"
"15823701","fm983irratia","Iruñerriko irrati euskaldun eta independentea. Iruñerriko Euskaldunon Agerkari Digitala."
"1172278867979055104","ireneaspuru","Helmugaz ahaztu ,👣ibilbideaz gozatu!!
  🌠✨Ametsak,egi bihurtu✨🌠!!"
"493594003","jpermach","Ekonomialaria eta soziologoa. Iratzar fundazioko kidea.  EHUko irakaslea."
"1129016786593226752","FagorTaldea","Fagor Group · Grupo Fagor ➡️@COPRECI @galbaian #FagorArrasate @FagorAutomation #FagorEderlan #FagorElectrónica @FagorIndustrial #MondragonAssembly"
"157951178","arlotea","Zaragozan jaio ninduten, baina txikitatik amaren herrian, Gasteizen.
Mi lengua madre es el castellano, pero produzco casi todo en euskera
#hondarrak #txalaparta"
"1086526525","enekogara",""
"97011553","InakiLarra","Gasteizen hazi, gipuzkoarrek hezi eta Bilbon bizi. 
Periodista | Kazetaria 
📻  Ahora en @boulevardeitb"
"300703744","rkotsoa","Libre izateko naiz jaioa!"
"4853448418","AsiGuti",""
"943380294","Ugo_Mayor","#auzolana
#FactsBasedPolicy
#ZeroCOVID helburu
@Ikerbasque Research Professor @UPVEHU
Raw data available on request. Opinions my own."
"70348160","elhuyaraldizk","Zientziari eta teknologiari buruzko informazioa eta analisia. Hiruhilabetekaria paperean, egunerokoa digitalean. Urteko harpidetza, 20 €.  #EzagutuzAldatzea"
"418069098","izubizial","Musika, familia, lagunak eta Zumaia. Ah! eta korrika egitea. Beno, Zumaian, saltaka."
"918825469021212672","estwitteces","Adarretik adarrera. Adarrerako prest."
"1643863405","ArdiGaldua","Gizakia ez dago boterea edukitzeko prest. Twitterrren jarraitzaile asko edukitzeko ez dagoen bezelaxe. Euskaltzaindia 👎. Emigrantia"
"275487283","plaentxia","#Soraluze-ko orainkaria. Azken berriak sarean. Jarraitu gaitzazu Facebooken ere https://t.co/qaEf4IRKt7…"
"1941694874","19iinhaar09","Herritik eta herriarentzat✊🏻⚒️"
"361230988","faktoriaEITB","@euskadi_irratia-n goizetako lantegia, 07:00etatik 13:00etara. Albisteak eta gizarte gaiak aztertzen ditugu. Zatoz gurekin!"
"1418405966","patxiaznarbe",""
"19853819","goiena","Debagoieneko albisteak euskaraz: Arrasate, Bergara, Oñati, Aretxabaleta, Eskoriatza, Aramaio, Antzuola, Elgeta eta Leintz Gatzaga."
"2575566397","CamachoKote","Marrazkilari. Animatzaile. Zinegile. Hizkuntza olerkia da, ez zientzia. Hobe esateko, olerki-ondoa https://t.co/3iPfKwogIJ"
"2824464079","EnekoGoia","Donostiako Alkatea • Alcalde de San Sebastián

#Donostia #SanSebastian | DON💙STIA!"
"266087835","mattinavas","ZizurKildatutaKo egiAtAr feMiNista!"
"2557045290","NestorSalaberri","Bidaiari porrokatua"
"92632663","euskalirratiak","Ipar Euskal Herriko 5 irratik osatzen dugu Euskal Irratiak sarea : Gure Irratia, Irulegiko Irratia, Antxeta, Xiberoko Botza, Amikuzeko Irratia- Radios basques"
"2150247720","AnaGalarraga1","Ni asko bizi gara nigan; hemen, zientzia-komunikatzailea arituko da gehienetan."
"2989533809","BerbiaOnati","Oñatiko udal komunikabideen Twitter kontua. Oñati Irratia | Kontzejupetik | Boletina"
"3336176295","akantzelara","korrontearen kontra, arnasa hobeto hartzen da."
"2445286962","ArabakoALEA","🌱 #ZainduGertukoa 🗞️🖥️ Arabako albisteak euskaraz 📲 Telegram kanala: https://t.co/H04JUDwBQD // Whatsapp: 645 66 86 02 // ✉️ erredakzioa@alea.eus"
"377303749","ainhoaso","ahal dudan neurrian aurrera begira beti"
"59436321","barreneus","https://t.co/zsaXCLQ0Qd 2006ko urriaren 26an sortu zen, Elgoibarko eta Mendaroko berri sarean euskaraz emateko."
"318372631","benat_rr","𝐁𝐞𝐭𝐢 𝐢𝐳𝐚𝐧𝐠𝐨 𝐝𝐮𝐭 𝐛𝐞𝐠𝐢 𝐛𝐚𝐭 𝐳𝐚𝐛𝐚𝐥𝐢𝐤.👁️"
"128278933","Zorosky","Noruegan jaiotako Soziologoa.
N-1 (Mungia, Danok Bat, Uritarra)
Komunikazioa, Coaching, PNL eta pedagogia sistemikoan aritua.
Lurraren kultura, nire kultura da"
"423464253","ENBA_eus","Euskadiko baserritar profesionalen elkartea - Asociación de los baserritarras profesionales de Euskadi"
"19770809","theklaneh","Geologia ikasi nuen primatologiaren bidez giza eboluzioa ulertzeko. Oraindik ez dut lortu. Wikilaria, wikizalea."
"516685550","AgurtzaneSola","Kazetaria. Usurbilgo alkatea. Herriarekin, herriarentzat!"
"163024954","IKASBIL_HABE","euskara, euskera, ikasi, HABE, euskaltegia, basque, vasco,"
"488952930","Isa_Gonzalez__","Elkarrekin Podemoseko Eusko legebiltzarkidea, leongoa, ama, liburuzaina | Parlamentaria vasca de Elkarrekin Podemos, euskaldun, leonesa, madre y bibliotecaria"
"951601232","EkhiErremundegi","Kazetaria | @IEHkohitza"
"36044504","SnOiD_JaUnA","Gizaseme surrealista...nahiko nuke izan ziklista...atzerriko egunkariek, baina, deitzen naute terrorista."
"15451808","inaxo","Altzatarra. Kultur teknikaria. Egun Orereta-Errenteriako udalean. Artxibo, Ondarea, Liburutegia eta #LGTBI+ politikak. zinegotzia🏳️‍🌈🏳️‍⚧️councilor @ehbildu"
"2405309008","EguzkiUrteaga","Profesor de sociología en UPV-EHU Investigador asociado en SBRlab Presidente de Eusko Ikaskuntza Iparralde Membre du Bureau et du Conseil de Direction du CDPB"
"1405181","garaolaza","@CodeSyntax . Openstreetmap, musika eta bide bila egunero hanka sartzeak egiten"
"918596272734572545","hasier_arraiz","Maitasun keinu bat besterik ez (Erein, 2019)"
"2409104892","MarkinaXemein","Markina-Xemeingo Udalaren twitter kontu ofiziala"
"362305215","lopezjoseba",""
"1259457633523830787","Alferrikaldua","James Barrie parafraseatuz, Iruñeko liburudenda guziak gustuko ditut, bat izan ezik.
Arya Stark bezala, ez naiz lokartzen nire etsaien zerrenda errezitatu gabe."
"1241080332994174976","Ohikoa1",""
"211131242","oarsobidasoa","Oarso Bidasoko egunkaria"
"112782221","noaua","NOAUA! aldizkariak kudeaturiko kontua"
"966242898","jasoneiroz","I am bask, was journalist, beti begiluze, tarteka inozente, batzuetan pailazo, ez inozo."
"255002729","amaia_uribe","US Correspondent // New Yorketik Euskal Herrira // ETBn, Radio Euskadin eta Euskadi Irratian"
"197522252","GARA_ikerbizkar","Kazetaria/Journalist GARA"
"1245405110399905792","aximendi1",""
"208086043","soniajv",""
"570641205","HondarribiaUdal","Hondarribiko Udalaren twitter ofiziala da hau. Este es el twitter oficial del Ayuntamiento de Hondarribia."
"1194014989272657920","ignacio_arakis","Kultur munduarekin konprometitua; bokazioz musikaria, espirituz artista eta izatez gai anitzetan interesa duen gazte azpeitiarra"
"1282259607101100032","Ander63039772","Sukaldaria."
"388476199","Unaikoa","Life isn't, and has never been, a 2-0 home victory against the League leaders after a fish-and-chips lunch."
"382077103","FranckDolosor","Kazetaria/Reporter @eitb

Berriak eta iritzia / Notícies i opinió / News and opinion  
Senpere / Bilbo / Páganos #CarpeDiem"
"1137244088","xatEliteSputnik","Ez gara nahi genuen arrano ginenean txita... izena irabazteko hamaika saio. izana gailendu zaio, ze arraio!  Agian kaio izateko baino ez ginen jaio."
"1084527738210406402","Olrait2","Nik, euskeraz! #BozalikEz #MiVidaMiOxigeno"
"706191568835837952","akaziaga","Euskal Herriak bizi nau; euskaraz bizi naiz.
#EuskaraOneanHobe / #NikEuskarazTxio👍"
"8827622","baleike","Zumaiako Komunikabidea"
"299732400","etakitto","1988an sortutako herri aldizkaria. 1992an Euskara Elkartea."
"2234660111","BILBOZETOK",""
"3747863055","maitepenalopez","Gizarte Politikako diputatua | Diputada de Políticas Sociales

📍 Gipuzkoako Foru Aldundia"
"556123844","eajpnvbeasain","Beasaingo eta Goierriko berriak Beasaingo EAJ-PNVren Twitter kontuan."
"2613254378","aranburuander1",""
"54519655","egarate","""I attacked because I was cold"" 
Mathieu van der Poel 14/03/2021.
@librosderuta n hemen baino piskat serioago. 
Umorea galtzen dugunean joango gara hemendik."
"533473809","Maite_Ubiria","Kazetaria-Journaliste"
"1327329335695577088","ideiazabaldub","Euskal Herrian ditut sustraiak baina nire begirada mundu osora zabaltzen da. Ezkertiarra, abertzalea, internazionalista. (@ideiazabaldu berreskuratu nahian)"
"1612525856","zientzia_k","UPV/EHUko Kultura Zientifikoko Katedraren bloga. Zientzia eta teknologia hizpide dituzten artikuluak eta materialak."
"1949370745","iratiodri","@OiartzunIrratia-ko esataria, Beira taldeko ahotsa, euskaltzalea, feminista, independentista... ta saltsera!"
"2174087244","mujikaandoni",""
"73089796","Irekia","Twitter oficial del Gobierno Abierto de Euskadi / Euskadiko Gobernu Irekia"
"4526921","gorka_bm","Kazetaria @argia-n (orain etenaldian). Batez ere kultura. Noizean behin iritzi mohikanoak. ‘Ez gara neutralak’ liburuan gauza gehiago https://t.co/PxsYWvAWQm"
"3773382035","ArabaHizpide","Hala Bedi Irratiko euskarazko magazina. 
Astelehenetik ostiralera, 08:00etatik 10:00etara.
107.4 eta 88.8 FM
araba.hizpide@halabedi.eus"
"48291629","urtziurruti","Kazetaria, idazlea. @EUSKALPEN
Journo, writer, @TLRC_PEN Chair @pen_int"
"798136042884857856","ABeranoaguirre","Geologo Basauriarra. Post-doc researcher at Goethe-Universität Frankfurt."
"2495171318","Taxi2Azpeitia","Teléfono: +34 659 982 955. Su servicio de taxi en Azpeitia."
"56963315","mikelgi","Batez ere gizarte gaiez eta hezkuntzaz aritzen naiz @argia-n: https://t.co/jZDsXFRxTE Bloga ere badaukat https://t.co/iaMeCuypQK"
"79021230","alauzurika",""
"2218402195","JakelineBarker","Kazetaria formakuntzaz eta lanbidez @jakiunde, Zientzia, Arte eta Letren Akademiako idazkaria. Iritziak nireak. #Blasque"
"559834008","Urrmen","besoak loturik, ez dugu festarik, nola dantzatuko biok belaunikaturik?"
"110661544","tolosaldeataria","Tolosaldeko albisteak jorratzen ditugu, euskaratik eta euskaraz. #TolosaldekoAtaria #EgitenDuzunaGara   Sartu eta informatu: ⬇️"
"1113040024491233280","LZerbitzua","Leitza, Goizueta, Areso eta Aranoko Gizarte Zerbitzuak  
1.Harrera
2.Haurtzaroa, gazteria eta familia-Prebentzioa
3.Autonomia eta dependentzia 
4.Gizarteratzea"
"1094941153","AitorEskiula",""
"2825230149","koldogoitia","Lekeitioko Alkatea. Lekeitio eta lekittarren alde lanean! @Lekeitio_Udala"
"2907847642","mgoiogana",""
"2904185421","kazabaleta","nihil sub sole novum"
"350377687","XabierAstiz","Farmazilaria. Euskeraz lan eta bizi."
"2603928862","uxuaola","Biologoa. Bigarren hezkuntzako irakaslea. Ezkertiarra, euskal Herritarra, euskalduna eta euskaltzalea. Ama, alaba, laguna, maitalea, emakumea."
"513472981","Asierimaz1","Ezkertiar eta abertzalea. Abokatua"
"1185244502","Aitziber_Agirre","Elhuyar aldizkaria"
"3417272529","xaloatbxaloa","Iruñerria, Baztan, Bertizarana eta Malerrekako albisteak eta saioak euskaraz. Telebistan, interneten eta sare sozialetan ikusgai."
"278390597","haritzpg","Mintzalaria-Speaker. Patata tortilla zalea. Irati eta Iruñaren aita. Moises Garjonen birbiloba. Se trata de un riff en Si, vigilad los cambios y no os perdáis."
"434979087","Gipuzkoa","Gipuzkoako Foru Aldundiaren jarduerei eta zerbitzuei buruzko berriak | Noticias sobre las actividades y los servicios de la Diputación Foral de #Gipuzkoa"
"19842574","manexlete","Mirada curiosa sobre #Organización #TIC #Personas #Formación #Educación #Aprendizaje y procesos de #Cambio. Desde la #Ética y la #Sostenibilidad. Deportista."
"622670343","mugerre",""
"97939627","EGuruzeaga","Irakaslea eta ikaslea."
"1003916090634891264","SSugoi666","Nire iritziak axola badizu, arazo larria daukazu."
"2744581868","AlterGazteak","EHko alderdi ezkertiar, subiranista, feminista eta ekologistako gazteak. @alternatiba @ehbildu"
"786301583277645826","Txingu78","Sasi guztien gainetik"
"788887712","Teknopolis_etb","@Elhuyar​ek eta @eitb​k ekoizten duten #zientzia saioa. / Programa de #ciencia.  Larunbatetan / Sábados 13:30 ETB1 Igandetan / Domingos 13:30 ETB2"
"199611988","jonordoez","BERRIA egunkariko kazetaria / BERRIA Basque newspaper’s journalist https://t.co/ir7hUdTBPe https://t.co/igVfyduwKZ"
"257022910","epeuskara","Europa Press albiste agentziaren Euskara Zerbitzuaren Twitter ofiziala"
"1241427315197988864","iraul_eus","Politika publikoak ezkerretara bultzatzeko"
"2312306785","ItzalSasiarte","esna dagoen bitartean, pentagramak hitz biluzi eta askez marraztu nahi dituen ameslaria."
"238252172","GariGaraialde","Fotokazetaria. BO5TOK Photo-ko partaide. EIGE Euskal Herriko Informatzaile Grafikoen Elkarteko kidea / Photojournalist, member of BO5TOK Photo. @BostokPhoto"
"13713512","anboto","Anboto proiektu komunikatiboaren Twitter kontu ofiziala.

Instagram: anbotokomunikabideak

Facebook: Anboto Komunikabideak"
"386493055","eidercarton","Keeping an open mind is a virtue—but, as the space engineer James Oberg once said, not so open that your brains fall out. The Demon-Haunted World. Carl Sagan."
"1078425340941344771","Apatxe6",""
"48371192","Ultraheroia","Sare sozialak ondo datozkit, hainbat lekutan esan ezin ditudan gauzak esateko, jarraitzaileek nahi dutelako jarraitzen bainaute"
"63987896","josebagabilondo","nire liburuak, artikuluak, cv: https://t.co/OM9Xo3RdG3"
"4429123978","gerostarbe1","Kazetaria (kolaboratzaile Berrian eta Argian); dena duda"
"3119574701","maxixatzen","Azkoitiko Herri Komunikabidea."
"1379068902","euTUlankide","MONDRAGON Korporazioaren aktualitatea  | Síguenos en castellano en @esTUlankide | Follow us in English @enTUlankide"
"1322712683230146561","independentea1","Euskaldunon egunkari burujabea"
"1094386993","azarramendi","Euskalzalea, soziolinguistikan aritua, trebatzailea, ahal denean aktibista"
"2831727421","MarkelOlano","Beasaindarra eta abertzalea. Gipuzkoarron kohesioa eta ongizatea bermatzea da gure ardura. Gaur egun Gipuzkoako diputatu nagusia.
Diputado general de @Gipuzkoa."
"523160444","e2030dss","Donostiako Estrategia Bulegoa, 2030 berria elkarrekin ko-diseinatzen. Oficina de Estrategia de San Sebastián, co-diseñando la nueva Donostia / San Sebastián2030"
"260712976","erramunms","Scientix Ambassador"
"953373478937354245","Olaizola26",""
"2348637385","tolosaudala","Tolosako Udalaren Twitter ofiziala - Twitter oficial del Ayuntamiento de Tolosa"
"33182657","olatzarrietab","Journalist in Brussels for @eitb EITB Media, Basque Public TV. Former New York and Moscow correspondent. Kazetaria."
"8704772","joxearanzabal","I live in Elorrio, Basque Country. I’m a blogger, I’m a jogger, I’m a reader. And I like the Web. Faroa is the name of my blog"
"1978214737","ElhuyarHizk","Hitzak, itzulpenak, zuzenketak / Words, translations, corrections / Palabras, traducciones, correcciones / Mots, traductions, corrections"
"3340855450","danbolinzestoa","Zestoako Herri Aldizkaria - Danbolinzulo Kultur Elkartea"
"389612578","Asier_LDA","Victory or Die"
"473869839","Ordiziako_Udala",""
"2299803774","PodemosEuskadi_","Twitter oficial de Podemos/Ahal Dugu. Euskadiko Podemos Ahal Dugu-ren twitter ofiziala.

 📲Telegram: https://t.co/pxyHtVZKz9"
"910604057286512640","LasarteAitor","Medikua, eskalatzailea. Family doctor, climber.
Meddyg teulu yng Gwlad y Basg"
"2289735375","Mikelelosegiazp","Jendeari euskara ikasten laguntzen diot."
"3247600917","fitobornaetxea",""
"488387930","inakialegria","Jubilatua baina ez erretiratua. Euskaldun berri-zaharra. UEUkidea. IXAkidea betiko."
"31414587","anestraat","|#Communication, #Cinema & #Education|
All you need is love and stories. ❤️🎭📙 
Amesten, (des)ikasten, ekiten. 🧘‍♀️🧩🏄‍♀️"
"975621206","iparradegoalde","Helburu bat beti jarraitzen."
"2549981702","goikoleaigor","Noiz uzten dio norbaitek amesteari, esnatzen denean edo loak hartu ezin duenean?"
"2941373355","NortekoF","Zientziari buruzko irratsaio bat. Ostiral gauetan, 22:00tan eta larunbatean 15:00tan. Elhuyar Fundaziokoek egiten dugu, eta Euskadi Irratian emititzen dugu."
"80979176","karkaraeus","Orio eta Aiako herri aldizkaria"
"934099898","SortuDonostia","Independentzia * Sozialismoa * Feminismoa * Euskara"
"1458199710","ibonleibar",""
"130794158","HamaikaTb","Programazioa, saioak eta albisteak https://t.co/qVteIJHMYN eta https://t.co/Kh6u185Krm, https://t.co/Z8PObfnLPZ eta https://t.co/qp3foiLH5m n."
"1543109156","LoL2NHeart","♫ Xelebre jarrai ♫  ~ MI$$TRE$$ OF THE DARK~
Euskal Herria da nere lurraldea, eta euskara bere bihotza. 
Txakurtzaile profesionala. 🦇"
"277509450","NAIZirratia","📻 🔊
Donostia 93.8
Urola 91.8
Goierri 102.2
Legazpi 94.6
Bilbo 92.2
Gernika 96.7
Durango 97.4
Gasteiz 91.5 
Bortziriak 103.1
Leitza 95.1"
"512195466","IonOrzaiz","Erreportari berriketaria, Berria egunkarian"
"1514456504","Irabaztera90",""
"3511288937","LABosasunbidea",""
"3058459234","unicef_eus","Twitter oficial de @unicef_es Comité País Vasco - Euskal Herriko Batzordea. Haur eta nerabeen alde lan eginez. Trabajando por la infancia y adolescencia."
"509005599","JagobaZ","Botereak ez ditu pertsonak aldatzen, benetan nor diren erakusten du. El poder no cambia a las personas, revela quienes verdaderamente son. Pepe Mujica"
"88936279","alai_ne","ene bizitza plot twist eta meme artean dago kokatuta."
"702543348","autogestioa","Ekonomian dibulgatzaile ta sindikalgintzan. Kolaboratzailea @argia @bilbohiria @HORDAGO_ElSalto @ICE_Autogestion Work account 👉🏾@ikerlari"
"109309136","Gob_eus","Canal de comunicación sobre la actividad del gobierno y de sus altos cargos // Jaurlaritzaren eta bere goi-kargudunen jardunari buruzko komunikabide"
"718113668","unaiapaolaza","Filosofian tematzen naiz
...tematzen naiz
...naiz
..."
"252588994","Atargote","Euskalgintza eta zinea, zer besterik? Gehiago, gehiagorekin, gehiagotan."
"374445155","koldotxu","Biologo konputazionala. Genetikan doktore, sukaldean dotore. Ikertzailea, zientziazalea eta UEUkidea. Kafepintxo batekin edozertaz txiokatzeko prest"
"1929638983","XorroxinIrratia","Baztan, Malerreka, Bortziriak, Bertizarana, Urdazubi eta Zugarramurdi aldeko herri-irrati euskalduna.  http://t.co/4wVY9JD2GH"
"4033663816","JosebaAyala","Ixtorio eta ipuin kontalari. Baldin badituzue ixtorio eta ipuin harrigarriak, jarri enekin kontaktuan."
