user_id,indegree,outdegree,hubs,auth
108042034,1048,3825,2.37623290143454e-08,1.20076260814602e-11
108076878,41,150,7.12849338888433e-11,0
1083044271014465537,21300,693,7.38509010208854e-09,3.00056140101708e-09
1084555597,3901,1517,1.49554520136271e-10,4.67249992684816e-13
1086506976,0,0,0,0
1086656150,0,0,0,0
1092201601,779,4203,3.06585993598058e-06,1.57500104738718e-10
1098335532814356480,43,1014,1.79056730535101e-08,1.07400257107705e-11
1100144216309665793,6763,216,1.46496048923657e-12,7.8631014189333e-11
1103555528,422,352,2.8701839884629e-11,1.25865542866481e-11
1109091587500527617,924,1893,1.35464000194143e-08,8.66278644177329e-10
1110352074,114,418,1.192977703828e-09,4.15566605585785e-13
111724395,1137,2704,9.64084416425730e-10,1.25392091180451e-12
1118521720019746817,4910,627,1.43937187373118e-12,5.50690225193362e-12
1119926028,0,0,0,0
1123166877818212352,6498,163,4.31127166510165e-13,3.84936733362419e-10
1127945989,0,0,0,0
1128325658,0,0,0,0
1129451670,51,7469,6.35697305289261e-08,2.32643112652281e-12
1137487915657912320,436,4722,2.52948632084282e-09,8.04863049232499e-13
1140122838,44,572,9.87868353601003e-10,0
1141967100774424576,222,842,6.09507752834326e-10,2.72018792637848e-10
1143089876,566,2334,7.17356737074889e-10,0
1145395669,224,4653,1.13871702486202e-09,0
114657300,22,16,1.68448860189332e-14,0
1149317273401929728,222,44,6.13947892406583e-11,7.87103539451417e-12
1151931745,192,2331,1.9994352004738e-10,0
1153260566,30,53,2.62850553873997e-11,3.76842806686322e-16
1159538480,84525,13889,7.85865106098899e-09,1.96513639464453e-09
1162309748,0,0,0,0
1162361661266759691,313,1280,4.95972662550394e-10,8.30596212053689e-12
116383117,25,856,3.92485484704139e-09,9.98372347063872e-13
1164566509,0,0,0,0
1167352727481061378,389,502,3.33914204341438e-09,3.45553557000102e-11
1168920360,121,1629,1.62374887614635e-09,8.44992760890482e-15
117029929,2523,1772,1.89720318936452e-09,2.42166775750441e-11
1172865618,1197,7684,1.16163859391662e-09,7.44170358162652e-12
11798532,6005,29539,5.17533946633429e-08,2.00580352800435e-10
1180379792,32,1036,6.36558173240869e-14,0
1180868341516378114,1686,284,9.04115222837857e-12,1.2787943352172e-11
118357405,4,31,5.05351493386583e-15,9.81047554112672e-15
1183693609,176,897,6.98984620503052e-10,1.98899870819749e-13
1184330655443890182,8543,28757,7.60878017651583e-09,1.34674455770582e-10
1186395913352306689,1064,2043,1.77494140163279e-08,8.22204763058637e-11
1186946766,389,4540,3.53792493176857e-10,0
1187914729,0,0,0,0
1188275324229947393,11170,6158,1.37776958671184e-09,2.69102083970843e-10
1188547359720067073,116,654,6.94909058202927e-10,2.79780498034642e-12
1189275465283964929,1033,377,1.17706263053986e-10,7.79102276132715e-12
1190241897870249984,804,45,7.13060914672467e-10,6.1126133579179e-12
119181575,772,2357,1.4320272420704e-08,5.24623437807574e-11
119194942,10426,3482,1.87610923674587e-10,1.49209576676333e-10
1194302059711008768,785,217,1.02272727400463e-09,1.12782240912825e-10
1195400462012485634,20019,113003,8.04479721378068e-08,4.25416689440025e-09
1196146710,0,0,0,0
119667555,2936,4092,1.38596587261852e-08,2.19804456597131e-10
1201683126,12,199,2.04825178271599e-13,0
1203445090271797248,59,20,1.03597064702718e-10,1.90120360563319e-15
1206267637761744901,75955,805,2.99485578855237e-10,1.49056444159457e-09
121176154,342,5621,1.11840361710503e-06,4.07469732645541e-12
1212281780,3,3,6.87184434188353e-14,0
121454999,216,3174,5.22756584246371e-11,1.13842537356247e-10
1214555222099365888,141,56,1.93237811971534e-10,8.63319357001237e-13
1215412435378634754,2881,2,4.8501079812873e-13,2.64471453137518e-10
121544131,1393,1759,8.55717178369781e-10,9.63509126357161e-12
1218590303868870663,791,550,6.09106636985572e-10,9.20890563755058e-11
1221702677073223681,724393,3576,1.69794847435787e-07,1.21111745475922e-05
122319254,628,1046,1.11931492915428e-08,1.53818063453151e-10
1226199451,747,237,1.1509067713782e-10,1.03791062290719e-10
1229106862412517376,8118,136,9.4780703679383e-12,3.38001364352864e-10
1229119396603453441,1447,107,3.47261291263227e-11,2.53012025305813e-11
123047937,9,364,2.4671714620545e-09,0
1231532169534767104,4645,2559,3.36251173937016e-10,2.72924695293586e-10
1234277173,0,0,0,0
1236979356,0,0,0,0
1242164118,0,0,0,0
1243984313961635840,11620,679,1.68791468204115e-09,4.91096517800281e-10
1244594318,0,0,0,0
1246111343197016064,118,113,1.29329772327482e-09,1.18416927135907e-11
1246155817440739331,187,539,9.55624624949639e-10,1.54013360905167e-10
1248035948853673988,23,411,3.19615887396496e-09,0
1248513751210512384,15801,1951,1.39558852328279e-08,7.28925938177004e-09
1252243937080815620,62537,595,4.53912387271279e-10,2.70453096372583e-09
1253387334470565888,5413,2258,3.63211623989945e-09,6.48838148760665e-11
1253970074,235,2807,6.767573048958e-10,0
1254338155,0,0,0,0
125463912,201,2480,5.23594802983768e-11,0
1263005269,192,1019,5.34974286204643e-11,0
1264681886045147136,21,309,5.06679542607207e-10,0
1268778571,1873,1521,3.73879096629114e-08,1.28689366921638e-10
126939997,9120,15622,2.99798656102585e-06,2.22723675369083e-09
1270201057,0,0,0,0
1270528657,0,0,0,0
127636330,32,6010,3.58820050216059e-08,1.79670001488907e-13
1277059098077540352,0,0,0,0
1278130646,105,2719,8.16932734853272e-10,3.05503025096255e-13
1280657332725321728,2996,1658,4.45939328912316e-11,8.4809016120497e-11
1284437933920067584,2465,537,5.4184071359652e-11,9.96957662951185e-11
1288674685,1,0,3.54474684129907e-18,0
1289843713,7,230,8.7881349425372e-12,0
129267780,11,1048,7.40376290206642e-08,3.18083327767721e-13
129547986,3651,2202,2.59632322587207e-08,2.1811890711218e-10
1300226874451333122,766,3299,2.16101350541944e-10,1.10174793202808e-10
1300421947,5,76,8.88238943387903e-12,0
1302156415210082305,83,67,3.52923754058829e-11,9.70395345509486e-13
130383923,26102,18245,3.77038868295046e-09,6.12653365681838e-10
1308408110348931072,1021,1250,8.68380251388732e-10,7.51487611862066e-11
130866861,84,107,1.33642918084473e-08,7.79438259394586e-11
1311252912,30734,7046,3.41284026179525e-06,8.84183259661513e-08
1315717406086574080,397,536,1.33038769657535e-09,3.06743407556465e-14
1319624670925258753,462,83,3.51944342270534e-10,1.53939513755573e-11
1319872104,840,1022,3.10483448531489e-09,3.58393568170354e-12
131991099,516,1314,2.48065955615053e-09,2.19601083357581e-11
132012068,4003,3223,4.70246782205244e-09,5.24692039168452e-10
1321622071902937090,4,174,1.95276283514232e-09,0
1323339757007572994,9366,180,1.01317559955824e-11,3.40853157116639e-10
132666884,8462,11727,1.04436268931163e-06,8.13912296364954e-10
1326990180,0,0,0,0
1330770397827133443,1,4,5.56848006596831e-11,0
1331021249682808840,48757,7816,2.91822973047213e-06,5.56899874503173e-09
1332588066,141,451,4.43356680375104e-11,0
1334155293337530368,4,0,1.41789873651963e-17,9.02079228806317e-18
1334534659,0,0,0,0
1334611321,13,145,2.0392945241766e-09,0
133693469,232,29,7.03882707843147e-11,3.17712217487652e-12
1338747702,111,260,1.62762234430744e-10,4.17923660693316e-13
133936058,19488,20689,2.43482690528405e-08,1.12866601283595e-09
134178750,522,553,7.477659597541e-09,1.49190517920664e-11
1344879324,0,0,0,0
1350195234563645442,33,55,7.66619719128749e-13,8.03596501599474e-15
1352050368151236615,19,0,6.73479665107534e-17,1.77205222452458e-11
1352119562,0,1,3.54485272100997e-18,0
135591166,2518,2859,1.12610790464718e-08,1.68683826794457e-09
135642125,193,401,6.69045777351039e-09,1.7050200957669e-13
135793103,37692,553,5.02902369539336e-10,9.57408607932485e-10
1361930761,19,39,2.60785049288852e-11,0
136394031,303,1155,3.56817274895261e-10,7.91653468680954e-13
1366518552,62,141,2.97163869832157e-10,2.19998851733857e-12
1372981392,3060,29232,7.15028058421489e-05,2.63705957046838e-09
137844148,110,1207,1.25017291443304e-08,2.51498815632766e-11
138125846,17,78,7.94679960762609e-10,1.43075051409393e-15
1394210544,0,0,0,0
139460759,600,5807,1.89237442224433e-08,8.58093783344273e-12
139975953,331,829,2.28552480474215e-10,1.4166909485979e-12
140183463,1705,1235,1.37965777200741e-09,5.34628925447064e-13
140404170,0,6,3.47841084142827e-11,0
140795123,1350,52525,1.21101573653866e-08,2.81439062358726e-11
1409664654,0,0,0,0
1412887704,397,4467,3.01379782664039e-07,2.86521867228176e-11
14159575,1179,1547,2.60714284030786e-09,1.89547870523331e-10
141683077,102,562,1.1127776569864e-09,4.14164179692345e-12
142709143,713,844,3.15853982120324e-07,5.94908299227404e-06
142805368,29,1811,2.16217942848252e-09,2.89196320114052e-15
1428703766,627,3349,4.99644527588683e-08,2.49390417249142e-11
143470736,179,961,2.18647833535221e-09,7.58880258481608e-11
143601625,0,0,0,0
1438240316,25,821,5.26768399308733e-09,0
1438278217,11410,1782,4.23148891114626e-09,1.82254638861071e-12
1446800557,0,0,0,0
1454998146,0,2,8.75892597805349e-12,0
1457645600,422,2845,3.62522662389543e-10,1.56280964457636e-13
1462105106,0,0,0,0
146251287,45,57,9.2159744711786e-12,1.0793612751039e-15
146791754,10481,249,8.82201879842099e-10,9.72063217190608e-10
148286025,5761,607,6.03552145690934e-10,1.04634619317123e-09
148385313,94,2635,4.6106625734955e-10,2.71364590624282e-14
148500617,87,67,8.07052304453414e-11,7.49449837275805e-12
14860046,8,3130,4.01080535048264e-08,6.59483875188612e-13
148787563,89,1796,3.63587767096842e-10,1.86410303274763e-12
1490661829,0,0,0,0
14937151,19,29,2.56967517246891e-16,0
149605037,5,19,3.21660985360422e-10,0
1496368206,0,0,0,0
1500507805,0,0,0,0
15022080,19070,16414,1.18230294347966e-05,6.79615807748093e-09
150344776,2,16,8.0438095399407e-14,0
150618405,1120,804,2.85108213230804e-10,8.17360148843969e-13
150990323,17,154,8.00151149844516e-10,2.30465223291904e-14
1510843676,56,27,2.62012315756377e-11,1.68962315055914e-13
15115726,32960,4547,1.05778035397528e-08,2.39257255302326e-09
1519364126,102,590,1.80151289471195e-09,1.43941293793896e-15
1520651402,30357,25682,6.37377827987844e-07,1.47424664135294e-08
1524814164,165,516,6.16930774626515e-10,5.13078238130873e-15
1527130885,1148,17460,4.2157260655197e-09,2.98577771666243e-12
1527877579,15,456,6.28665210440347e-11,0
1528288849,1,294,1.31289646382051e-08,0
1534674193,21,61,4.07670904007485e-14,0
1535881693,6,87,1.21253261965207e-13,6.47882248510354e-16
153816503,284,14931,0.000103783808034916,3.08862755550367e-09
1541801100,70,130,2.00706184733416e-09,0
154272821,9,17,4.35540072228347e-11,2.29017106875979e-16
1542851323,0,141,4.657714280481e-13,0
1543185306,0,0,0,0
1543220726,0,0,0,0
1546370617,0,0,0,0
155235799,6881,4542,3.33162118684485e-09,4.38155476599516e-11
155236974,0,0,0,0
155948100,11,131,1.23018873426401e-10,1.69319595564201e-15
1560944155,250,717,7.13686866307552e-11,0
1564027536,0,2,9.03872666696789e-10,0
1576354075,223,93,1.47146410241444e-09,1.98393711299229e-11
1583182562,14,604,4.71879235151543e-10,0
158772213,129,2166,2.46884770911522e-09,7.82461939060975e-13
159072956,173403,436447,1,0.0179221335152157
15915380,21984,1781,2.75768415712711e-09,4.23884130413674e-10
1591864093,24,393,1.66680913587537e-10,7.0930608646992e-16
1601801340,0,0,0,0
1606017025,55,332,2.76212398629055e-10,0
1606765267,0,0,0,0
161021621,534324,26063,1.31115155364488e-07,2.36693968711179e-08
1612616934,226,6,8.38791199347931e-14,8.02486397614784e-13
1613713206,702,1476,3.22277963435558e-09,5.56644017211289e-13
1620060326,0,0,0,0
162405819,82,211,3.54473242864789e-10,6.13325335489911e-14
16265631,8296,2631,2.76594305007481e-09,6.67201423188777e-11
162841104,96,188,7.11987560007831e-10,1.72985484070447e-13
1631071712,0,0,0,0
163204065,1548,12223,6.74999006316183e-08,9.00585016800377e-12
1637828341,539,4115,2.39474186711733e-09,2.27494156971026e-12
1645009134,22,8,8.84746875683855e-12,1.71348196328861e-12
1656487266,10,78,1.8883676593972e-13,0
166217631,0,3,6.72280681143682e-14,0
166479666,82,58,8.77317031009872e-11,6.53489245247718e-13
1665225241,0,0,0,0
1674268189,1133,8865,7.13867353976153e-09,1.77081160172659e-12
1680580092,80,577,1.14487947725337e-10,0
1683181435,262,9904,9.72287306982064e-10,5.41712702601911e-12
168446862,134,4485,7.77225324031159e-08,1.78175543158118e-12
1685036006,93,173,3.70298361970276e-10,6.64255324354561e-13
168520210,1722,74,1.91185411222042e-10,5.98094113261223e-11
16864693,3,2,8.68783311922513e-12,1.75978577306682e-16
16872273,0,2,1.0403528633841e-17,0
168822988,103,754,1.02145785139299e-08,1.15066219210673e-12
16883794,5675,1744,8.43815762940226e-09,5.94954329635879e-06
1689484730,649,5179,3.55709077572532e-09,0
1691959494,1315,9260,3.31078558587079e-09,3.986311153732e-13
169682122,238,500,8.71413971428285e-11,2.39576828709316e-12
1697360292,10809,6338,1.3991099383165e-08,1.1290506842295e-09
169970454,1,61,2.21812190810843e-10,0
1701413168,638,3453,6.64615466722789e-10,5.44388863340072e-13
1706649516,0,0,0,0
1707651812,0,0,0,0
1707735937,0,0,0,0
1708941223,163,1608,2.61176640449536e-10,1.55464917603407e-13
1723565570,3,32,2.33099689296444e-14,0
172388258,18,28,1.93732159266287e-13,5.56577495817433e-15
17363730,535,4504,4.85079299502529e-08,2.89815994609363e-11
17371085,3716,1139,3.36030744856528e-08,1.81843843020415e-10
17629793,83,232,2.03904041421214e-09,7.97371081697029e-12
177120205,3,20,5.94742528110811e-13,0
17820695,1442,977,2.56128222324395e-10,1.01227146202737e-11
179028690,1338,338,1.46356198637559e-09,6.10844253303085e-10
17919801,390,267,8.33508141537662e-11,1.40422313427399e-12
179695486,929,2704,3.02315098681253e-10,4.75963078435165e-11
17989551,11,8,1.6621808479552e-14,5.14510018419682e-14
180571299,14,43,8.7142907797274e-12,0
18082788,126,191,4.38778847982725e-10,2.96894642186084e-12
181218060,267,1471,5.40917391017561e-10,0
181252181,407,69,6.13071583980888e-09,1.09028331725193e-10
181297332,14,436,2.34656405396582e-09,4.2474176828804e-14
181472023,14,6,8.75549473659164e-12,1.31012917005361e-14
1816285836,274,650,3.37074511938009e-09,1.80656395660707e-11
182783134,1961,3592,1.78304005031571e-09,1.28691850489187e-09
182971274,3,31,2.41751108615746e-13,4.49458345721811e-15
183184911,451,2979,3.31300262449257e-08,3.63808283183455e-11
1834768836,22,448,5.28950210866393e-09,0
183583012,619,1776,9.36975706056861e-10,5.70118249180249e-12
18447733,24170,3730,6.86756198127895e-08,7.92844381229156e-09
184554911,1,63,7.20245061970566e-11,0
18483956,2245,3496,8.6858173978062e-10,9.63168081393344e-12
184909162,11974,2924,1.636381071782e-09,2.72417153124321e-12
1852133064,2,0,7.08949368259814e-18,0
185608669,1707,157,1.11085914286269e-10,1.58091846937699e-09
185732836,0,0,0,0
185789961,121515,120982,4.68286945663738e-12,1.32574857533763e-11
186170312,9235,22432,4.52083500056538e-09,1.72570503334829e-12
186436549,960,83,1.74041116029059e-11,3.23252602512049e-11
186478529,55462,54646,7.48544935336656e-11,4.69510778293907e-10
1864914674,59,4230,3.71354973993118e-10,0
187284953,0,2,1.69583418466695e-14,0
187981835,12838,1475,5.71916241634465e-10,1.13341969792964e-09
1880814974,7,869,1.50660211528496e-10,0
1883499115,43670,18485,3.77154801027175e-07,2.22178176629472e-08
188483256,2,58,7.41121844128035e-11,0
18882085,1081,17080,9.33974267276803e-08,6.39181706716077e-11
1890704658,481,1842,2.44960432280201e-10,0
189483812,10,22,8.87942133589555e-12,0
1898727265,958,148,2.56437313396709e-10,4.33958592733035e-11
190155538,5,31,9.36452526073576e-12,1.03695918934747e-16
191125339,2613,508,2.76258935719852e-10,4.97827905473036e-12
19113547,13139,2470,1.01152005104655e-08,5.05372019760014e-10
191536547,3,0,1.06343464036081e-17,0
193375862,82,53,5.59556052446577e-10,2.14313976658642e-13
19365509,90,60,1.7413849527631e-11,1.75657439496052e-12
1948528128,9948,1523,1.13274961990667e-09,1.34543046609267e-10
194941226,285,884,9.68551655132411e-10,3.46993544696022e-13
195065263,36163,19481,9.46944814726847e-09,7.85431903922229e-08
195907411,105,1358,3.96228736745132e-09,1.70735635010944e-13
196124212,5920,2949,3.82285105287605e-09,1.90343756400301e-09
1964181102,11322,21441,9.50280847845852e-09,1.79433154782499e-10
1968593088,209,848,2.64987596416157e-11,4.61696845296315e-13
196946831,181,94,9.08256291156668e-12,1.75201507254342e-12
1972435772,0,1,4.19897757496456e-18,0
1975099231,1189,1080,4.489819533373e-11,8.43394386316865e-15
198205905,247,387,4.786193704982e-11,8.89862966891763e-13
200177084,42,8602,1.84020789744552e-08,6.80196751481723e-12
201846520,0,11,1.30184612828635e-10,0
202693425,247,119,2.37577978063768e-10,4.09236757632216e-12
202712254,288,855,7.3985779021744e-10,7.29983612410304e-12
204037006,38,48,2.5821971000066e-14,6.63462295188969e-16
204434260,1485,7110,1.16958720988503e-09,3.58930302352174e-11
20526714,7231,7388,6.67179790276781e-07,5.16001781710302e-10
205749364,17209,2539,8.92414535987057e-10,2.43423342519553e-09
205854723,76,861,2.9684551970496e-08,1.48264736302249e-10
206646021,0,25,1.75395856806513e-11,0
206832152,407,161,4.37176053455243e-10,4.47107161903895e-11
207669006,145,2395,1.51624739745182e-09,5.85542782771068e-12
208190399,0,0,0,0
208997341,1539,1010,1.46578191228729e-09,6.02681546817441e-11
210361370,5493,10797,0.000258679440461782,1.21625926458858e-05
210472784,736,265,1.78569162554861e-10,5.83095885437263e-10
210571585,1312,941,8.16942489908487e-10,1.8810698445332e-11
210907690,566,336,2.37407551939788e-09,1.32295416662956e-10
211674312,1,12,1.01510775215424e-14,0
212551202,7,62,7.90293241444921e-10,0
213020479,0,0,0,0
213426867,3245,869,1.60942850496382e-11,2.5448497472598e-09
21361705,128522,3024,1.910069127529e-07,3.87287993087801e-08
214515740,442,112,3.45367116909761e-10,3.05530712009246e-12
214733538,0,8,1.21514427959429e-10,0
2149155871,0,0,0,0
215212887,98,204,2.67617624745021e-10,1.03557320153227e-12
2154472079,446,3568,1.36389923177176e-10,2.92187251165504e-13
2155543177,24606,4619,1.38345600392297e-09,1.36918884168243e-08
215614178,1058,3278,6.53555200324578e-08,2.77395840311956e-11
2156908158,54,1024,2.79917328191398e-11,0
215982068,327,2874,7.3184054625272e-09,6.29334808488048e-12
2163591820,66,241,4.69028192680656e-10,2.48618406709193e-15
216758395,8,251,1.05805918984804e-10,0
2168281285,98556,566,1.28509110556292e-10,2.54616515584602e-08
217135519,0,0,0,0
2172925964,0,4,2.84403334752774e-14,0
2173986524,14404,1239,1.87745318658506e-09,6.27026583942696e-10
217427396,3742,109,1.67314692447166e-10,1.69391784728608e-10
217779492,1569,15348,0.000136409742955294,1.58377608217729e-07
2179612781,0,0,0,0
218432733,88,17,1.73931780878734e-10,6.62389016769156e-13
2194747532,12,25,2.68945443300342e-14,7.91985620633498e-14
2197204781,2044,2917,2.70299627675003e-09,2.95791826679972e-11
220148402,0,4043,1.31336497107186e-08,0
220477794,511,10465,3.12546679038315e-07,4.9533176112384e-11
220736409,18817,6021,2.23700478402817e-08,3.19832695576168e-09
220776890,0,38,4.36613216631124e-11,0
221037110,15497,80,1.13869919093753e-09,1.06813363742211e-09
2213194992,56,743,1.92787508619889e-09,6.00031249093614e-12
221333461,2,136,5.83227752533962e-10,0
2214175986,370,334,3.65778011019033e-10,8.65490009884949e-12
221835704,480,1490,3.76683440370018e-08,3.40103313185606e-11
2218972962,7,3,1.1936056980572e-15,1.55488991580892e-13
2222387463,22,2935,9.80899123589628e-11,0
2223469662,48,182,2.70003893191677e-11,0
2225006623,0,0,0,0
222800006,23950,34496,4.8888601884392e-07,1.84725366864991e-08
223181175,1246,665,8.98794392838832e-11,6.72454400211462e-12
223499304,3337,594,9.11688504995768e-10,2.59479059778436e-11
2235392337,40,415,4.00034544728399e-10,0
2240482024,2531,10268,6.66423816639539e-08,5.3037870294524e-11
2241810495,179,287,1.48284203302201e-09,4.57874792309896e-12
224338096,13,1381,6.941684843438e-10,0
2244512220,125,1220,8.80413976869761e-10,0
2246920053,0,0,0,0
224741510,39410,5666,6.40037199375343e-09,2.25681529087824e-09
2248094633,41,257,1.831649463728e-10,0
2250729871,105,60,8.37557641423281e-15,2.78546875823056e-15
225175229,1,5,1.81732723237108e-11,0
225443759,0,0,0,0
2255401050,761,12172,4.2699301526645e-09,5.45664935533912e-13
2258664970,0,0,0,0
2260591017,68,94,1.94664296824155e-10,1.22716165819368e-14
2263146054,6,49,5.21611813693014e-11,1.99844033964716e-15
226728523,8559,12226,1.22433198751558e-08,4.84527978659838e-09
227464142,137,661,7.71775043764206e-10,1.4893359234528e-12
229060154,1,0,3.54474684129907e-18,1.85466862939274e-15
22950900,1082,555,6.7001394533068e-10,8.2047774823396e-10
229554511,147,99,5.96944811596294e-10,1.29431454137925e-11
229772420,782,2382,7.69984650766699e-09,2.76040198798496e-09
2297962925,4436,2066,1.35527432530128e-09,4.40304167597631e-10
2312591036,127,755,9.06153967903255e-10,0
2315098607,1098,6716,6.92177107902708e-10,8.10430122185779e-12
2318544869,50,1106,2.94757751955308e-06,6.7223622317694e-11
2328915407,1966,6799,4.79941591438169e-09,9.54626192507601e-12
2330309927,1438,8443,1.25209888657586e-07,3.59724362578843e-10
233470337,21,14,1.73729545480921e-11,3.50583893582007e-15
233634604,0,0,0,0
233655225,30,338,1.07969123702181e-09,2.49882874265719e-17
2340489102,507,737,3.59974081941215e-09,1.93894279419067e-09
2354506006,46,1478,3.23259533345775e-10,0
2359043272,3832,2845,2.30818712217258e-08,3.45663781129654e-10
2359887632,0,5,1.8330903526259e-15,0
236918656,1495,29569,1.06884208141782e-07,2.70359707856728e-11
237319178,6110,537,2.57250994983752e-10,8.24732027541825e-11
237839609,30995,25311,3.16832045265784e-08,1.47434862553313e-08
238104061,2,63,1.06204988914991e-09,4.75817499354822e-14
238543795,491,313,6.684925873646e-10,1.4085952306475e-11
238698933,1850,90349,4.81743018655819e-07,2.13247228693739e-10
238711545,2300,218,2.6490293016104e-10,2.79083993176863e-11
2392706936,35506,175637,2.70003309586893e-05,1.12142663488853e-07
2393197506,1936,27377,8.3782519894993e-09,9.13562592187784e-13
239424561,55,388,1.42183244648893e-09,1.55158927402499e-14
240149663,1,69,1.67331163090928e-09,0
240304353,68,165,2.6334439035759e-10,0
240805460,594,1439,1.35450507435106e-09,1.3520200761891e-10
241062482,11,37,1.23484849000696e-10,6.9354198039049e-15
241239833,0,0,0,0
2412554661,520,425,2.29772398950789e-10,8.82707974486222e-12
241265297,144757,2848,2.13758553825813e-09,5.65468759015852e-09
2422175545,122,2873,1.7534517359702e-09,1.57725303892548e-12
242511903,2097,73785,1.67601311797966e-07,2.28878789014263e-10
242522290,151,668,1.88454421996533e-09,2.05806688203309e-12
242725020,1889,3139,4.59143297896162e-09,2.71411749242866e-11
242835524,276,83,3.31598995406965e-10,2.14032260403099e-12
2432250319,626,924,3.67243970042374e-07,6.05182405276851e-12
2435227451,476625,456,6.81101661739123e-09,8.13699108965391e-08
243646592,372,1476,6.95710567752694e-09,2.59436685335802e-11
243807141,82,5277,1.11087328436423e-08,4.6734720889176e-12
244982488,5498,9694,6.46542320589685e-06,2.54735063024222e-09
245113308,519,432,2.77141092429844e-10,7.92404047864291e-13
245126167,1810,5326,7.92612368943788e-08,2.3337412422755e-10
2451869025,0,0,0,0
2452950231,0,0,0,0
245302776,187,73,8.77902385280579e-15,9.47151831724925e-13
245376097,232,150,2.31779191911472e-09,6.57206700492562e-12
2457569157,12,2762,3.27520892356988e-09,1.52239704251439e-15
245780158,383,4318,1.21724209732882e-07,4.46352931091524e-12
2459908436,0,0,0,0
246369119,7516,19179,2.44595719625155e-08,1.98963428323548e-10
246739853,9,908,5.74375181144168e-09,6.03846207924392e-15
246882293,11,26,3.59761554016347e-11,7.91209687096641e-13
247292021,58,59,2.73642765916891e-10,7.90965784442312e-13
247659262,15188,5990,1.78259837498265e-07,9.12457855238375e-09
248200972,24,403,3.83555259501281e-09,8.09093651139043e-13
248213654,167349,180,3.92082505339948e-09,6.02216576956445e-06
248267147,82738,27241,2.77168555946709e-07,1.24908403871496e-07
2484572847,0,0,0,0
2485130517,44,165,5.39599497250255e-10,1.97057141996249e-15
248641111,12712,45075,9.01757092162859e-07,6.87735538670890e-09
2486604652,0,0,0,0
249247178,66,336,1.75584294198249e-09,3.60058505191968e-15
249303934,276,1343,6.39087017618927e-09,8.83548281601102e-12
2496993323,9,190,3.61342596887073e-10,0
2504581204,0,1,1.13797692146796e-15,0
250629260,583,2708,1.88419126579585e-08,5.42798414952697e-12
250655439,17696,6603,3.55088470461733e-08,1.04494319856298e-08
250800885,116,380,1.53372525082762e-10,5.61716612189455e-13
250902224,278,235,4.18449959232181e-09,1.68223765830798e-11
2510651177,0,39,5.79087900019166e-10,0
251718832,335,2907,1.38258927456381e-08,4.79517191293745e-11
252484774,3,1238,2.93640986026971e-09,0
252703624,13,67,9.82312098834887e-10,1.25219367512325e-12
