user_id,against_done,favor_done,none_done,against_receiv,favor_receiv,none_receiv
79124132,430,0,0,2092,0,0
80853822,0,0,0,0,0,0
81571983,18,0,4,10,0,0
81831996,0,0,0,0,0,0
82408359,0,0,0,0,0,0
83189891,0,2,6,4,8,14
83427283,6,538,204,16,606,228
83540551,0,6,4,0,2,0
86298377,0,6,0,0,6,0
86360911,0,0,0,0,0,0
86504484,0,0,0,0,0,0
87061526,0,0,0,0,0,0
87485942,28,156,136,10,16,2
87575128,3074,0,18,3072,0,0
87894083,0,0,0,0,0,0
88385100,2,0,140,0,0,138
89751520,0,0,2,0,0,0
90046725,0,2,0,0,2,0
90435593,0,0,2,0,0,0
90653296,0,18,2,0,10,0
90862588,4,14,38,0,0,12
91446925,0,0,0,0,0,0
93075908,0,0,0,0,0,0
93936231,0,8,0,0,4,0
94387415,0,0,0,0,0,0
94440356,0,6,6,0,30,8
94686612,0,2,2,0,0,2
94819525,10,16,80,0,0,8
95959944,0,0,0,0,0,0
99735854,0,2,0,2,8,0
100044793,0,0,0,0,0,0
100481809,0,0,6,0,0,0
100515720,0,0,0,0,0,2
100539810,2,10,12,4,50,8
100611628,2,36,16,0,0,0
101211935,0,0,0,0,4,2
101524444,2,2,282,0,4,220
102015242,2,14,774,0,4,770
102100426,2,36,42,0,2,12
102420396,0,0,0,0,0,0
103163709,0,0,0,0,0,0
103596271,0,4,0,0,4,0
104431004,4,34,14,0,4,2
105629019,0,0,0,0,0,0
105922645,0,0,8,0,0,0
106512574,0,0,0,0,0,0
108042034,0,12,0,0,0,0
108076878,0,0,0,0,0,0
111724395,0,2,50,0,0,50
114657300,0,0,0,0,0,0
116383117,2,0,20,0,0,0
117029929,0,180,8,0,38,8
118357405,0,0,0,0,0,0
119181575,0,160,2,0,90,0
119194942,0,56,0,0,56,0
119667555,0,62,144,0,28,58
121176154,2,90,16,0,6,0
121454999,0,0,0,0,0,0
121544131,0,16,282,0,14,136
122319254,0,2,0,0,2,0
123047937,0,0,2,0,0,0
125463912,0,6,0,0,6,0
126939997,2,18,12,0,10,18
127636330,0,2,0,0,2,0
129267780,0,0,0,0,0,0
129547986,0,8,116,0,2,6
130383923,2071,0,2,1090,0,0
130866861,0,0,0,0,2,0
131991099,0,0,4,0,0,4
132012068,4,8,44,0,6,2
132666884,0,112,12,4,62,16
133693469,0,4,0,0,4,0
133936058,543,0,0,450,0,0
134178750,0,4,10,0,4,20
135591166,0,14,6,0,4,2
135642125,0,0,6,0,0,6
135793103,4,0,2,6,44,26
136394031,0,0,20,0,0,20
137844148,0,8,8,0,0,0
138125846,0,0,0,0,0,0
139460759,2,24,8,0,2,0
139975953,0,0,2,0,0,2
140183463,0,34,4,2,34,2
140404170,0,0,0,0,0,0
140795123,4489,2,0,0,0,0
141683077,0,0,2,0,0,2
142709143,0,0,36,0,0,32
142805368,0,4,4,0,2,0
143470736,0,10,0,0,12,0
143601625,0,0,0,0,0,0
146251287,0,0,0,0,0,0
146791754,0,2,0,0,20,12
148286025,0,62,68,2,210,164
148385313,0,2,32,0,0,32
148500617,0,2,0,0,2,0
148787563,0,0,2,0,0,0
149605037,0,0,0,0,0,0
150344776,0,0,0,0,0,0
150618405,0,0,28,0,0,28
150990323,0,6,2,0,0,0
153816503,2,26,94,0,10,0
154272821,0,0,0,0,0,0
155235799,0,26,36,0,76,42
155236974,0,0,0,0,0,0
155948100,0,0,0,0,0,0
158772213,4,8,6,0,0,2
159072956,0,0,5832,10,18,5900
161021621,12,406,44,328,546,1236
162405819,0,0,10,0,0,0
162841104,0,0,0,0,0,0
163204065,0,22,4,0,8,0
166217631,0,0,0,0,0,0
166479666,0,0,0,0,0,0
168446862,2,2,0,0,0,0
168520210,0,2,0,0,2,0
168822988,0,2,12,0,0,0
169682122,20,0,0,0,0,0
169970454,0,0,0,0,0,0
172388258,0,0,0,0,0,0
177120205,0,0,0,0,0,0
179028690,0,40,0,0,44,2
179695486,24,0,0,6,0,0
180571299,0,0,0,0,0,0
181218060,0,8,0,0,4,0
181252181,8,0,0,0,0,2
181297332,0,4,0,0,2,0
181472023,0,0,0,0,0,0
182783134,0,594,0,6,538,8
182971274,0,0,0,0,0,0
183184911,0,6,6,0,0,0
183583012,0,4,2,0,0,0
184554911,0,0,0,0,0,0
184909162,0,4,0,2,22,2
185608669,2,0,8,0,6,6
185732836,0,0,0,0,0,0
185789961,0,0,120982,0,0,120982
186170312,2,14,10,0,0,10
186436549,0,0,0,0,8,0
186478529,0,0,54646,0,0,54646
187284953,0,0,0,0,0,0
187981835,0,28,0,0,30,0
188483256,0,0,0,0,0,0
189483812,0,0,0,0,0,0
190155538,0,0,0,0,0,0
191125339,0,0,8,0,2,10
191536547,0,0,0,0,0,0
193375862,0,2,0,0,0,0
194941226,0,0,0,0,0,0
195065263,8,3766,372,2,1166,398
195907411,0,0,0,0,0,0
196124212,0,314,78,4,330,32
196946831,0,0,0,0,0,0
198205905,0,2,10,0,2,0
200177084,6,4,10,0,0,0
201846520,0,0,0,0,0,0
202693425,0,0,0,0,0,0
202712254,0,4,0,0,0,0
204037006,0,0,0,0,0,0
204434260,4,26,16,2,8,2
205749364,0,494,16,0,3408,44
205854723,0,0,2,0,0,0
206646021,0,0,0,0,0,0
206832152,0,6,0,0,24,2
207669006,0,0,56,0,0,56
208190399,0,0,0,0,0,0
208997341,56,24,4,56,8,6
210361370,0,24,472,0,8,384
210472784,0,4,0,0,18,2
210571585,0,0,6,0,0,0
210907690,0,2,0,0,2,0
211674312,0,0,0,0,0,0
212551202,0,0,0,0,0,0
213020479,0,0,0,0,0,0
213426867,2,18,64,0,102,82
214515740,0,6,0,0,4,0
214733538,0,0,0,0,0,0
215212887,0,6,0,0,4,0
215614178,0,6,2,0,8,0
215982068,0,0,0,0,0,0
216758395,0,2,0,0,2,0
217135519,0,0,0,0,0,0
217427396,2,0,10,4,38,30
217779492,2,448,408,0,64,336
218432733,0,0,0,0,0,0
220148402,0,8,2,0,0,0
220477794,2,78,56,0,32,2
220736409,2,56,6,2,40,24
220776890,0,0,0,0,0,0
221037110,0,0,6,0,31,54
221333461,0,2,4,0,0,0
221835704,0,10,8,0,0,0
222800006,0,66,698,2,328,484
223181175,0,2,22,0,4,68
223499304,0,2,10,0,4,0
224338096,0,0,0,0,0,0
224741510,1676,2,4,1676,64,30
225175229,0,0,0,0,0,0
225443759,0,0,0,0,0,0
226728523,4,348,96,2,108,24
227464142,6,2,0,6,0,0
229060154,0,0,0,0,0,0
229554511,0,0,0,0,0,0
229772420,6,10,20,0,12,18
233470337,0,0,0,0,0,0
233634604,0,0,0,0,0,0
233655225,0,0,0,0,0,0
236918656,0,0,38,0,0,0
237319178,4,0,66,102,12,146
237839609,2,1264,522,56,1194,442
238104061,0,0,0,0,0,0
238543795,0,4,0,0,4,0
238698933,300,766,390,0,0,40
238711545,0,0,2,0,4,6
239424561,2,0,6,0,0,0
240149663,0,2,0,0,0,0
240304353,0,0,0,0,0,0
240805460,2,24,12,0,4,8
241062482,0,0,0,0,0,0
241239833,0,0,0,0,0,0
241265297,0,30,2,416,90,420
242511903,72,110,48,2,10,8
242522290,0,0,0,0,0,0
242725020,0,14,20,0,2,0
242835524,0,0,0,0,4,0
243646592,2,2,68,0,0,0
243807141,2,2,8,0,0,0
244982488,0,84,24,0,82,30
245113308,0,14,0,0,8,0
245126167,0,222,18,0,212,4
245302776,0,0,0,0,0,0
245376097,0,0,2,0,0,0
245780158,6,4,2,0,0,0
246369119,16,4,1036,0,2,1034
246739853,0,2,4,0,0,0
246882293,0,0,0,0,0,0
247292021,0,0,0,0,0,0
247659262,2,142,0,6,142,8
248200972,0,4,0,0,2,0
248213654,0,12,14,96,656,348
248267147,6,66,126,24,2560,172
248641111,144,4,12,82,0,16
249247178,0,0,0,0,0,0
249303934,0,4,14,0,0,0
250629260,0,2,4,0,0,0
250655439,0,2,1270,2,44,1288
250800885,0,8,6,0,0,2
250902224,0,22,2,0,22,0
251718832,0,6,14,0,2,0
252484774,0,32,0,0,0,0
252703624,0,0,0,0,0,0
253150708,2,212,184,4,228,218
253311701,0,0,0,0,0,0
253585444,0,20,2,0,30,2
254049945,0,864,2,14,954,32
254253084,0,2,42,0,0,38
255099505,0,0,0,0,0,0
255110080,0,0,0,0,0,0
255137188,0,16,0,0,18,4
255578406,0,2,12,0,0,0
257578433,0,4,0,0,8,4
257705859,0,30,8,0,0,6
259797406,0,0,0,0,0,0
259848178,0,14,4,0,6,0
260115329,0,0,0,0,0,0
260471164,0,0,0,0,0,0
260926245,0,0,0,0,0,0
261121099,0,24,18,0,18,0
261225455,0,4,0,2,136,44
262679454,0,0,2,0,0,2
262740121,0,0,0,0,0,0
262850062,4,44,86,0,0,54
263404798,0,0,0,0,0,0
263689257,0,4,22,80,305,388
263906729,0,312,108,6,1062,372
264120630,0,30,24,0,50,10
264463869,0,4,2,0,6,0
264907196,0,14,264,0,0,30
264979205,0,14,4,0,12,8
265347028,20,14,2,20,2,4
266002870,0,0,0,0,0,0
266111879,0,0,0,0,0,0
266486016,2,30,24,0,2,12
266604783,0,0,0,0,0,0
266659349,0,66,34,2,64,20
266869933,0,0,0,0,0,0
267178045,0,10,6,4,8,4
267755229,0,0,6,0,0,0
267822866,0,30,10,0,14,0
268989775,0,0,20,10,156,132
268991406,0,0,0,0,4,0
269379415,0,0,24,0,0,24
269705594,0,22,0,0,4,2
269860000,22,152,78,0,654,58
270000707,0,0,0,0,0,0
270033444,0,2,0,0,0,0
270228894,0,6,12,0,6,0
270275936,0,6,0,0,6,0
271031808,0,4,0,0,0,0
271606503,0,0,0,0,0,0
271928157,0,2,0,0,2,0
271959891,0,2,0,0,0,0
272159341,0,10,4,0,8,10
273619782,0,2,0,0,6,0
273905105,0,0,0,0,0,0
273905774,0,4,0,0,36,6
274066524,0,8,4,0,6,0
274180153,0,0,0,0,0,0
274642725,0,0,0,0,0,0
275802423,0,2,0,0,2,0
276409755,0,82,0,0,86,0
277462026,0,0,0,0,0,0
277566049,0,0,0,0,2,0
278505896,0,20,10,0,14,2
278600099,126,452,720,0,8,736
278620151,0,4,2,0,4,0
279964815,0,0,0,0,0,8
280577347,0,0,0,0,0,0
280702564,0,0,0,0,2,4
281106904,0,2,0,0,0,0
281583744,0,0,0,0,0,0
282110881,0,0,0,0,0,0
282159522,0,0,0,0,0,0
282168528,18,450,176,2,116,16
282230500,0,0,4,0,0,4
282814299,0,14,8,0,0,2
283785561,0,2,0,0,0,0
284087730,2,18,4,0,0,0
285350513,0,0,0,0,0,0
285739107,4,4,40,4,44,46
286210085,0,4,28,0,4,32
286467194,0,0,0,0,0,0
287305318,70,6,8,70,0,0
287651437,0,4,0,0,0,0
287903719,0,4,0,0,10,4
288217750,0,0,0,0,0,0
288565086,0,2,4,0,0,0
288840938,0,0,0,0,0,0
289785441,0,4,2,0,8,4
289844440,0,46,80,6,154,248
289927627,0,0,0,0,0,0
291928027,0,4,20,0,2,32
292346678,0,10,2,2,26,12
292620974,0,12,0,0,4,0
293155290,0,38,14,0,30,58
293375471,0,10,0,6,0,2
293771058,0,0,0,0,0,0
293966324,0,2,0,0,2,0
294048159,0,0,420,10,278,364
295100531,0,4,0,24,189,40
295776552,0,28,0,0,6,0
295813014,0,0,0,0,0,0
296473376,2,6,2,2,14,4
296972280,0,6,0,0,6,0
298175262,0,4,2,0,0,0
298217417,0,48,88,4,216,552
299819199,4,14,12,0,4,6
300182471,0,0,0,0,0,0
301053691,0,0,0,0,0,0
301086452,0,0,0,0,0,0
304288652,0,2,4,0,2,0
305884932,44,2,0,44,0,0
306366620,0,46,6,0,2,6
307500420,0,0,0,0,0,0
307558981,0,275,8,2,254,8
307796858,0,2,0,0,0,0
308023430,0,0,0,0,0,0
309093251,0,0,0,0,0,0
309674795,0,0,0,0,0,0
309817388,0,2,0,0,0,0
309834506,0,188,36,0,192,8
309963587,0,104,12,0,108,4
310306220,0,0,0,0,0,0
311623037,0,0,50,0,0,44
312274349,0,60,0,0,248,6
312314782,30,0,6,34,22,34
313538699,0,0,2,0,0,0
314110107,0,0,0,0,0,0
314657942,0,2,2,0,12,0
314906367,0,4,0,0,0,0
315397749,0,4,16,0,26,98
316408651,4,2,12,12,0,8
316674262,6,10,8,0,0,2
317963051,4,0,0,4,0,0
319893680,216,2,0,186,0,0
320069526,0,0,0,0,0,0
320991472,26,10,110,0,0,88
321332405,8,52,28,0,0,22
323626064,0,0,0,0,0,0
324056945,0,0,8,0,0,4
325547923,0,0,0,0,0,0
325799830,2,376,10,10,570,88
326404869,0,0,0,0,0,0
328938599,2,4,2,0,0,0
329747674,0,0,32,0,0,0
330245793,0,38,0,0,38,0
331021680,0,0,0,0,0,0
332329799,2,2,0,2,0,0
333671522,0,192,2,4,196,12
334947951,0,0,0,0,0,0
336619113,0,10,0,0,10,0
337688907,0,0,0,0,0,0
337894475,0,0,0,0,0,0
342937051,0,0,0,0,0,0
343933160,0,0,2,2,10,28
345379807,0,0,0,0,0,0
347033632,24,18,10,26,8,4
347508613,2,10,2,0,2,0
347541399,0,0,0,0,0,0
347887648,0,0,0,0,0,0
348061221,0,0,2,0,0,0
348483722,2,2,0,0,0,0
350970659,0,4,2,0,0,0
352609426,0,0,0,0,2,0
353157643,968,2,4,466,0,2
355599590,337,18,10,335,8,2
356223962,0,6,4,0,2,0
357505722,6,14,4,0,10,0
360138123,0,22,4,0,16,0
362711581,0,14,26,0,0,20
364926596,0,2,0,0,2,0
365601773,0,0,0,0,0,0
366021458,0,0,0,0,0,0
366137621,0,0,0,0,0,0
366330219,2,28,6,4,24,0
366504273,0,8,0,0,6,0
368240936,0,0,2,6,13,30
369119239,0,0,0,0,0,0
369766002,0,0,0,0,0,0
370198165,0,10,2,0,2,0
370703073,0,2,0,0,4,0
370716799,2,18,10,0,8,0
373450689,0,220,2,4,306,8
373543845,0,0,0,0,0,0
373836761,0,0,0,0,0,0
373854031,0,0,0,0,0,0
374117949,0,0,0,0,0,0
375282679,0,0,0,0,0,0
376398001,0,0,2,0,0,0
377304450,0,6,18,0,2,4
378049330,4,24,14,0,0,0
379884569,0,0,0,0,2,0
381514524,0,0,0,0,0,0
381842671,0,0,0,0,0,0
382292695,0,0,0,0,0,0
382297966,0,0,0,0,0,0
382592853,2,0,0,0,0,0
383466744,0,2,0,0,2,0
384988741,0,4,0,4,8,6
385315901,0,0,0,0,0,0
386664361,0,0,0,0,0,0
387172258,0,0,0,0,0,0
387554172,2,0,96,0,0,72
388143537,0,0,0,0,0,0
391381031,0,20,28,0,4,0
391512389,0,118,144,0,26,4
392519677,0,0,0,0,0,0
393440445,4,68,4,8,50,10
394511962,0,30,2,0,6,2
395868680,0,0,2,0,0,0
396461846,2,68,10,0,20,0
397089171,0,2,0,0,0,0
397899716,0,2,4,0,0,4
398727541,0,0,0,0,0,0
398893820,6,120,36,2,126,2
398958962,0,0,0,0,0,0
399523983,0,0,0,0,0,0
400112904,0,2,2,0,0,0
400800462,0,0,0,0,0,0
401336255,0,0,0,0,0,0
402079955,0,0,0,0,0,0
402944529,0,16,4,0,0,0
404352921,0,0,0,0,0,0
404989913,0,0,0,0,0,0
405470407,0,16,4,0,2,0
405842075,0,0,0,0,0,0
406220103,8,1262,3138,0,32,10
407064010,0,12,32,0,12,16
407966868,0,6,18,0,0,12
408516458,0,0,4,0,0,4
409298455,0,0,0,0,0,0
409349238,0,4,0,0,4,0
410276607,0,24,4,0,44,4
410821461,0,0,0,0,0,0
410934565,0,4,2,0,0,0
411617306,4,36,4,0,9,0
412269442,42,2,0,42,0,0
413201430,0,0,0,0,0,0
413201999,0,0,0,0,0,0
413286526,0,2,60,0,0,2
413822334,0,0,0,0,0,0
414070217,0,0,2,0,0,2
414676277,0,98,542,4,46,196
416236227,0,2,0,0,0,0
416278090,0,0,0,0,0,0
416654500,0,0,0,0,0,0
417046876,0,0,0,2,12,0
417272286,0,0,0,0,0,0
417715386,0,12,16,0,0,2
418134860,380,0,0,380,2,2
419480919,0,0,0,0,0,0
419513536,0,144,0,0,142,0
419767484,0,0,0,0,0,0
421369323,2,26,160,0,20,8
421527393,0,0,2,0,2,0
421899963,0,0,0,0,0,0
422822617,0,0,4,0,0,4
423404340,0,0,0,0,0,0
423667871,0,0,0,0,0,0
424266714,0,6,0,0,4,0
425404135,0,0,0,0,0,0
426049184,0,2,2,0,2,0
426807906,0,0,0,0,0,0
426914950,4,26,496,0,0,478
426929508,0,0,0,0,0,0
428068123,0,20,2,0,0,2
428178800,0,0,0,0,0,0
431493811,0,0,0,0,0,2
431729868,0,2,0,0,0,0
433293342,0,2,104,0,2,104
433537359,10,10,30,10,0,0
433587087,10,20,10,8,0,0
434402784,0,30,70,2,136,46
435767431,22,0,0,14,0,0
436143863,0,34,0,0,32,0
436503794,0,0,2,0,0,0
439522338,0,0,0,0,0,0
439917968,0,4,0,0,4,0
440266288,0,16,0,0,16,0
441805035,0,94,74,2,20,16
442847392,0,2,0,0,0,0
442932348,0,90,24,0,52,28
444174984,2,116,42,8,420,128
445460963,0,0,0,0,0,0
445719648,0,0,0,0,2,2
449172826,0,0,2,2,2,0
449653196,0,2,0,0,30,2
449776192,0,44,2,0,30,0
451615674,0,10,42,0,2,24
452376544,0,0,2,0,2,2
454350363,0,0,0,0,0,0
455118082,0,0,0,0,0,0
455199431,0,0,0,0,0,0
455305254,0,26,0,0,26,0
457778717,0,0,2,0,0,0
461350407,14,14,8,4,16,2
462324307,0,6,6,0,0,4
463168125,0,10,6,0,2,0
463773375,0,0,0,0,0,0
464066873,0,0,0,0,0,0
464578148,0,0,0,0,0,0
464683841,0,0,0,0,0,0
467551209,0,0,0,0,0,0
468701545,0,0,0,0,0,0
468764833,0,0,18,0,0,18
470311651,0,0,0,0,0,0
471129655,0,176,2,0,12,0
471180001,0,96,0,0,96,0
471435286,0,0,0,0,0,0
471775924,0,0,0,0,0,0
472031699,90,0,0,1292,0,4
472157806,0,0,0,0,0,0
472279211,0,0,0,0,0,0
473327009,2,24,2,0,22,0
474012799,0,0,0,0,0,0
474040746,0,16,2,0,4,0
475255561,0,0,8,0,0,2
476733057,0,160,36,0,116,0
477052523,0,2,0,0,0,0
477353712,0,0,0,0,0,0
478218914,4,4,2,0,2,0
479921239,0,8,4,0,4,0
481379732,0,0,0,0,0,0
482105697,0,0,0,0,0,0
482223457,0,30,10,0,30,2
484022167,0,0,0,0,0,0
485591826,0,6,6,0,0,8
485677207,0,0,0,0,0,0
486393735,2,18,36,0,8,0
486431538,0,0,2,0,0,2
486596335,0,0,0,0,0,0
489002566,0,40,0,0,26,2
490493277,0,0,0,0,136,0
491327393,0,8,26,2,4,2
491353458,0,0,0,0,0,0
491482525,0,0,0,0,0,0
491571562,0,0,0,0,0,0
495433008,2,0,4,0,0,0
497396408,0,0,0,0,0,0
498778613,4,80,50,122,98,572
503571190,20,30,22,0,4,2
504685390,0,3,3,0,2,0
512083476,0,18,0,0,20,0
514122826,0,0,0,0,0,0
514235450,0,2,0,0,0,0
514294276,0,0,0,0,0,0
514294570,0,0,0,0,0,0
515343475,0,0,10,0,0,10
515830365,0,4,0,0,0,0
516291658,0,0,0,0,0,0
517857229,0,8,0,0,4,0
518017851,0,0,0,0,0,0
520263690,0,0,0,0,0,0
521550536,0,0,0,0,0,0
521762393,0,24,0,0,24,2
522523887,2,10,1776,2,4,1768
522589709,0,8,0,0,6,0
523334610,0,10,0,0,2,0
524589700,0,30,16,0,224,50
526408330,0,4,0,0,2,0
526717086,0,10,30,0,8,0
537928516,0,0,0,0,0,0
538090070,0,4,0,0,2,0
538422848,0,2,4,6,0,2
539043859,0,0,0,0,0,0
539205424,14,36,32,0,0,10
540155639,0,40,0,0,40,0
540841106,0,0,0,0,0,0
542408644,2,16,26,0,2,6
545330907,0,0,0,0,0,0
545367458,0,0,0,0,0,0
546778807,0,0,2,0,0,0
546821268,0,4,0,0,0,0
549192198,0,0,0,0,0,0
549342409,0,0,0,0,0,0
550043578,0,0,0,0,0,0
552073701,0,22,6,0,12,4
552590450,0,8,0,0,6,0
552735606,68,0,0,4,0,0
552887621,0,14,2,0,6,0
553038404,0,0,0,0,0,0
554243239,0,0,0,0,0,0
555078357,0,0,0,0,0,0
555887448,0,0,0,0,78,4
559732488,0,48,0,0,40,0
562137743,0,0,0,0,0,0
562906441,0,0,0,0,0,0
563997934,0,0,0,0,0,0
564025760,0,46,26,0,16,4
564946470,0,12,2,0,0,0
566577822,0,0,0,0,0,0
567153985,0,6,2,0,14,0
567563471,0,0,0,0,0,0
569313276,0,0,0,0,0,0
569493025,0,44,34,0,22,0
570895985,0,0,0,0,0,0
574493747,0,8,0,0,8,0
574988345,0,0,0,0,0,0
576326938,0,0,0,0,4,0
581195003,0,2,0,0,0,0
581664629,0,2,0,0,0,0
583084524,0,4,0,0,0,0
584735226,10,32,194,0,4,68
584764063,0,0,0,0,0,0
585019292,0,0,0,0,0,0
585029783,0,0,0,0,0,0
587015385,0,2,0,0,0,0
589951840,0,0,0,0,0,0
593727161,0,0,0,0,0,0
595318250,0,2,2,0,0,2
595551653,0,0,0,0,0,0
597360923,4,654,6,2,648,2
598617147,0,0,0,0,0,0
599601986,14,88,42,0,28,6
602891547,0,4,2,0,4,0
606425018,0,0,0,0,0,0
606903482,0,0,0,0,0,0
607263100,0,0,0,0,0,0
611858799,0,0,0,0,0,0
612604070,0,30,0,0,60,0
614968224,0,0,0,0,0,0
616130531,0,0,0,0,0,0
621869197,0,0,0,0,0,0
625749368,0,0,0,0,0,0
625972293,0,8,64,0,0,38
627289583,0,0,0,0,0,0
627788523,0,0,0,0,0,0
627791387,0,0,0,0,0,0
629391036,4,588,272,0,114,90
630366927,0,0,0,0,0,0
631358275,0,6,62,0,0,62
632155362,4,26,30,2,8,10
632756332,0,0,0,0,0,0
634204848,0,14,38,0,20,6
634437625,0,0,0,0,0,0
635447094,0,4,0,0,4,0
635517540,0,2,2,0,2,0
635611864,0,0,0,0,0,0
636278979,0,0,0,0,0,0
636858312,0,0,6,2,16,6
700512633,0,24,40,0,6,26
700748574,0,0,0,0,0,0
700872427,2,4,6,0,2,0
701199517,0,78,0,0,74,0
702796319,78,2,0,102,2,8
703585653,116,0,0,2,0,0
705663958,242,4,4,20,2,0
706800674,0,0,0,0,0,0
710801125,0,0,0,0,0,0
711196684,2,14,2,0,4,0
712779981,0,2,0,0,4,0
715299046,0,0,0,0,0,0
718199346,0,0,2,0,0,0
722972360,0,4,2,0,2,0
724341781,0,0,0,0,0,0
726059264,0,2,0,0,0,0
730218542,0,148,0,0,162,14
730863858,0,4,0,0,0,0
738964484,0,0,0,0,0,0
749341412,0,0,0,0,0,0
751322413,0,0,0,0,0,0
752189814,0,16,0,0,14,0
755265594,0,0,0,0,0,0
757402340,0,0,0,0,0,0
757521878,0,0,0,0,0,0
759432463,0,6,8,0,0,0
760368444,0,16,0,0,10,0
760984117,4,6,4,0,6,2
772248756,0,0,0,0,0,0
773628744,0,4,0,0,2,0
774127928,0,0,2,0,0,2
780217201,0,0,0,0,0,0
784485949,0,0,0,0,0,0
785637630,0,2,0,0,2,0
786373561,0,2,0,0,0,0
789082771,0,0,0,0,0,0
800256516,0,0,0,0,0,0
801009818,0,0,0,0,0,0
802003945,0,0,0,0,0,0
802113830,4,0,0,4,0,0
803403330,0,0,0,0,0,0
804478111,0,12,2,0,18,4
804951360,0,0,4,0,0,4
806750629,0,4,0,0,6,4
809054911,16,32,52,0,0,18
809116928,0,0,0,0,0,0
817675694,0,0,0,0,0,0
817869656,0,0,0,0,0,0
818058961,0,0,0,0,0,0
823332823,0,0,0,0,0,0
823842770,0,2,0,0,0,0
827118558,0,0,0,0,0,0
829345897,0,0,0,0,0,0
829411700,0,4,2,0,8,8
830826918,0,0,0,0,0,0
834188653,0,2,4,0,0,2
839490360,0,4,0,0,0,0
842413836,0,0,0,0,0,0
846301771,0,0,2,0,0,0
846363044,0,0,0,0,0,0
847087711,0,24,0,12,44,20
847169983,0,28,12,0,38,6
853342820,0,0,0,0,0,0
855174284,0,4,2,0,4,0
856852070,0,0,0,0,0,0
859816812,0,8,6,4,30,10
863125111,0,14,0,0,0,0
863178198,0,0,0,0,0,0
865006489,14,134,92,12,574,12
865412436,0,0,0,0,0,0
868031023,0,0,0,0,0,0
874239445,2,12,2,0,8,0
875241254,0,0,0,0,0,0
878824075,0,0,2,0,4,2
879722828,0,30,18,0,4,2
880457190,0,0,0,0,0,0
880484906,0,0,0,0,0,0
892791282,0,0,0,0,0,0
895077181,0,0,0,0,0,0
896014158,0,0,0,0,0,0
904325034,0,8,0,0,8,0
905660725,0,0,2,0,0,0
905915190,0,0,0,0,0,0
908280829,0,0,0,0,0,0
917320555,0,0,0,0,0,0
917329405,0,0,0,0,0,0
921390373,6,314,20,4,472,176
921733452,0,0,2,0,0,2
927576840,0,10,66,2,40,12
928376779,0,8,54,0,0,12
929541596,0,2,0,0,2,6
931575979,2,0,4,0,0,4
933106328,0,0,0,0,0,0
935435796,0,0,0,0,0,0
936469189,0,2,0,0,0,0
