Source,Target
4526921,301934411
4526921,926417575831097344
4526921,1252221475630788611
4526921,245426704
4526921,620854207
4526921,1051451287416569856
4526921,1338502066587701248
4526921,271567301
4526921,1269547071813693446
4526921,1110890454856486912
4526921,1244725840992243712
4526921,3037153017
4526921,1340979377190952963
4526921,398975646
4526921,1619895403
4526921,1185079562927067136
4526921,380989428
4526921,349309137
4526921,1222826259878678528
4526921,2273355005
4526921,464683801
4526921,1243519613964627969
4526921,324286991
4526921,537646454
4526921,1132649105153507328
4526921,1516617582
4526921,1301112162434322432
4526921,2280293736
4526921,632408352
4526921,1308404028557193223
4526921,225954558
4526921,976930607434518530
4526921,221301536
4526921,1310972266302275584
4526921,1334353268
4526921,300733689
4526921,14211542
4526921,1313947493927968768
4526921,1107681946275057664
4526921,304676331
4526921,1022170773270745089
4526921,1336386258
4526921,293724356
4526921,3012245356
4526921,630963179
4526921,1211029688123977728
4526921,1173186584423862272
4526921,2904185421
4526921,1109756080836497408
4526921,811169177872531456
4526921,930592788
4526921,804266078968942593
4526921,410176441
4526921,42416069
4526921,884880975439769601
4526921,228331010
4526921,228830253
4526921,1121859678
4526921,881824238059098112
4526921,285082882
4526921,2294270882
4526921,194149922
4526921,843965328
4526921,1182217502929117187
4526921,546359376
4526921,2830477068
4526921,1174225142274232320
4526921,287092406
4526921,1086509322719367168
4526921,44326016
4526921,3513758835
4526921,306386141
4526921,1065524064536707072
4526921,268245068
4526921,224684226
4526921,130961000
4526921,138654918
4526921,1244591011
4526921,998119514154983425
4526921,477047697
4526921,2289735375
4526921,2443554566
4526921,125061457
4526921,88936279
4526921,485861088
4526921,2535917164
4526921,247834360
4526921,82177596
4526921,495032331
4526921,777138904654807041
4526921,1221763436276867073
4526921,710099064369651713
4526921,2890673727
4526921,208465036
4526921,85557059
4526921,783017297325752320
4526921,785410689217232896
4526921,967819830974967808
4526921,994930166500659200
4526921,339481394
4526921,452337799
4526921,1231009025594208258
4526921,242389697
4526921,18607404
4526921,903668702792613888
4526921,16712653
4526921,213622879
4526921,4163762836
4526921,19884285
4526921,951858134
4526921,1186568940597792768
4526921,259182289
4526921,144815972
4526921,1039323518
4526921,462903376
4526921,2327180834
4526921,803627707544272896
4526921,1188554550346686464
4526921,1088454690650509312
4526921,19842574
4526921,1131684354
4526921,1539109638
4526921,39994897
4526921,290119373
4526921,793399850255736833
4526921,498865081
4526921,2310584452
4526921,965830998
4526921,2239095096
4526921,1218260343656415232
4526921,2789923744
4526921,2267860670
4526921,1255775261729185792
4526921,600057898
4526921,553742565
4526921,205457327
4526921,158342368
4526921,5953552
4526921,580755284
4526921,510251246
4526921,548838189
4526921,70644870
4526921,49991327
4526921,344031691
4526921,247737164
4526921,586727262
4526921,42749619
4526921,15865878
4526921,715823642
4526921,220397129
4526921,395895875
4526921,383137360
4526921,819993877
4526921,137780330
4526921,822105452
4526921,105135264
4526921,404200720
4526921,820220096
4526921,942102084
4526921,139475073
4526921,951601232
4526921,956227886
4526921,942489630
4526921,262719124
4526921,48291629
4526921,511871683
4526921,471165766
4526921,253610377
4526921,204813621
4526921,404890131
4526921,297401488
4526921,139117415
4526921,259591304
4526921,425729312
4526921,187525704
4526921,194599992
4526921,87965421
4526921,429956692
4526921,385873818
4526921,265388764
4526921,90641398
4526921,154887872
4526921,257929055
4526921,450565620
4526921,96344999
4526921,436208019
4526921,49316573
4526921,465983750
4526921,44844411
4526921,20451618
4526921,19577336
4526921,18771458
4526921,97330711
4526921,292335710
4526921,486863594
4526921,57655594
4526921,203471283
4526921,161325541
4526921,92812051
4526921,493296036
4526921,498376138
4526921,123553858
4526921,221062837
4526921,252649242
4526921,1092335712
4526921,58167087
4526921,1859820174
4526921,539198869
4526921,1140492012
4526921,473132107
4526921,301979050
4526921,1958339988
4526921,807293748
4526921,248763460
4526921,1935410454
4526921,1201662162
4526921,719737653
4526921,14797767
4526921,1966682750
4526921,611801486
4526921,83878807
4526921,1000323932
4526921,1533920330
4526921,283950348
4526921,240150637
4526921,1675584218
4526921,47303679
4526921,186384753
4526921,301306806
4526921,216755042
4526921,1726391024
4526921,292299523
4526921,106572953
4526921,125316159
4526921,487882751
4526921,38993997
4526921,157951178
4526921,382606883
4526921,484692529
4526921,1222220112
4526921,320674028
4526921,1288694688
4526921,382077103
4526921,1073482196
4526921,84183037
4526921,1337245248
4526921,256003532
4526921,471457011
4526921,1000400834
4526921,1130628176
4526921,247325460
4526921,63987896
4526921,117157388
4526921,632392927
4526921,47763144
4526921,377270080
4526921,378240582
4526921,512195466
4526921,1580145223
4526921,1569861361
4526921,421567453
4526921,1648464726
4526921,34577012
4526921,1088748559
4526921,459413204
4526921,913447502
4526921,238252172
4526921,390917537
4526921,87897462
4526921,89461284
4526921,1480691
4526921,4986441
4526921,19813649
4526921,44383986
4526921,18777368
4526921,1863451
4526921,1479031
4526921,14371600
4526921,19819039
4526921,21228606
4526921,123574672
4526921,19651827
4526921,82078768
4526921,126351196
4526921,3417421
4526921,132267622
4526921,129838438
4526921,119698527
4526921,154451644
4526921,109824699
4526921,2836171
4526921,141683524
4526921,111594209
4526921,185968993
4526921,187523562
4526921,187560137
4526921,125286852
4526921,14919715
4526921,22401103
4526921,34579006
4526921,15823701
4526921,2257848330
4526921,1866271
4526921,1908541
4526921,1887221
4526921,18242492
4526921,9463632
4526921,6545982
4526921,3523961
4526921,11481512
4526921,1853021
4526921,19027470
4526921,18806995
4526921,8680262
4526921,21384950
4526921,52358389
4526921,52733723
4526921,57350899
4526921,56980366
4526921,15905081
4526921,67292157
4526921,44844488
4526921,16285827
4526921,21295979
4526921,77529359
4526921,16241042
4526921,54265752
4526921,64983767
4526921,53874132
4526921,44932810
4526921,3409961
4526921,56963315
4526921,275572593
4526921,65493412
4526921,61353815
4526921,96609916
4526921,130907738
4526921,64829392
4526921,260200293
4526921,202830442
4526921,25395750
4526921,103990770
4526921,278390597
4526921,277537472
4526921,133331954
4526921,291607550
4526921,45814379
4526921,201185705
4526921,283716341
4526921,291373815
4526921,293120349
4526921,225036821
4526921,215911659
4526921,230140569
4526921,195679677
4526921,337590193
4526921,218809032
4526921,344707212
4526921,127867456
4526921,363560525
4526921,331017815
4526921,258942268
4526921,366556005
4526921,383300201
4526921,16466448
4526921,229929000
4526921,26704589
4526921,245082797
4526921,192898766
4526921,83129130
4526921,112561361
4526921,194238880
4526921,195764080
4526921,17214314
4526921,119076013
4526921,192979085
4526921,199656517
4526921,50080991
4526921,104799364
4526921,41787455
4526921,197063038
4526921,212654621
4526921,189834622
4526921,86335309
4526921,62890395
4526921,119506877
4526921,1479861
4526921,150226061
4526921,40652687
4526921,124570832
4526921,17539481
4526921,121703560
4526921,108617573
4526921,88210133
4526921,237011710
4526921,237353752
4526921,99533208
4526921,91145215
4526921,20987715
4526921,732870864
4526921,67588053
4526921,50278692
4526921,3199992159
4526921,2157486403
4526921,265452776
4526921,3233686834
4526921,2756906295
4526921,589013777
4526921,1199927599
4526921,246858746
4526921,621194899
4526921,131145792
4526921,2458030368
4526921,335223244
4526921,3299230149
4526921,17790400
4526921,277110738
4526921,490655430
4526921,3243397787
4526921,149052829
4526921,2991623482
4526921,155983755
4526921,547662491
4526921,467346242
4526921,398233143
4526921,3155549128
4526921,397519030
4526921,209663214
4526921,437521239
4526921,52739659
4526921,587301528
4526921,3233856169
4526921,1143590798
4526921,219280851
4526921,3136413075
4526921,3200488204
4526921,75047319
4526921,2809896610
4526921,1024800577
4526921,2987812168
4526921,221069590
4526921,2976232714
4526921,37778177
4526921,2330037494
4526921,16933256
4526921,61593108
4526921,2403280765
4526921,1100801856
4526921,293559143
4526921,357070673
4526921,1495927872
4526921,300201525
4526921,3439002827
4526921,518624843
4526921,46400289
4526921,322478304
4526921,3114989764
4526921,580073398
4526921,3044785473
4526921,2862843665
4526921,1080320390
4526921,3011357183
4526921,293569136
4526921,2315219893
4526921,386084410
4526921,2759557439
4526921,257586817
4526921,426951124
4526921,36044504
4526921,1862631
4526921,543745519
4526921,53771265
4526921,3596153957
4526921,397218302
4526921,121060019
4526921,595422661
4526921,696425427301224448
4526921,4927921408
4526921,854508060
4526921,628237256
4526921,4927030341
4526921,462940543
4526921,470946242
4526921,718113668
4526921,338874689
4526921,2336399766
4526921,276672226
4526921,2192559660
4526921,437412458
4526921,450983106
4526921,395230382
4526921,2192417107
4526921,791497290
4526921,11107452
4526921,149047019
4526921,1421104963
4526921,367075563
4526921,561058621
4526921,178260505
4526921,42224841
4526921,4891667686
4526921,33474763
4526921,1718830879
4526921,2831727421
4526921,302934019
4526921,540704129
4526921,14651725
4526921,21283238
4526921,86290220
4526921,27098190
4526921,318381667
4526921,2267463529
4526921,3662595974
4526921,2922951293
4526921,630689040
4526921,3868616956
4526921,3759398596
4526921,481513272
4526921,509160091
4526921,3244009095
4526921,107395934
4526921,582174128
4526921,3822593895
4526921,2289331086
4526921,77177490
4526921,3816428943
4526921,154805351
4526921,2605981251
4526921,4252648756
4526921,866998506
4526921,111594527
4526921,2188277851
4526921,4284882449
4526921,333612361
4526921,4003734082
4526921,218610483
4526921,4568548995
4526921,3446197708
4526921,121485157
4526921,1001625608
4526921,343407700
4526921,193661018
4526921,50908485
4526921,152941674
4526921,2164642460
4526921,2243691806
4526921,20073619
4526921,245675337
4526921,451431222
4526921,1284070249
4526921,2347132934
4526921,1436013511
4526921,52690620
4526921,1560256514
4526921,2459491387
4526921,2194553981
4526921,1311224311
4526921,2371703953
4526921,2489830734
4526921,2409076021
4526921,1410589322
4526921,392665038
4526921,2184486774
4526921,819278461
4526921,189831056
4526921,36075532
4526921,556806882
4526921,118832566
4526921,941527124
4526921,118692114
4526921,1409461489
4526921,2173667923
4526921,106075111
4526921,41595292
4526921,2582849059
4526921,233689161
4526921,821711461
4526921,34879379
4526921,592912272
4526921,769919
4526921,376278059
4526921,319703223
4526921,14525982
4526921,525284107
4526921,2721551
4526921,428965481
4526921,38968934
4526921,839686910
4526921,1376963467
4526921,97011553
4526921,1521752022
4526921,51592912
4526921,1389030638
4526921,2201684340
4526921,76016389
4526921,25251453
4526921,301983716
4526921,2325329263
4526921,2150247720
4526921,498216773
4526921,2280423164
4526921,2282646998
4526921,2361264498
4526921,272513661
4526921,383701492
4526921,2347331365
4526921,633618731
4526921,2316180044
4526921,2279539098
4526921,132289375
4526921,116721022
4526921,702543348
4526921,204904866
4526921,215350563
4526921,103841173
4526921,107430967
4526921,2804452799
4526921,133684613
4526921,305195141
4526921,2394967638
4526921,379099151
4526921,478667382
4526921,132516048
4526921,777893354
4526921,1413049219
4526921,293711934
4526921,1145742667
4526921,385326338
4526921,1548418610
4526921,2552171006
4526921,1870811892
4526921,185592085
4526921,2841081413
4526921,2344006543
4526921,2810515144
4526921,1653894097
4526921,225003204
4526921,1011525210
4526921,158670918
4526921,108715063
4526921,2841164337
4526921,478178209
4526921,2872105113
4526921,2878479207
4526921,319086427
4526921,94290778
4526921,143887201
4526921,2348259944
4526921,989371495
4526921,458966079
4526921,886404907
4526921,13010602
4526921,122142650
4526921,29417604
4526921,84298546
4526921,174984690
4526921,2729349643
4526921,300140718
4526921,566530297
4526921,2275893344
4526921,1329016891
4526921,1947857490
4526921,2726352355
4526921,264767018
4526921,2587082106
4526921,270298206
4526921,403335825
8631152,856090199926988800
8631152,1181588689404792832
8631152,411392530
8631152,1168412293681623040
8631152,2201997703
8631152,619913709
8631152,2755427454
8631152,73633446
8631152,1169309615240155136
8631152,82091505
8631152,884405396076716032
8631152,1185110645890523136
8631152,824303263654744064
8631152,299550001
8631152,1880166469
8631152,371881634
8631152,2589605760
8631152,1726391024
8631152,1127589644332339200
8631152,1192550758438383621
8631152,256187047
8631152,2829649998
8631152,831217405653311489
8631152,1128103729
8631152,3078047747
8631152,433428346
8631152,1177117139049811968
8631152,14246806
8631152,1176602318978129921
8631152,926833096397410304
8631152,2178042152
8631152,4089959487
8631152,437822409
8631152,4854831393
8631152,1257389617
8631152,864742117037486080
8631152,2891848600
8631152,1112679917509066752
8631152,2380755711
8631152,1156932156737904640
8631152,1014191421367181313
8631152,2708820830
8631152,2815397094
8631152,879692853005475841
8631152,301979050
8631152,34230484
8631152,1291959421
8631152,996095617230352390
8631152,59413103
8631152,933706799206760448
8631152,1280206718434230272
8631152,1282389978010591232
8631152,1664570185
8631152,375721713
8631152,473132107
8631152,902300788717912064
8631152,1139253921720016896
8631152,473869839
8631152,989073691404390400
8631152,3008399939
8631152,1153947591983411200
8631152,137780330
8631152,3342647885
8631152,1017330708
8631152,166230558
8631152,804776700
8631152,1169179229617086464
8631152,393344111
8631152,943230756020776961
8631152,970749338
8631152,280546505
8631152,2319351769
8631152,1181859169290391552
8631152,841515745
8631152,1118920380759126016
8631152,2813399220
8631152,291316094
8631152,1206488158009020416
8631152,3332287053
8631152,2585462526
8631152,13713512
8631152,240777996
8631152,570750971
8631152,810055596225478656
8631152,109099213
8631152,207228038
8631152,1232672333619441664
8631152,222525034
8631152,1225446301720027136
8631152,740845357530238976
8631152,975628520
8631152,759327823
8631152,721983896
8631152,1044247964754079744
8631152,140150246
8631152,3752471536
8631152,145573071
8631152,855728262944870400
8631152,1020362216825073664
8631152,458542646
8631152,921152585259773952
8631152,1063392086303694848
8631152,3246756201
8631152,983666348353040386
8631152,814845744
8631152,942223998
8631152,266203790
8631152,1363842535
8631152,580969171
8631152,1076010466290397184
8631152,1074072349211852802
8631152,3708577457
8631152,380516746
8631152,2904896141
8631152,910788973198548992
8631152,1582685389
8631152,788887712
8631152,887221714295377920
8631152,432696335
8631152,2884969224
8631152,1653894097
8631152,4059708561
8631152,1851241658
8631152,919986560019333120
8631152,873577074061082624
8631152,373316233
8631152,235509711
8631152,126428410
8631152,256590060
8631152,142224017
8631152,1016664679622610945
8631152,135549044
8631152,595723113
8631152,989371495
8631152,117532726
8631152,547662491
8631152,4431329122
8631152,281916861
8631152,1060465113927442434
8631152,1397611424
8631152,1048506446047010816
8631152,629452777
8631152,297891405
8631152,917608226
8631152,294171176
8631152,56326245
8631152,1462299792
8631152,1044314475741007872
8631152,28003667
8631152,2280423164
8631152,89152644
8631152,267720335
8631152,796721147920416769
8631152,35798161
8631152,3618615735
8631152,2813451124
8631152,24893900
8631152,801120670767779841
8631152,734380788221915137
8631152,431584132
8631152,1124931807965790208
8631152,516341967
8631152,1078401149554905089
8631152,1929975020
8631152,2150247720
8631152,229422718
8631152,245426704
8631152,1075379700128731137
8631152,1053216087544922113
8631152,478178209
8631152,210391689
8631152,2790910643
8631152,1086974474329694209
8631152,2163453619
8631152,524236459
8631152,1100365452885270528
8631152,280932821
8631152,19853819
8631152,735778899955613696
8631152,358624065
8631152,2804613209
8631152,944218591070650368
8631152,988540100
8631152,1105180139355340806
8631152,3769226069
8631152,134200221
8631152,537723753
8631152,1283433733098541057
8631152,143887201
8631152,1259018755
8631152,1919730168
8631152,712395430
8631152,111622745
8631152,1368101252
8631152,363874647
8631152,575254368
8631152,77177490
8631152,944101998
8631152,130794158
8631152,533473809
8631152,135952721
8631152,238076060
8631152,2201889284
8631152,132516048
8631152,199724404
8631152,524185118
8631152,619297746
8631152,314811455
8631152,420882631
8631152,1901269338
8631152,586449520
8631152,292439981
8631152,395557007
8631152,1230552535
8631152,83129130
8631152,3220191
8631152,2179969580
8631152,2350274107
8631152,2348538696
8631152,2348854802
8631152,333898596
8631152,258942137
8631152,224175827
8631152,2285409680
8631152,2251687412
8631152,206627773
8631152,319703223
8631152,845709037
8631152,321632280
8631152,36323374
8631152,124570832
8631152,1361905866
8631152,53657507
8631152,608969027
8631152,1156908956
8631152,37401209
8631152,592912272
8631152,37065630
8631152,14773027
8631152,28542825
8631152,20192706
8631152,34308242
8631152,2645871
8631152,35438632
8631152,35250614
8631152,34564705
8631152,35047043
8631152,33301227
8631152,31411014
8631152,16416177
8631152,31216943
8631152,19819039
8631152,19995562
8631152,25905797
8631152,16995737
8631152,37685079
8631152,37778177
8631152,37366513
8631152,321376946
8631152,444068056
8631152,1533920330
8631152,265388764
8631152,1960477945
8631152,231497074
8631152,168525506
8631152,14436030
8631152,263780425
8631152,512195466
8631152,33182657
8631152,632795014
8631152,701469121
8631152,1092335712
8631152,237686276
8631152,322478304
8631152,24971976
8631152,37891857
8631152,37890406
8631152,37883026
8631152,307830083
8631152,2359356547
8631152,850788001
8631152,828867758
8631152,152941674
8631152,918169628
8631152,997093075800408064
8631152,2411448991
8631152,517912796
8631152,1279343143163437056
8631152,1306503104767164416
8631152,1331557893091495936
8631152,217019026
8631152,1333668472975405057
8631152,1108940402
8631152,436598886
8631152,1338932607720042498
8631152,23095467
8631152,366556005
8631152,2469815708
8631152,216755042
8631152,474720628
8631152,100731315
8631152,762003790409166848
8631152,2977793073
8631152,472068488
8631152,196521105
8631152,507572283
8631152,1637396852
8631152,1124301784758018048
8631152,1206377806797705216
8631152,365993916
8631152,507180094
8631152,372778265
8631152,2717631823
8631152,801332972322508800
8631152,112170559
8631152,374554112
8631152,343960208
8631152,1361532588
8631152,1131684354
8631152,1308404028557193223
8631152,3044785473
8631152,341557736
8631152,72243790
8631152,2741745471
8631152,3855363923
8631152,231039807
8631152,88618641
8631152,2472235130
8631152,293761703
8631152,2283850242
8631152,2395251913
8631152,196614551
8631152,719563232
8631152,2347132934
8631152,2396276791
8631152,2288747556
8631152,997763846
8631152,628237256
8631152,327247527
8631152,2386743913
8631152,2364034002
8631152,1931829319
8631152,1299043939
8631152,2330563214
8631152,370764250
8631152,378676850
8631152,475318420
8631152,150205723
8631152,134845160
8631152,488387930
8631152,1260858210606551040
8631152,2276453519
8631152,2223047396
8631152,550412702
8631152,253093646
8631152,1560256514
8631152,117157388
8631152,14102913
8631152,65626601
8631152,113687540
8631152,2333586560
8631152,467497984
8631152,385326338
8631152,352551982
8631152,576089102
8631152,2425212576
8631152,1024852782
8631152,234344380
8631152,28088836
8631152,87965421
8631152,899813924
8631152,518624843
8631152,113581732
8631152,279012531
8631152,1013826615799926784
8631152,402593685
8631152,1861859425
8631152,3077837299
8631152,15039663
8631152,2354771654
8631152,2824464079
8631152,3244009095
8631152,593707453
8631152,1089424730
8631152,1055512454
8631152,561157579
8631152,187560137
8631152,991776948
8631152,481513272
8631152,479846092
8631152,382148629
8631152,565789266
8631152,2904185421
8631152,229238669
8631152,753872010703495168
8631152,208026760
8631152,1195884806
8631152,733953189620416512
8631152,365907386
8631152,2878479207
8631152,322073136
8631152,631938674
8631152,2332145421
8631152,4891667686
8631152,2405309008
8631152,304000252
8631152,858275348
8631152,92162698
8631152,2315219893
8631152,45223554
8631152,122020993
8631152,2552254303
8631152,934831189
8631152,270979822
8631152,1171928030
8631152,20987715
8631152,1446499578
8631152,3224683763
8631152,70757523
8631152,257929055
8631152,246722634
8631152,278434549
8631152,755785007797526528
8631152,552996602
8631152,508640825
8631152,288723272
8631152,415510059
8631152,792473354
8631152,802152483330134016
8631152,796028622494699520
8631152,2285512548
8631152,1449641827
8631152,254001115
8631152,325400052
8631152,3327256773
8631152,808404297469882369
8631152,810895112725286913
8631152,1966682750
8631152,14525982
8631152,1627363441
8631152,498376138
8631152,245489727
8631152,594486805
8631152,725551266403852288
8631152,250145342
8631152,3148413195
8631152,152724029
8631152,3243370077
8631152,182967376
8631152,2609328557
8631152,1086526525
8631152,262719124
8631152,4835596132
8631152,766229977813647360
8631152,745372630140628992
8631152,103861604
8631152,15296374
8631152,571597275
8631152,3897931
8631152,20760565
8631152,21295979
8631152,2991831299
8631152,86276512
8631152,193622230
8631152,432962544
8631152,291368475
8631152,137619530
8631152,34579006
8631152,1425648666
8631152,121060019
8631152,3253273611
8631152,29422232
8631152,5493242
8631152,378240582
8631152,2734713482
8631152,2549981702
8631152,493296036
8631152,588311009
8631152,702880597
8631152,487693164
8631152,425001434
8631152,886423904
8631152,839686910
8631152,2302251543
8631152,40529023
8631152,3314670531
8631152,280228001
8631152,3458087537
8631152,1205246035
8631152,35494065
8631152,217543151
8631152,104655359
8631152,948596382
8631152,397519030
8631152,2997504981
8631152,2336286611
8631152,1150925060
8631152,2510608953
8631152,539792386
8631152,344031691
8631152,444622769
8631152,43913423
8631152,18044218
8631152,2804452799
8631152,895942861
8631152,1435440374
8631152,3175745861
8631152,3155549128
8631152,1361354616
8631152,18211373
8631152,421795227
8631152,1118833291
8631152,2517219460
8631152,243558423
8631152,476752277
8631152,3673613655
8631152,245889352
8631152,3382076945
8631152,873588006
8631152,4429123978
8631152,2467451867
8631152,3646947013
8631152,167094567
8631152,169538164
8631152,3395436645
8631152,301306806
8631152,886615526
8631152,984499675
8631152,4854113301
8631152,4808353462
8631152,556404927
8631152,498865081
8631152,297370492
8631152,393009250
8631152,975794198
8631152,951601232
8631152,357620762
8631152,397218302
8631152,4857092524
8631152,16444025
8631152,65478438
8631152,4003734082
8631152,244480058
8631152,3814407087
8631152,471457412
8631152,402623070
8631152,860329812
8631152,436678432
8631152,2807319779
8631152,115642914
8631152,2774866834
8631152,3140082957
8631152,83784273
8631152,23173214
8631152,335223244
8631152,21283238
8631152,623830573
8631152,732861570
8631152,402725052
8631152,368810364
8631152,125716373
8631152,327320777
8631152,2414028648
8631152,107395934
8631152,636921305
8631152,16347897
8631152,842786204412252160
8631152,22463577
8631152,26343514
8631152,2201145878
8631152,136570758
8631152,505883877
8631152,4263763774
8631152,213583178
8631152,1218073800
8631152,701845611453280256
8631152,869957186
8631152,908218849
8631152,953358255132168192
8631152,244197399
8631152,291888354
8631152,94340504
8631152,528873468
8631152,19598847
8631152,137831966
8631152,308389192
8631152,1467976020
8631152,48474417
8631152,115646362
8631152,850366009500467201
8631152,904984005514289154
8631152,128179469
8631152,2411345456
8631152,908444618
8631152,911623992712351744
8631152,330919869
8631152,40129171
8631152,13972382
8631152,218583772
8631152,249364151
8631152,1027017140
8631152,716986791367151616
8631152,247239647
8631152,844844968548065281
8631152,886404907
8631152,395297643
8631152,41795707
8631152,1933681914
8631152,710027784777801729
8631152,199437149
8631152,163892054
8631152,386664971
8631152,125286852
8631152,211176500
8631152,213340908
8631152,742143
8631152,5402612
8631152,208911269
8631152,311344861
8631152,990562943258505216
8631152,4703390322
8631152,2582849059
8631152,227700499
8631152,850085644634337281
8631152,17641912
8631152,109524473
8631152,973782510
8631152,1935458010
8631152,556722212
8631152,558372205
8631152,2987363278
8631152,2438617780
8631152,2931006351
8631152,424450783
8631152,267311928
8631152,50080991
8631152,834609484781723648
8631152,516808473
8631152,627219190
8631152,289890378
8631152,103270457
8631152,168438403
8631152,866255052104769538
8631152,758173111732805636
8631152,727242583534088192
8631152,4632620536
8631152,276546487
8631152,2787986278
8631152,173774206
8631152,96392139
8631152,3315637402
8631152,105116252
8631152,827164377757339653
8631152,4440407176
8631152,26548948
8631152,981535938475151361
8631152,829333117185957888
8631152,952960014989262849
8631152,834469180699242496
8631152,104799364
8631152,40652687
8631152,2188727211
8631152,759910962
8631152,797043717865668608
8631152,3647871858
8631152,293538477
8631152,2445286962
8631152,86335309
8631152,412589395
8631152,484692529
8631152,301645475
8631152,838120748485132292
8631152,1648464726
8631152,133047266
8631152,2221683073
8631152,376863124
8631152,475795918
8631152,2706712520
8631152,84183037
8631152,507968968
8631152,1114268798
8631152,31908430
8631152,732149293717594112
8631152,4879107633
8631152,826681290
8631152,633296720
8631152,808322408486735872
8631152,139354856
8631152,804325048416948224
8631152,827317866127056896
8631152,608879438
8631152,1934389039
8631152,446513257
8631152,1862631
8631152,834132034704535552
8631152,486787713
8631152,831808621314965504
8631152,1251774896
8631152,252016658
8631152,361230988
8631152,2546328474
8631152,322121250
8631152,1083319332
8631152,2443982875
8631152,392665038
8631152,186055984
8631152,758577862853132288
8631152,293569136
8631152,3227374494
8631152,2249000771
8631152,551640947
8631152,43877830
8631152,472864426
8631152,966242898
8631152,333313013
8631152,1373992897
8631152,1132375400
8631152,881824238059098112
8631152,902886494377058305
