Source,Target,Weight
1048823190653423616,500769793,1
1048823190653423616,43877830,6
1048823190653423616,41850519,1
1048823190653423616,41787455,1
1048823190653423616,407076445,1
1048823190653423616,4062977531,1
1048823190653423616,399317153,1
1048823190653423616,388552728,1
1048823190653423616,387664374,1
1048823190653423616,382148629,1
1048823190653423616,419430650,1
1048823190653423616,377303749,1
1048823190653423616,517912796,1
1048823190653423616,558372205,1
1048823190653423616,94324983,2
1048823190653423616,903478321,1
1048823190653423616,89152644,1
1048823190653423616,869957186,1
1048823190653423616,851724987711074304,1
1048823190653423616,849262356,1
1048823190653423616,81928465,1
1048823190653423616,802594325658013696,1
1048823190653423616,5480782,1
1048823190653423616,781048059316805632,1
1048823190653423616,744171441327857664,1
1048823190653423616,204847791,1
1048823190653423616,733637798,1
1048823190653423616,719940479106838529,1
1048823190653423616,629452777,1
1048823190653423616,608250488,1
1048823190653423616,592912272,1
1048823190653423616,586727262,3
1048823190653423616,759161983,2
1048823190653423616,2383599667,1
1048823190653423616,371371287,1
1048823190653423616,34577012,2
1048823190653423616,301743175,2
1048823190653423616,3012245356,1
1048823190653423616,2987363278,3
1048823190653423616,297908709,1
1048823190653423616,2977122220,1
1048823190653423616,2931006351,5
1048823190653423616,309119011,1
1048823190653423616,291579248,1
1048823190653423616,2904896141,2
1048823190653423616,2718795717,1
1048823190653423616,270432501,1
1048823190653423616,268879160,1
1048823190653423616,263570257,1
1048823190653423616,245436378,3
1048823190653423616,290977158,1
1048823190653423616,370764250,1
1048823190653423616,2149356916,1
1048823190653423616,344707212,1
1048823190653423616,325646068,1
1048823190653423616,320799458,1
1048823190653423616,319825074,1
1048823190653423616,315981726,1
1048823190653423616,3155549128,2
1048823190653423616,31429702,1
1078425340941344771,2987363278,1
1078425340941344771,2556354756,1
1078425340941344771,2467451867,3
1078425340941344771,2462004186,1
1078425340941344771,2960359234,1
1078425340941344771,2408775049,1
1078425340941344771,266633498,1
1078425340941344771,267720335,3
1078425340941344771,2765894309,1
1078425340941344771,34918017,1
1078425340941344771,345831392,1
1078425340941344771,34577012,1
1078425340941344771,344582645,5
1078425340941344771,295282110,1
1078425340941344771,3244116064,1
1078425340941344771,3046873623,1
1078425340941344771,2297997355,2
1078425340941344771,3390115517,1
1078425340941344771,2609061654,2
1078425340941344771,2279677286,1
1078425340941344771,1031158579255025664,1
1078425340941344771,3523961,1
1078425340941344771,3596932455,1
1078425340941344771,363874647,2
1078425340941344771,415811158,1
1078425340941344771,4526921,1
1078425340941344771,500769793,1
1078425340941344771,50908485,1
1078425340941344771,515785818,2
1078425340941344771,524236459,1
1078425340941344771,606637977,1
1078425340941344771,67642961,1
1078425340941344771,730815566987038720,5
1078425340941344771,107458016,1
1078425340941344771,731940554196566016,1
1078425340941344771,760791635169046528,1
1078425340941344771,229152415,1
1078425340941344771,771660578,1
1078425340941344771,872204335,12
1078425340941344771,89152644,1
1078425340941344771,900112708057481216,2
1078425340941344771,913098733222600709,3
1078425340941344771,94324983,1
1078425340941344771,961970242451791872,11
1078425340941344771,99388522,2
1078425340941344771,99402348,1
1078425340941344771,995851496,2
1078425340941344771,2560915255,3
1078425340941344771,74963519,6
1078425340941344771,1087733659975733249,1
1078425340941344771,762407369523523584,1
1078425340941344771,1113953378751655937,1
1078425340941344771,2257848330,2
1078425340941344771,1113021921141166080,1
1078425340941344771,225003204,1
1078425340941344771,2149356916,1
1078425340941344771,21295979,6
1078425340941344771,1955111635,1
1078425340941344771,1866271,1
1078425340941344771,16449846,1
1078425340941344771,163892054,1
1078425340941344771,161783533,1
1078425340941344771,1517883578,2
1078425340941344771,1421384095,1
1078425340941344771,137026950,1
1078425340941344771,1292119399827222528,1
1078425340941344771,1944552858,7
1078425340941344771,1267956338,1
1078425340941344771,115646362,1
1078425340941344771,1289163688952373250,1
1078425340941344771,1119601086,1
1078425340941344771,1171090984840679424,2
1078425340941344771,1181597324306505729,1
1078425340941344771,121243808,1
1078425340941344771,1171131337354481665,1
1078425340941344771,123499888,1
1078425340941344771,123681659,1
1078425340941344771,1254180901354967041,1
1078425340941344771,1254490207795253249,1
1078425340941344771,1263840760883032064,1
1078425340941344771,1267376405987418115,1
1084527738210406402,985561838892077061,1
1084527738210406402,96732936,1
1084527738210406402,970796327478157318,3
1084527738210406402,973922593618235393,1
1084527738210406402,984689286124572673,1
1084527738210406402,963410560284053505,7
1084527738210406402,1175792958517497857,3
1084527738210406402,1150388484,1
1084527738210406402,1166809785183981573,3
1084527738210406402,1158793369600049152,1
1084527738210406402,115646362,1
1084527738210406402,1152210722,1
1084527738210406402,1150094337251975168,1
1084527738210406402,1149637275476799488,1
1084527738210406402,1147714005231910913,1
1084527738210406402,962516005,1
1084527738210406402,1172538422134808578,1
1084527738210406402,960495474363990016,2
1084527738210406402,8631152,1
1084527738210406402,939826225777954816,1
1084527738210406402,120083112,1
1084527738210406402,1194280456625295362,2
1084527738210406402,1188992278892814346,1
1084527738210406402,1185205291333406720,1
1084527738210406402,858980457291055104,1
1084527738210406402,871387392057511936,1
1084527738210406402,872377110,4
1084527738210406402,946317858,1
1084527738210406402,87495719,2
1084527738210406402,910005438,2
1084527738210406402,910403401,2
1084527738210406402,918433993846083585,2
1084527738210406402,92023578,1
1084527738210406402,920275926717485056,1
1084527738210406402,931840622310326272,6
1084527738210406402,932546216700923904,7
1084527738210406402,903730272327348226,2
1084527738210406402,858741839289098241,4
1084527738210406402,1211029688123977728,1
1084527738210406402,182707466,2
1084527738210406402,1285132233850970112,1
1084527738210406402,1285180498252378112,1
1084527738210406402,1289131159574786048,1
1084527738210406402,1291773974,2
1084527738210406402,1298912738790473729,2
1084527738210406402,1299056720006782977,1
1084527738210406402,1301812674481795073,2
1084527738210406402,1301956018197454848,1
1084527738210406402,130383923,1
1084527738210406402,1306303970084892672,1
1084527738210406402,132244850,1
1084527738210406402,1325613992,1
1084527738210406402,1326365744003690497,1
1084527738210406402,1334407825,1
1084527738210406402,133681320,1
1084527738210406402,1276214311673835521,3
1084527738210406402,1275912884,1
1084527738210406402,1275056083577573376,1
1084527738210406402,1272543770819604490,1
1084527738210406402,1235864750,3
1084527738210406402,1236717769124610049,1
1084527738210406402,1237346568375844864,1
1084527738210406402,1240593617221234688,1
1084527738210406402,124410812,1
1084527738210406402,1244291337274437632,1
1084527738210406402,1248362036611944456,1
1084527738210406402,1362861528,1
1084527738210406402,1248410971313516544,1
1084527738210406402,1258301497290481665,1
1084527738210406402,1258707572426780677,1
1084527738210406402,1259558931627679750,2
1084527738210406402,1259805906,1
1084527738210406402,1260631865247105024,1
1084527738210406402,1262454469381496832,1
1084527738210406402,1268104440004952064,1
1084527738210406402,125382672,2
1084527738210406402,1831418149,4
1084527738210406402,137415452,2
1084527738210406402,137745192,2
1084527738210406402,1210090749066395649,4
1084527738210406402,1208654986927845377,5
1084527738210406402,1208050607883460610,1
1084527738210406402,1201952964656730112,1
1084527738210406402,1647558097,3
1084527738210406402,165004059,1
1084527738210406402,16649277,1
1084527738210406402,1679439739,1
1084527738210406402,17308245,1
1084527738210406402,173593472,1
1084527738210406402,175779126,1
1084527738210406402,177890401,4
1084527738210406402,179157105,1
1084527738210406402,182074435,1
1084527738210406402,182330628,1
1084527738210406402,1142822579926945792,6
1084527738210406402,1212012812727271429,1
1084527738210406402,1214193858524766208,1
1084527738210406402,1218134755,1
1084527738210406402,137872625,2
1084527738210406402,14317231,2
1084527738210406402,1447378278,1
1084527738210406402,1469808828,2
1084527738210406402,14872237,2
1084527738210406402,149108417,1
1084527738210406402,1493358973,2
1084527738210406402,137465274,5
1084527738210406402,1493967432,1
1084527738210406402,1548104544,2
1084527738210406402,1556415444,1
1084527738210406402,156737423,1
1084527738210406402,15748165,1
1084527738210406402,16347897,1
1084527738210406402,1229106862412517376,2
1084527738210406402,1226878611761881088,3
1084527738210406402,15095537,2
1084527738210406402,1141362885379186689,1
1084527738210406402,316650027,1
1084527738210406402,1139569056070193154,2
1084527738210406402,29681287,1
1084527738210406402,2966321145,2
1084527738210406402,2963790671,1
1084527738210406402,2960359234,1
1084527738210406402,2959371413,1
1084527738210406402,29230342,1
1084527738210406402,1140298352963346434,6
1084527738210406402,2922065008,12
1084527738210406402,28964749,1
1084527738210406402,289553114,4
1084527738210406402,2887815664,1
1084527738210406402,2864068180,1
1084527738210406402,2850651695,1
1084527738210406402,282493814,1
1084527738210406402,278499275,1
1084527738210406402,2764487940,1
1084527738210406402,274404122,2
1084527738210406402,271884117,1
1084527738210406402,2706139399,1
1084527738210406402,2696177462,1
1084527738210406402,2694545099,1
1084527738210406402,296874463,1
1084527738210406402,298084477,1
1084527738210406402,2981065689,1
1084527738210406402,3001242742,2
1084527738210406402,3313920867,1
1084527738210406402,3298421927,1
1084527738210406402,320404953,2
1084527738210406402,318926468,1
1084527738210406402,317625497,1
1084527738210406402,317283693,1
1084527738210406402,1232672333619441664,1
1084527738210406402,316370274,1
1084527738210406402,3155719216,1
1084527738210406402,313120799,1
1084527738210406402,269404471,1
1084527738210406402,3130618079,2
1084527738210406402,309726505,1
1084527738210406402,308455670,1
1084527738210406402,3074556767,1
1084527738210406402,306946423,14
1084527738210406402,305552258,1
1084527738210406402,3046182996,1
1084527738210406402,303758229,1
1084527738210406402,301436135,1
1084527738210406402,300712077,1
1084527738210406402,300401831,1
1084527738210406402,312898119,1
1084527738210406402,2669268050,2
1084527738210406402,266892879,1
1084527738210406402,2667729928,2
1084527738210406402,239098228,15
1084527738210406402,2382720001,1
1084527738210406402,2377816652,1
1084527738210406402,236736864,1
1084527738210406402,234499844,2
1084527738210406402,234043992,1
1084527738210406402,2340204248,1
1084527738210406402,2316180044,1
1084527738210406402,2311733622,1
1084527738210406402,2297962925,1
1084527738210406402,2407616734,1
1084527738210406402,228913634,3
1084527738210406402,228015220,1
1084527738210406402,227730401,1
1084527738210406402,227089784,1
1084527738210406402,222933199,2
1084527738210406402,221516303,1
1084527738210406402,220882642,1
1084527738210406402,2199700791,1
1084527738210406402,219363505,1
1084527738210406402,219277630,1
1084527738210406402,2188546224,1
1084527738210406402,228325026,2
1084527738210406402,333417319,1
1084527738210406402,242330163,1
1084527738210406402,242414603,1
1084527738210406402,2663008512,1
1084527738210406402,266254021,1
1084527738210406402,265744991,1
1084527738210406402,265386907,1
1084527738210406402,264056928,1
1084527738210406402,2597079943,3
1084527738210406402,259361548,2
1084527738210406402,2585462526,30
1084527738210406402,257468035,3
1084527738210406402,254991213,1
1084527738210406402,242351486,1
1084527738210406402,2527453448,1
1084527738210406402,252288293,2
1084527738210406402,2503956100,1
1084527738210406402,247946128,1
1084527738210406402,247717784,1
1084527738210406402,247705940,1
1084527738210406402,2474381587,1
1084527738210406402,2462317063,1
1084527738210406402,2462052209,1
1084527738210406402,2435227451,2
1084527738210406402,243184473,5
1084527738210406402,2525064684,1
1084527738210406402,2166115861,1
1084527738210406402,336720832,1
1084527738210406402,3388071148,1
1084527738210406402,700503765850279936,1
1084527738210406402,698572487886557184,1
1084527738210406402,62890395,1
1084527738210406402,625448748,1
1084527738210406402,623483,1
1084527738210406402,619025570,1
1084527738210406402,617771975,1
1084527738210406402,592181445,1
1084527738210406402,58766476,1
1084527738210406402,586727262,1
1084527738210406402,585725094,1
1084527738210406402,581763952,1
1084527738210406402,575267418,1
1084527738210406402,56929795,1
1084527738210406402,56067886,2
1084527738210406402,556047520,1
1084527738210406402,55157298,10
1084527738210406402,549271466,5
1084527738210406402,53801726,1
1084527738210406402,532229126,1
1084527738210406402,522439994,1
1084527738210406402,711657654683365376,4
1084527738210406402,714815923660697601,1
1084527738210406402,715935811666120704,1
1084527738210406402,720670889537355781,1
1084527738210406402,849293433118367744,1
1084527738210406402,84427144,1
1084527738210406402,838362912838279168,1
1084527738210406402,827900424418185216,1
1084527738210406402,822834445313077248,6
1084527738210406402,821796249112297472,1
1084527738210406402,816100308,2
1084527738210406402,814845744,2
1084527738210406402,812426096973152261,1
1084527738210406402,798081972,1
1084527738210406402,510811575,4
1084527738210406402,785117550,2
1084527738210406402,778589681910964224,1
1084527738210406402,762689227,1
1084527738210406402,76084843,1
1084527738210406402,756119134568640512,1
1084527738210406402,732322598,1
1084527738210406402,731179674957692928,1
1084527738210406402,723974111928655874,1
1084527738210406402,723494528074801152,1
1084527738210406402,722490221904982016,1
1084527738210406402,721797514144428036,1
1084527738210406402,779433847427567616,1
1084527738210406402,500769793,1
1084527738210406402,499445072,1
1084527738210406402,49275967,1
1084527738210406402,406528477,1
1084527738210406402,402286704,5
1084527738210406402,397446219,1
1084527738210406402,390545466,39
1084527738210406402,387559741,3
1084527738210406402,385490443,2
1084527738210406402,37670322,1
1084527738210406402,371967460,1
1084527738210406402,370235234,1
1084527738210406402,368254928,1
1084527738210406402,407019433,1
1084527738210406402,364452420,1
1084527738210406402,36074451,1
1084527738210406402,354532208,1
1084527738210406402,3537956123,2
1084527738210406402,351896858,1
1084527738210406402,349960136,1
1084527738210406402,347427491,1
1084527738210406402,3440088262,1
1084527738210406402,343709570,1
1084527738210406402,3420230147,1
1084527738210406402,3395203516,2
1084527738210406402,363249374,1
1084527738210406402,3383436777,2
1084527738210406402,41329328,2
1084527738210406402,414166788,2
1084527738210406402,489246389,1
1084527738210406402,4892063991,3
1084527738210406402,4891704172,1
1084527738210406402,4804447595,7
1084527738210406402,472031699,23
1084527738210406402,469633162,1
1084527738210406402,468586302,1
1084527738210406402,465983750,1
1084527738210406402,465889662,1
1084527738210406402,462238316,1
1084527738210406402,413892532,1
1084527738210406402,460526467,1
1084527738210406402,449676331,3
1084527738210406402,448799263,2
1084527738210406402,442869924,1
1084527738210406402,4424499377,1
1084527738210406402,4288215441,1
1084527738210406402,425716955,6
1084527738210406402,423654431,1
1084527738210406402,4200959392,2
1084527738210406402,4190014653,1
1084527738210406402,4151000962,1
1084527738210406402,45640553,3
1084527738210406402,2165427053,1
1084527738210406402,2923008100,1
1084527738210406402,21567660,1
1084527738210406402,1001360130,1
1084527738210406402,1008024874231697408,1
1084527738210406402,1011572199810060289,1
1084527738210406402,1013796124984074241,1
1084527738210406402,1020362216825073664,1
1084527738210406402,1026553111,1
1084527738210406402,1027667555777961990,3
1084527738210406402,1030764649,1
1084527738210406402,1037729970712469504,1
1084527738210406402,1039516542,1
1084527738210406402,1042445658387607553,1
1084527738210406402,1042733565656621056,1
1084527738210406402,104909654,1
1084527738210406402,105116916,4
1084527738210406402,849631710274871296,1
1084527738210406402,1071499269880901639,1
1084527738210406402,1083044271014465537,1
1084527738210406402,1089040766729637888,1
1084527738210406402,109309252,1
1084527738210406402,1100144216309665793,1
1084527738210406402,110527871,1
1084527738210406402,110938773,1
1084527738210406402,1113193486704988160,1
1084527738210406402,1118059060098629632,1
1084527738210406402,1119190474525421568,1
1084527738210406402,1121723227,3
1084527738210406402,112418606,7
1084527738210406402,1125847271214669828,1
1084527738210406402,1131822984199659521,27
1084527738210406402,1134460428984225793,1
1084527738210406402,1078298480626593792,1
1084527738210406402,2163142220,1
1084527738210406402,1229161935138103296,4
1084527738210406402,18936161,1
1084527738210406402,209959734,1
1084527738210406402,209485199,1
1084527738210406402,207984424,4
1084527738210406402,203851222,2
1084527738210406402,19883054,1
1084527738210406402,1952029249,1
1084527738210406402,19343904,1
1084527738210406402,190361061,2
1084527738210406402,1865259175,2
1084527738210406402,1849360296,1
1084527738210406402,184524843,1
1086509322719367168,337590193,2
1086509322719367168,330244307,1
1086509322719367168,57350899,2
1086509322719367168,3297057476,2
1086509322719367168,339481394,1
1086509322719367168,329892784,1
1086509322719367168,3397314100,2
1086509322719367168,360099836,1
1086509322719367168,343933160,1
1086509322719367168,344064793,1
1086509322719367168,345831392,1
1086509322719367168,34711513,1
1086509322719367168,3523961,1
1086509322719367168,3271882484,1
1086509322719367168,3417421,1
1086509322719367168,326894168,1
1086509322719367168,834469180699242496,1
1086509322719367168,823220294030606337,1
1086509322719367168,96344999,1
1086509322719367168,8631152,37
1086509322719367168,854353448371970048,2
1086509322719367168,852232030175846400,1
1086509322719367168,847020153510465536,1
1086509322719367168,844844968548065281,2
1086509322719367168,3254214599,1
1086509322719367168,842786204412252160,1
1086509322719367168,837715372241399808,1
1086509322719367168,36044504,1
1086509322719367168,8330472,2
1086509322719367168,832928402,3
1086509322719367168,827317866127056896,2
1086509322719367168,826681290,1
1086509322719367168,840940519274512385,1
1086509322719367168,3641785521,1
1086509322719367168,373988777,1
1086509322719367168,366556005,4
1086509322719367168,391545623,1
1086509322719367168,39483072,1
1086509322719367168,395249578,1
1086509322719367168,3954142936,1
1086509322719367168,397791866,1
1086509322719367168,40108998,1
1086509322719367168,388346380,1
1086509322719367168,401605214,1
1086509322719367168,407076445,1
1086509322719367168,408441719,1
1086509322719367168,4089959487,2
1086509322719367168,4105831995,1
1086509322719367168,411679848,1
1086509322719367168,412258452,1
1086509322719367168,40529023,10
1086509322719367168,365366245,3
1086509322719367168,3873471269,1
1086509322719367168,385915929,1
1086509322719367168,368024466,1
1086509322719367168,370764250,1
1086509322719367168,372438713,13
1086509322719367168,373157754,1
1086509322719367168,959199440623095809,1
1086509322719367168,378013949,1
1086509322719367168,3872677420,1
1086509322719367168,378240582,10
1086509322719367168,37890406,1
1086509322719367168,381363728,1
1086509322719367168,381715910,1
1086509322719367168,382148629,1
1086509322719367168,382523292,1
1086509322719367168,38381308,3
1086509322719367168,378689678,1
1086509322719367168,958425608681291776,1
1086509322719367168,950058438,1
1086509322719367168,956229122971271168,1
1086509322719367168,892021691819470853,1
1086509322719367168,89152644,1
1086509322719367168,891017720086626304,1
1086509322719367168,8885752,1
1086509322719367168,88618641,2
1086509322719367168,885165770,1
1086509322719367168,879692853005475841,2
1086509322719367168,879684894569484288,1
1086509322719367168,87897462,6
1086509322719367168,877844775382253570,1
1086509322719367168,872281656,4
1086509322719367168,869957186,1
1086509322719367168,969989435562643456,1
1086509322719367168,971813376,1
1086509322719367168,972496051,1
1086509322719367168,97330711,2
1086509322719367168,973782510,1
1086509322719367168,999699684800253952,1
1086509322719367168,999388520333627393,1
1086509322719367168,997396836607582208,1
1086509322719367168,99533208,16
1086509322719367168,994910112,2
1086509322719367168,994900276338360320,2
1086509322719367168,899813924,1
1086509322719367168,993524171618611202,1
1086509322719367168,985819109316284416,2
1086509322719367168,984332625027485696,1
1086509322719367168,983420424905220102,1
1086509322719367168,983367246947995648,2
1086509322719367168,983270542697312256,1
1086509322719367168,97487185,2
1086509322719367168,990645025284476928,2
1086509322719367168,90030306,1
1086509322719367168,903478321,2
1086509322719367168,906784627,1
1086509322719367168,935646202665816064,1
1086509322719367168,936547066490380288,1
1086509322719367168,936972575347003392,1
1086509322719367168,942102084,1
1086509322719367168,942223998,1
1086509322719367168,944101998,2
1086509322719367168,935058919671652352,4
1086509322719367168,944218591070650368,1
1086509322719367168,947924373029171200,2
1086509322719367168,949818560,1
1086509322719367168,41329328,1
1086509322719367168,951601232,1
1086509322719367168,951992942,1
1086509322719367168,956227886,3
1086509322719367168,944503182,1
1086509322719367168,958390922521260032,1
1086509322719367168,934027824,1
1086509322719367168,927875973902675968,6
1086509322719367168,90725961,1
1086509322719367168,908218849,3
1086509322719367168,908711175290056709,1
1086509322719367168,909429492711649280,1
1086509322719367168,91145215,7
1086509322719367168,913764384769536000,2
1086509322719367168,928918754284769280,3
1086509322719367168,914932706034769920,1
1086509322719367168,918876492,1
1086509322719367168,919606520400285697,1
1086509322719367168,920896446962061313,1
1086509322719367168,924758453138141184,1
1086509322719367168,92632663,2
1086509322719367168,927492032813289472,6
1086509322719367168,918596272734572545,1
1086509322719367168,571948562,1
1086509322719367168,4163762836,1
1086509322719367168,419430650,1
1086509322719367168,776814944,1
1086509322719367168,776173668472872960,1
1086509322719367168,776153844,1
1086509322719367168,774989807944605697,1
1086509322719367168,773552053960540160,1
1086509322719367168,771729806,4
1086509322719367168,769114076966428672,1
1086509322719367168,76016389,1
1086509322719367168,756671832,1
1086509322719367168,748408051435184128,1
1086509322719367168,738324211303866374,1
1086509322719367168,736185894089199616,1
1086509322719367168,732870864,1
1086509322719367168,732649152807469056,1
1086509322719367168,720786569792253952,3
1086509322719367168,777893354,3
1086509322719367168,720743812562337798,2
1086509322719367168,780367863576133632,2
1086509322719367168,783636495240466437,1
1086509322719367168,569102940,1
1086509322719367168,56963315,1
1086509322719367168,56980366,1
1086509322719367168,822105452,2
1086509322719367168,818460870573441028,1
1086509322719367168,818099786,1
1086509322719367168,81577367,1
1086509322719367168,80856048,1
1086509322719367168,806681653821247488,1
1086509322719367168,801120670767779841,1
1086509322719367168,801020129110847489,1
1086509322719367168,796721147920416769,1
1086509322719367168,793744898461696000,1
1086509322719367168,7936272,1
1086509322719367168,791296868,1
1086509322719367168,781048059316805632,2
1086509322719367168,719737653,1
1086509322719367168,714913406952800256,3
1086509322719367168,709145763692077056,2
1086509322719367168,607310975,1
1086509322719367168,605751716,1
1086509322719367168,603868845,1
1086509322719367168,601028032,1
1086509322719367168,59753827,2
1086509322719367168,59609908,1
1086509322719367168,594930741,1
1086509322719367168,59449654,1
1086509322719367168,592181445,1
1086509322719367168,586727262,14
1086509322719367168,586449520,1
1086509322719367168,58560915,1
1086509322719367168,577898258,2
1086509322719367168,575256187,1
1086509322719367168,573956773,1
1086509322719367168,608250488,1
1086509322719367168,608969027,1
1086509322719367168,611874836,1
1086509322719367168,612473,1
1086509322719367168,7037312,1
1086509322719367168,703324512243343360,1
1086509322719367168,702880597,1
1086509322719367168,701025326458138624,2
1086509322719367168,70094749,1
1086509322719367168,70007743,6
1086509322719367168,65493412,1
1086509322719367168,56694036,1
1086509322719367168,65478438,2
1086509322719367168,64965569,1
1086509322719367168,64762538,1
1086509322719367168,632328791,1
1086509322719367168,630963179,2
1086509322719367168,62890395,2
1086509322719367168,619767077,3
1086509322719367168,619158479,2
1086509322719367168,65172298,1
1086509322719367168,41787455,1
1086509322719367168,566749665,1
1086509322719367168,56326245,1
1086509322719367168,4526921,6
1086509322719367168,457742818,1
1086509322719367168,458727413,1
1086509322719367168,461988851,1
1086509322719367168,46474848,1
1086509322719367168,46557945,1
1086509322719367168,46606449,1
1086509322719367168,467528608,1
1086509322719367168,468182565,1
1086509322719367168,4703390322,1
1086509322719367168,47303679,4
1086509322719367168,473132107,4
1086509322719367168,4757720536,1
1086509322719367168,481513272,3
1086509322719367168,4819207107,5
1086509322719367168,45244838,1
1086509322719367168,4823705386,2
1086509322719367168,452354671,1
1086509322719367168,446513257,1
1086509322719367168,4195130625,1
1086509322719367168,419533496,4
1086509322719367168,4204001183,1
1086509322719367168,421152159,1
1086509322719367168,4218751517,1
1086509322719367168,423756071,1
1086509322719367168,425686363,8
1086509322719367168,433297698,1
1086509322719367168,436168235,2
1086509322719367168,436208019,1
1086509322719367168,437412458,1
1086509322719367168,43877830,4
1086509322719367168,44487069,1
1086509322719367168,445804939,1
1086509322719367168,570750971,1
1086509322719367168,44672968,1
1086509322719367168,482389606,1
1086509322719367168,48291629,3
1086509322719367168,4831005407,1
1086509322719367168,518624843,1
1086509322719367168,522115380,1
1086509322719367168,52358389,6
1086509322719367168,52524273,1
1086509322719367168,529463202,1
1086509322719367168,529836516,1
1086509322719367168,531401182,2
1086509322719367168,532511055,1
1086509322719367168,543670496,1
1086509322719367168,544319087,1
1086509322719367168,545825716,1
1086509322719367168,551788421,1
1086509322719367168,556722212,2
1086509322719367168,556806882,5
1086509322719367168,558372205,1
1086509322719367168,517912796,5
1086509322719367168,516341967,2
1086509322719367168,515336507,1
1086509322719367168,512195466,3
1086509322719367168,4848823419,1
1086509322719367168,488387930,1
1086509322719367168,488952930,1
1086509322719367168,490655430,1
1086509322719367168,4927639024,1
1086509322719367168,493594003,1
1086509322719367168,494021019,1
1086509322719367168,56660843,1
1086509322719367168,498376138,11
1086509322719367168,49991327,2
1086509322719367168,500785535,3
1086509322719367168,501663220,8
1086509322719367168,50278692,5
1086509322719367168,507180094,1
1086509322719367168,507433365,1
1086509322719367168,50908485,3
1086509322719367168,49946953,1
1086509322719367168,4459166907,1
1086509322719367168,213745259,1
1086509322719367168,3243895568,1
1086509322719367168,1312128748259549185,1
1086509322719367168,1327954114739900416,1
1086509322719367168,1329177028390772739,2
1086509322719367168,1330087730,1
1086509322719367168,1331276399211147264,1
1086509322719367168,1331986135892045827,1
1086509322719367168,133331954,1
1086509322719367168,1333668472975405057,1
1086509322719367168,1336766556,1
1086509322719367168,1337245248,1
1086509322719367168,1337762754678099970,2
1086509322719367168,1311031177403412480,1
1086509322719367168,1339835893,1
1086509322719367168,134153204,2
1086509322719367168,134200221,12
1086509322719367168,134524867,1
1086509322719367168,1354859107312951296,1
1086509322719367168,135906733,1
1086509322719367168,1361532588,11
1086509322719367168,13661662,2
1086509322719367168,136666412,1
1086509322719367168,137026950,1
1086509322719367168,1372155030,2
1086509322719367168,1373170958,1
1086509322719367168,1341471640857808897,1
1086509322719367168,130907738,6
1086509322719367168,1308404028557193223,1
1086509322719367168,130794158,3
1086509322719367168,1242189352068882434,2
1086509322719367168,1243251377775824899,1
1086509322719367168,1244225446809649152,1
1086509322719367168,124568057,1
1086509322719367168,1248203333283831809,1
1086509322719367168,1248740485,1
1086509322719367168,1251227413,1
1086509322719367168,1251818768667467777,1
1086509322719367168,1252011357572079616,1
1086509322719367168,125286852,9
1086509322719367168,1254510944648073222,3
1086509322719367168,1254561660,1
1086509322719367168,1254723447600619520,1
1086509322719367168,1255775261729185792,1
1086509322719367168,1258174836175704064,3
1086509322719367168,1258325981175087106,1
1086509322719367168,1259457633523830787,2
1086509322719367168,1262358540,1
1086509322719367168,126377982,1
1086509322719367168,1276213986,1
1086509322719367168,1283755782,2
1086509322719367168,1284070249,1
1086509322719367168,1285523960575266816,1
1086509322719367168,1289321533,1
1086509322719367168,129838438,1
